file,audio_filename,n_segments,mean_segment_duration_s,total_duration_s
fusa_04gk-sl_amg_lh_amg_akl.conc.ort.trs,fusa_04gk-sl,152,5.035,765.282
gauldal_01um-02uk_sb_lh.trs,gauldal_01um-02uk,428,2.972,1272.000
gauldal_01um-02uk_sb_lh_akl_vb.conc.ort.trs,gauldal_01um-02uk,428,2.972,1272.000
gauldal_01um-lks_sb_lh.trs,gauldal_01um-lks,112,6.608,740.080
gauldal_01um-lks_sb_lh_akl_vb.conc.ort.trs,gauldal_01um-lks,112,6.608,740.080
gauldal_02uk-lks_sb_lh.trs,gauldal_02uk-lks,123,5.756,708.000
gauldal_02uk-lks_sb_lh_akl_vb.conc.ort.trs,gauldal_02uk-lks,123,5.756,708.000
gauldal_03gm-04gk_ifg_hl_eo.trs,gauldal_03gm-04gk,408,4.499,1835.440
gauldal_03gm-04gk_ifg_hl_eo_akl_vb.conc.ort.trs,gauldal_03gm-04gk,408,4.499,1835.440
gauldal_03gm-ma_ifg_hl_eo.trs,gauldal_03gm-ma,110,6.423,706.520
gauldal_03gm-ma_ifg_hl_eo_akl_vb.conc.ort.trs,gauldal_03gm-ma,110,6.423,706.520
gauldal_04gk-ma_ifg_hl_eo.trs,gauldal_04gk-ma,119,5.735,682.520
gauldal_04gk-ma_ifg_hl_eo_akl_vb.conc.ort.trs,gauldal_04gk-ma,119,5.735,682.520
gausdal_01um-05um_hcfh_sl_as.trs,gausdal_01um-05um,369,3.413,1259.422
gausdal_01um-05um_hcfh_sl_as_sl.conc.ort.trs,gausdal_01um-05um,369,3.413,1259.422
gausdal_01um-mi_hcfh_as.trs,gausdal_01um-mi,134,7.223,967.880
gausdal_01um-mi_hcfh_as_sl.conc.ort.trs,gausdal_01um-mi,134,7.223,967.880
gausdal_04gk-08gk_hcfh_as.trs,gausdal_04gk-08gk,317,3.784,1199.640
gausdal_04gk-08gk_hcfh_as_sl.conc.ort.trs,gausdal_04gk-08gk,317,3.784,1199.640
gausdal_04gk-sl_hcfh_as_as.trs,gausdal_04gk-sl,179,4.581,820.040
gausdal_04gk-sl_hcfh_as_as_sl.conc.ort.trs,gausdal_04gk-sl,179,4.581,820.040
gausdal_05um-sl_hcfh_as.trs,gausdal_05um-sl,123,5.749,707.160
gausdal_05um-sl_hcfh_as_sl.conc.ort.trs,gausdal_05um-sl,123,5.749,707.160
gausdal_08gk-mi_hcfh_as.trs,gausdal_08gk-mi,190,7.627,1449.160
gausdal_08gk-mi_hcfh_as_sl.conc.ort.trs,gausdal_08gk-mi,190,7.627,1449.160
gjesdal_01um-02uk_ahl_lh.trs,gjesdal_01um-02uk,360,3.843,1383.480
gjesdal_01um-02uk_ahl_lh_sl_akl.conc.ort.trs,gjesdal_01um-02uk,360,3.843,1383.480
gjesdal_01um-jbj_ahl_lh.trs,gjesdal_01um-jbj,286,4.738,1355.000
gjesdal_01um-jbj_ahl_lh_sl_akl.conc.ort.trs,gjesdal_01um-jbj,286,4.738,1355.000
gjesdal_02uk-sr_sr_amg.trs,gjesdal_02uk-sr,150,3.759,563.880
gjesdal_02uk-sr_sr_amg_sl_akl.conc.ort.trs,gjesdal_02uk-sr,150,3.759,563.880
gjesdal_03gm-04gk_sr_eo.trs,gjesdal_03gm-04gk,392,4.672,1831.440
gjesdal_03gm-04gk_sr_eo_sl_akl.conc.ort.trs,gjesdal_03gm-04gk,392,4.672,1831.440
gjesdal_03gm-sr_sr_amg.trs,gjesdal_03gm-sr,127,5.620,713.720
gjesdal_03gm-sr_sr_amg_sl_akl.conc.ort.trs,gjesdal_03gm-sr,127,5.620,713.720
gjesdal_04gk-jbj_ahl_lh.trs,gjesdal_04gk-jbj,168,5.509,925.520
gjesdal_04gk-jbj_ahl_lh_sl.conc.ort.trs,gjesdal_04gk-jbj,168,5.509,925.520
hammerfest_02uk-06uk_ahl_sb.trs,hammerfest_02uk-06uk,156,5.009,781.440
hammerfest_02uk-06uk_ahl_sb_sl_akl.conc.ort.trs,hammerfest_02uk-06uk,156,5.009,781.440
hammerfest_02uk-jbj_ahl_sb.trs,hammerfest_02uk-jbj,247,4.287,1058.880
hammerfest_02uk-jbj_ahl_sb_sl_akl.conc.ort.trs,hammerfest_02uk-jbj,247,4.287,1058.880
hammerfest_03gm-04gk_sb_amg_lh.trs,hammerfest_03gm-04gk,564,3.416,1926.720
hammerfest_03gm-04gk_sb_amg_lh_sl_eo.conc.ort.trs,hammerfest_03gm-04gk,564,3.416,1926.720
hammerfest_03gm-jbj_sb_amg.trs,hammerfest_03gm-jbj,350,3.906,1367.040
hammerfest_03gm-jbj_sb_amg_sl_eo.conc.ort.trs,hammerfest_03gm-jbj,350,3.906,1367.040
hammerfest_04gk-jbj_sb_amg.trs,hammerfest_04gk-jbj,247,5.239,1294.080
hammerfest_04gk-jbj_sb_amg_sl_eo.conc.ort.trs,hammerfest_04gk-jbj,247,5.239,1294.080
hattfjelldal_01um-02uk_ifg_sb.trs,hattfjelldal_01um-02uk,634,4.193,2658.360
hattfjelldal_01um-02uk_ifg_sb_ifg_akl.conc.ort.trs,hattfjelldal_01um-02uk,634,4.193,2658.360
hattfjelldal_01um-ov_ifg_sb.trs,hattfjelldal_01um-ov,153,5.042,771.440
hattfjelldal_01um-ov_ifg_sb_ifg_akl.conc.ort.trs,hattfjelldal_01um-ov,153,5.042,771.440
hattfjelldal_02uk-ov_ifg_sb.trs,hattfjelldal_02uk-ov,161,5.058,814.320
hattfjelldal_02uk-ov_ifg_sb_ifg_akl.conc.ort.trs,hattfjelldal_02uk-ov,161,5.058,814.320
hattfjelldal_03gm-04gk_kk_lh.trs,hattfjelldal_03gm-04gk,653,3.854,2516.720
hattfjelldal_03gm-04gk_kk_lh_ifg_eo.conc.ort.trs,hattfjelldal_03gm-04gk,653,3.854,2516.720
hattfjelldal_03gm-ov_kk_lh.trs,hattfjelldal_03gm-ov,153,5.460,835.440
hattfjelldal_03gm-ov_kk_lh_ifg_eo.conc.ort.trs,hattfjelldal_03gm-ov,153,5.460,835.440
hattfjelldal_04gk-ov_kk_lh.trs,hattfjelldal_04gk-ov,155,6.047,937.280
hattfjelldal_04gk-ov_kk_lh_ifg_eo.conc.ort.trs,hattfjelldal_04gk-ov,155,6.047,937.280
heroeyMR_01um-02uk_hl_lh.trs,heroeyMR_01um-02uk,477,3.928,1873.680
heroeyMR_01um-02uk_hl_lh_eo_akl.conc.ort.trs,heroeyMR_01um-02uk,477,3.928,1873.680
heroeyMR_01um-ta_hl_lh.trs,heroeyMR_01um-ta,108,5.783,624.520
heroeyMR_01um-ta_hl_lh_eo_akl.conc.ort.trs,heroeyMR_01um-ta,108,5.783,624.520
heroeyMR_02uk-ta_hl_lh.trs,heroeyMR_02uk-ta,90,5.061,455.520
heroeyMR_02uk-ta_hl_lh_eo_akl.conc.ort.trs,heroeyMR_02uk-ta,90,5.061,455.520
heroeyMR_03gm-04gk_kk_ifg.trs,heroeyMR_03gm-04gk,392,4.293,1683.000
heroeyMR_03gm-04gk_kk_ifg_eo_akl.conc.ort.trs,heroeyMR_03gm-04gk,392,4.293,1683.000
heroeyMR_03gm-ta_kk_hl.trs,heroeyMR_03gm-ta,122,6.024,734.880
heroeyMR_03gm-ta_kk_hl_akl_et.conc.ort.trs,heroeyMR_03gm-ta,122,6.024,734.880
heroeyMR_04gk-ta_kk_hl.trs,heroeyMR_04gk-ta,123,4.600,565.760
heroeyMR_04gk-ta_kk_hl_akl_et.conc.ort.trs,heroeyMR_04gk-ta,123,4.600,565.760
heroeyN_01um-02uk_kk_ifg.trs,heroeyN_01um-02uk,470,3.481,1635.880
heroeyN_01um-02uk_kk_ifg_sl_akl.conc.ort.trs,heroeyN_01um-02uk,470,3.481,1635.880
heroeyN_01um-kh_kk_ifg.trs,heroeyN_01um-kh,116,4.525,524.920
heroeyN_01um-kh_kk_ifg_sl_akl.conc.ort.trs,heroeyN_01um-kh,116,4.525,524.920
heroeyN_02uk-kh_kk_ifg.trs,heroeyN_02uk-kh,146,3.962,578.480
heroeyN_02uk-kh_kk_ifg_sl_akl.conc.ort.trs,heroeyN_02uk-kh,146,3.962,578.480
heroeyN_03gm-04gk_kk_sb.trs,heroeyN_03gm-04gk,494,3.968,1960.320
heroeyN_03gm-04gk_kk_sb_sl_akl.conc.ort.trs,heroeyN_03gm-04gk,494,3.968,1960.320
heroeyN_03gm-kh_kk_sb.trs,heroeyN_03gm-kh,152,5.628,855.400
heroeyN_03gm-kh_kk_sb_sl_akl.conc.ort.trs,heroeyN_03gm-kh,152,5.628,855.400
heroeyN_04gk-kh_kk_sb.trs,heroeyN_04gk-kh,145,4.928,714.600
heroeyN_04gk-kh_kk_sb_sl_akl.conc.ort.trs,heroeyN_04gk-kh,145,4.928,714.600
hjartdal_01um-02uk_mi_lh.trs,hjartdal_01um-02uk,458,2.968,1359.440
hjartdal_01um-02uk_mi_lh_amg.conc.ort.trs,hjartdal_01um-02uk,458,2.968,1359.440
hjartdal_01um-as_mi_lh.trs,hjartdal_01um-as,74,6.515,482.120
hjartdal_01um-as_mi_lh_amg.conc.ort.trs,hjartdal_01um-as,74,6.515,482.120
hjartdal_02uk-as_mi_lh.trs,hjartdal_02uk-as,102,5.277,538.280
hjartdal_02uk-as_mi_lh_amg.conc.ort.trs,hjartdal_02uk-as,102,5.277,538.280
hjartdal_03gm-04gk_lh_amg.trs,hjartdal_03gm-04gk,343,5.310,1821.280
hjartdal_03gm-04gk_lh_amg_amg.conc.ort.trs,hjartdal_03gm-04gk,343,5.310,1821.280
hjartdal_03gm-sl_lh_amg_mi.trs,hjartdal_03gm-sl,140,5.769,807.680
hjartdal_03gm-sl_lh_amg_mi_amg.conc.ort.trs,hjartdal_03gm-sl,140,5.769,807.680
hjartdal_04gk-sl_lh_amg_mi.trs,hjartdal_04gk-sl,167,4.491,750.000
hjartdal_04gk-sl_lh_amg_mi_amg.conc.ort.trs,hjartdal_04gk-sl,167,4.491,750.000
hjelmeland_01um-02uk_ahl_amg.trs,hjelmeland_01um-02uk,386,3.207,1237.840
hjelmeland_01um-02uk_ahl_amg_akl.conc.ort.trs,hjelmeland_01um-02uk,386,3.207,1237.840
hjelmeland_01um-sr_amg_ahl_lh.trs,hjelmeland_01um-sr,107,6.311,675.240
hjelmeland_01um-sr_amg_ahl_lh_akl.conc.ort.trs,hjelmeland_01um-sr,107,6.311,675.240
hjelmeland_02uk-ks_ahl_amg.trs,hjelmeland_02uk-ks,117,6.069,710.080
hjelmeland_02uk-ks_ahl_amg_akl.conc.ort.trs,hjelmeland_02uk-ks,117,6.069,710.080
hjelmeland_03gm-04gk_amg_ahl_lh.trs,hjelmeland_03gm-04gk,386,4.143,1599.360
hjelmeland_03gm-04gk_amg_ahl_lh_akl.conc.ort.trs,hjelmeland_03gm-04gk,386,4.143,1599.360
hjelmeland_03gm-sr_ahl_amg.trs,hjelmeland_03gm-sr,136,5.440,739.880
hjelmeland_03gm-sr_ahl_amg_akl.conc.ort.trs,hjelmeland_03gm-sr,136,5.440,739.880
hjelmeland_04gk-ks_amg_ahl_lh.trs,hjelmeland_04gk-ks,125,6.377,797.160
hjelmeland_04gk-ks_amg_ahl_lh_akl.conc.ort.trs,hjelmeland_04gk-ks,125,6.377,797.160
hof_01um-02uk_ifg_eo.trs,hof_01um-02uk,599,2.516,1507.000
hof_01um-02uk_ifg_eo_sl_vb.conc.ort.trs,hof_01um-02uk,599,2.516,1507.000
hof_01um-sb_ifg_eo.trs,hof_01um-sb,216,3.809,822.720
hof_01um-sb_ifg_eo_sl_vb.conc.ort.trs,hof_01um-sb,216,3.809,822.720
hof_02uk-sb_ifg_eo.trs,hof_02uk-sb,106,6.818,722.680
hof_02uk-sb_ifg_eo_sl_vb.conc.ort.trs,hof_02uk-sb,106,6.818,722.680
hof_03gm-04gk_eo_sb.trs,hof_03gm-04gk,648,2.652,1718.760
hof_03gm-04gk_eo_sb_sl_vb.conc.ort.trs,hof_03gm-04gk,648,2.652,1718.760
hof_04gk-sb_eo_sb.trs,hof_04gk-sb,257,3.414,877.320
hof_04gk-sb_eo_sb_sl_vb.conc.ort.trs,hof_04gk-sb,257,3.414,877.320
hyllestad_01um-ov_ifg_lh_eo.trs,hyllestad_01um-ov,145,4.241,614.880
hyllestad_01um-ov_ifg_lh_eo_sl.conc.ort.trs,hyllestad_01um-ov,145,4.241,614.880
hyllestad_02uk-ov_ifg_lh_eo.trs,hyllestad_02uk-ov,129,3.949,509.360
hyllestad_02uk-ov_ifg_lh_eo_sl.conc.ort.trs,hyllestad_02uk-ov,129,3.949,509.360
hyllestad_03gm-04gk_ifg_lh_eo.trs,hyllestad_03gm-04gk,726,2.622,1903.280
hyllestad_03gm-04gk_ifg_lh_eo_sl.conc.ort.trs,hyllestad_03gm-04gk,727,2.618,1903.280
hyllestad_03gm-ov_ifg_lh_eo.trs,hyllestad_03gm-ov,243,3.877,942.000
hyllestad_03gm-ov_ifg_lh_eo_sl.conc.ort.trs,hyllestad_03gm-ov,243,3.877,942.000
hyllestad_04gk-ov_ifg_lh_eo.trs,hyllestad_04gk-ov,178,4.483,798.000
hyllestad_04gk-ov_ifg_lh_eo_sl.conc.ort.trs,hyllestad_04gk-ov,178,4.483,798.000
inderoey_01um-02uk_kk_sb.trs,inderoey_01um-02uk,454,2.682,1217.760
inderoey_01um-02uk_kk_sb_akl_et.conc.ort.trs,inderoey_01um-02uk,454,2.682,1217.760
inderoey_01um-ta_kk_sb.trs,inderoey_01um-ta,127,5.428,689.400
inderoey_01um-ta_kk_sb_akl_et.conc.ort.trs,inderoey_01um-ta,127,5.428,689.400
inderoey_02uk-ta_kk_sb.trs,inderoey_02uk-ta,140,4.652,651.280
inderoey_02uk-ta_kk_sb_akl_et.conc.ort.trs,inderoey_02uk-ta,140,4.652,651.280
inderoey_03gm-04gk_ifg_sb.trs,inderoey_03gm-04gk,531,2.584,1372.320
inderoey_03gm-04gk_ifg_sb_akl_eo.conc.ort.trs,inderoey_03gm-04gk,531,2.584,1372.320
inderoey_03gm-cbo_ifg_sb.trs,inderoey_03gm-cbo,118,5.496,648.520
inderoey_03gm-cbo_ifg_sb_akl_et.conc.ort.trs,inderoey_03gm-cbo,118,5.496,648.520
inderoey_04gk-cbo_ifg_sb.trs,inderoey_04gk-cbo,147,4.388,645.040
inderoey_04gk-cbo_ifg_sb_akl_et.conc.ort.trs,inderoey_04gk-cbo,147,4.388,645.040
jevnaker_01um-02uk_hcfh_mi_lh.trs,jevnaker_01um-02uk,298,4.248,1266.000
jevnaker_01um-02uk_hcfh_mi_lh_sl.conc.ort.trs,jevnaker_01um-02uk,298,4.248,1266.000
jevnaker_01um-lh_hcfh_mi.trs,jevnaker_01um-lh,143,4.779,683.360
jevnaker_01um-lh_hcfh_mi_sl.conc.ort.trs,jevnaker_01um-lh,143,4.779,683.360
jevnaker_02uk-lh_hcfh_mi.trs,jevnaker_02uk-lh,163,4.712,768.000
jevnaker_02uk-lh_hcfh_mi_sl.conc.ort.trs,jevnaker_02uk-lh,163,4.712,768.000
jevnaker_03gm-04gk_sb_mi.trs,jevnaker_03gm-04gk,447,2.487,1111.760
jevnaker_03gm-04gk_sb_mi_sl.conc.ort.trs,jevnaker_03gm-04gk,447,2.487,1111.760
jevnaker_03gm-sr_sb_lh.trs,jevnaker_03gm-sr,216,4.939,1066.920
jevnaker_03gm-sr_sb_lh_sl.conc.ort.trs,jevnaker_03gm-sr,216,4.939,1066.920
jevnaker_04gk-sl_sb_lh.trs,jevnaker_04gk-sl,163,3.759,612.680
jevnaker_04gk-sl_sb_lh_sl.conc.ort.trs,jevnaker_04gk-sl,163,3.759,612.680
joelster_01um-04gk_sb_lh.trs,joelster_01um-04gk,354,4.746,1679.960
joelster_01um-04gk_sb_lh_amg.conc.ort.trs,joelster_01um-04gk,354,4.746,1679.960
joelster_01um-ov_lh_mi_lh.trs,joelster_01um-ov,125,5.396,674.560
joelster_01um-ov_lh_mi_lh_amg_eo.conc.ort.trs,joelster_01um-ov,125,5.396,674.560
joelster_02uk-03gm_sb_lh.trs,joelster_02uk-03gm,537,3.379,1814.360
joelster_02uk-03gm_sb_lh_amg.conc.ort.trs,joelster_02uk-03gm,537,3.379,1814.360
joelster_02uk-ov_lh_mi_lh.trs,joelster_02uk-ov,127,4.954,629.120
joelster_02uk-ov_lh_mi_lh_amg.conc.ort.trs,joelster_02uk-ov,127,4.954,629.120
joelster_03gm-ov_sb_lh.trs,joelster_03gm-ov,131,7.393,968.480
joelster_03gm-ov_sb_lh_amg.conc.ort.trs,joelster_03gm-ov,131,7.393,968.480
joelster_04gk-ov_sb_lh.trs,joelster_04gk-ov,115,5.125,589.400
joelster_04gk-ov_sb_lh_amg_eo.conc.ort.trs,joelster_04gk-ov,115,5.125,589.400
kaafjord_01um-02uk_mi_eo.trs,kaafjord_01um-02uk,576,3.483,2006.040
kaafjord_01um-02uk_mi_eo_eo_akl.conc.ort.trs,kaafjord_01um-02uk,576,3.483,2006.040
kaafjord_01um-amj_mi_eo.trs,kaafjord_01um-amj,180,4.967,894.000
kaafjord_01um-amj_mi_eo_eo_akl.conc.ort.trs,kaafjord_01um-amj,180,4.967,894.000
kaafjord_02uk-amj_mi_eo.trs,kaafjord_02uk-amj,306,4.039,1236.000
kaafjord_02uk-amj_mi_eo_eo_akl.conc.ort.trs,kaafjord_02uk-amj,306,4.039,1236.000
kaafjord_03gm-04gk_eo_ifg.trs,kaafjord_03gm-04gk,424,4.933,2091.400
kaafjord_03gm-04gk_eo_ifg_eo_akl.conc.ort.trs,kaafjord_03gm-04gk,424,4.933,2091.400
kaafjord_03gm-amj_eo_ifg.trs,kaafjord_03gm-amj,185,4.638,858.000
kaafjord_03gm-amj_eo_ifg_eo_akl.conc.ort.trs,kaafjord_03gm-amj,185,4.638,858.000
kaafjord_04gk-amj_eo_ifg.trs,kaafjord_04gk-amj,144,7.375,1062.000
kaafjord_04gk-amj_eo_ifg_eo_akl.conc.ort.trs,kaafjord_04gk-amj,144,7.375,1062.000
kaafjord_07gm-amj_eo_ifg.trs,kaafjord_07gm-amj,344,4.489,1544.200
kaafjord_07gm-amj_eo_ifg_eo_akl.conc.ort.trs,kaafjord_07gm-amj,344,4.489,1544.200
kalvaag_01um-02uk_ifg_lh.trs,kalvaag_01um-02uk,364,3.231,1176.000
kalvaag_01um-02uk_ifg_lh_amg_eo.conc.ort.trs,kalvaag_01um-02uk,364,3.231,1176.000
kalvaag_01um-ov_ifg_lh.trs,kalvaag_01um-ov,97,4.583,444.520
kalvaag_01um-ov_ifg_lh_amg_eo.conc.ort.trs,kalvaag_01um-ov,97,4.583,444.520
kalvaag_02uk-ov_ifg_lh.trs,kalvaag_02uk-ov,108,4.494,485.400
kalvaag_02uk-ov_ifg_lh_amg_eo.conc.ort.trs,kalvaag_02uk-ov,108,4.494,485.400
kalvaag_03gm-04gk_sr_lh.trs,kalvaag_03gm-04gk,397,4.042,1604.760
kalvaag_03gm-04gk_sr_lh_amg_akl.conc.ort.trs,kalvaag_03gm-04gk,397,4.042,1604.760
kalvaag_03gm-ov_sr_lh.trs,kalvaag_03gm-ov,232,6.517,1512.000
kalvaag_03gm-ov_sr_lh_amg_akl.conc.ort.trs,kalvaag_03gm-ov,232,6.517,1512.000
kalvaag_04gk-ov_sr_lh.trs,kalvaag_04gk-ov,205,6.027,1235.480
kalvaag_04gk-ov_sr_lh_amg_akl.conc.ort.trs,kalvaag_04gk-ov,205,6.027,1235.480
karlsoey_01um-02uk_ahl_amg.trs,karlsoey_01um-02uk,447,4.070,1819.200
karlsoey_01um-02uk_ahl_amg_sl_akl.conc.ort.trs,karlsoey_01um-02uk,447,4.070,1819.200
karlsoey_01um-kb_ahl_amg.trs,karlsoey_01um-kb,116,4.491,521.000
karlsoey_01um-kb_ahl_amg_sl_akl.conc.ort.trs,karlsoey_01um-kb,116,4.491,521.000
karlsoey_02uk-kb_ahl_amg.trs,karlsoey_02uk-kb,137,4.943,677.240
karlsoey_02uk-kb_ahl_amg_sl_akl.conc.ort.trs,karlsoey_02uk-kb,137,4.943,677.240
karlsoey_03gm-kb_ahl_sb.trs,karlsoey_03gm-kb,183,4.533,829.560
karlsoey_03gm-kb_ahl_sb_sl_eo.conc.ort.trs,karlsoey_03gm-kb,183,4.533,829.560
karmoey_01um-02uk_sr_sb_sr.trs,karmoey_01um-02uk,554,2.715,1504.368
karmoey_01um-02uk_sr_sb_sr_sl_akl.conc.ort.trs,karmoey_01um-02uk,554,2.715,1504.368
karmoey_01um-sr_ahl_amg_sr.trs,karmoey_01um-sr,217,4.070,883.182
karmoey_01um-sr_ahl_amg_sr_sl_akl.conc.ort.trs,karmoey_01um-sr,217,4.070,883.182
karmoey_02uk-ks_sr_lh.trs,karmoey_02uk-ks,151,4.214,636.302
karmoey_02uk-ks_sr_lh_sl_akl.conc.ort.trs,karmoey_02uk-ks,151,4.214,636.302
karmoey_03gm-04gk_ahl_amg.trs,karmoey_03gm-04gk,451,3.677,1658.240
karmoey_03gm-04gk_ahl_amg_sl_akl.conc.ort.trs,karmoey_03gm-04gk,451,3.677,1658.240
karmoey_03gm-sr_sr_sb_amg.trs,karmoey_03gm-sr,199,4.921,979.378
karmoey_03gm-sr_sr_sb_amg_sl_akl.conc.ort.trs,karmoey_03gm-sr,199,4.921,979.378
karmoey_04gk-ks_ahl_amg.trs,karmoey_04gk-ks,134,5.566,745.778
karmoey_04gk-ks_ahl_amg_sl_akl.conc.ort.trs,karmoey_04gk-ks,134,5.566,745.778
kautokeino_01um-03gm_kk_ifg.trs,kautokeino_01um-03gm,341,5.032,1715.920
kautokeino_01um-03gm_kk_ifg_eo_vb.conc.ort.trs,kautokeino_01um-03gm,341,5.032,1715.920
kautokeino_01um-ov_kk_eo.trs,kautokeino_01um-ov,141,5.428,765.320
kautokeino_01um-ov_kk_eo_eo_vb.conc.ort.trs,kautokeino_01um-ov,141,5.428,765.320
kautokeino_02uk-04gk_kk_ifg.trs,kautokeino_02uk-04gk,618,3.591,2219.240
kautokeino_02uk-04gk_kk_ifg_akl_vb.conc.ort.trs,kautokeino_02uk-04gk,618,3.591,2219.240
kautokeino_02uk-ov_kk_eo.trs,kautokeino_02uk-ov,204,4.650,948.520
kautokeino_02uk-ov_kk_eo_eo_vb.conc.ort.trs,kautokeino_02uk-ov,204,4.650,948.520
kautokeino_03gm-ov_hl_kk.trs,kautokeino_03gm-ov,135,5.658,763.800
kautokeino_03gm-ov_hl_kk_akl_vb.conc.ort.trs,kautokeino_03gm-ov,135,5.658,763.800
kautokeino_04gk-ov_hl_kk.trs,kautokeino_04gk-ov,202,4.882,986.200
kautokeino_04gk-ov_hl_kk_eo_vb.conc.ort.trs,kautokeino_04gk-ov,202,4.882,986.200
kirkenaer_01um-05um_hcfh_eo_sl_as.trs,kirkenaer_01um-05um,476,3.681,1752.000
kirkenaer_01um-05um_hcfh_eo_sl_as_sl_akl_eo.conc.ort.trs,kirkenaer_01um-05um,476,3.681,1752.000
kirkenaer_01um-mj_hcfh_eo_as.trs,kirkenaer_01um-mj,139,4.799,667.040
kirkenaer_01um-mj_hcfh_eo_as_sl_akl_eo.conc.ort.trs,kirkenaer_01um-mj,139,4.799,667.040
kirkenaer_04gk-08gk_hcfh_lh_sl.trs,kirkenaer_04gk-08gk,383,3.713,1422.000
kirkenaer_04gk-08gk_hcfh_lh_sl_sl_akl_eo.conc.ort.trs,kirkenaer_04gk-08gk,383,3.713,1422.000
kirkenaer_04gk-mj_hcfh_eo_as.trs,kirkenaer_04gk-mj,124,5.059,627.320
kirkenaer_04gk-mj_hcfh_eo_as_sl_akl_eo.conc.ort.trs,kirkenaer_04gk-mj,124,5.059,627.320
kirkenaer_05um-mj_hcfh_eo_as.trs,kirkenaer_05um-mj,174,4.112,715.440
kirkenaer_05um-mj_hcfh_eo_as_s_akl_eo.conc.ort.trs,kirkenaer_05um-mj,174,4.112,715.440
kirkenaer_08gk-mj_hcfh_eo_sl.trs,kirkenaer_08gk-mj,175,5.851,1023.920
kirkenaer_08gk-mj_hcfh_eo_sl_sl_akl_eo.conc.ort.trs,kirkenaer_08gk-mj,175,5.851,1023.920
kirkenes_01um-02uk_hl_eo.trs,kirkenes_01um-02uk,767,3.528,2705.760
kirkenes_01um-02uk_hl_eo_eo_vb.conc.ort.trs,kirkenes_01um-02uk,767,3.528,2705.760
kirkenes_01um-kb_hl_kk.trs,kirkenes_01um-kb,160,4.540,726.440
kirkenes_01um-kb_hl_kk_eo_vb.conc.ort.trs,kirkenes_01um-kb,160,4.540,726.440
kirkenes_02uk-kb_hl_kk.trs,kirkenes_02uk-kb,169,5.151,870.560
kirkenes_02uk-kb_hl_kk_eo_vb.conc.ort.trs,kirkenes_02uk-kb,169,5.151,870.560
kirkenes_03gm-04gk_kk_lh_ifg.trs,kirkenes_03gm-04gk,533,3.885,2070.720
kirkenes_03gm-04gk_kk_lh_ifg_eo_vb.conc.ort.trs,kirkenes_03gm-04gk,533,3.885,2070.720
kirkenes_03gm-kb_kk_lh.trs,kirkenes_03gm-kb,137,5.667,776.400
kirkenes_03gm-kb_kk_lh_eo_vb.conc.ort.trs,kirkenes_03gm-kb,137,5.667,776.400
kirkenes_04gk-kb_kk_lh.trs,kirkenes_04gk-kb,181,3.530,638.840
kirkenes_04gk-kb_kk_lh_eo_vb.conc.ort.trs,kirkenes_04gk-kb,181,3.530,638.840
kirkesdalen_01um-02uk_ahl_sb_lh.trs,kirkesdalen_01um-02uk,528,2.820,1489.200
kirkesdalen_01um-02uk_ahl_sb_lh_sl_vb.conc.ort.trs,kirkesdalen_01um-02uk,528,2.820,1489.200
kirkesdalen_01um-hna_lh_sb.trs,kirkesdalen_01um-hna,221,5.265,1163.640
kirkesdalen_01um-hna_lh_sb_sl_vb.conc.ort.trs,kirkesdalen_01um-hna,221,5.265,1163.640
kirkesdalen_02uk-hna_ahl_sb_lh.trs,kirkesdalen_02uk-hna,213,6.937,1477.640
kirkesdalen_02uk-hna_ahl_sb_lh_sl_vb.conc.ort.trs,kirkesdalen_02uk-hna,213,6.937,1477.640
kirkesdalen_03gm-04gk_sb_lh.trs,kirkesdalen_03gm-04gk,359,5.674,2036.960
kirkesdalen_03gm-04gk_sb_lh_sl_vb.conc.ort.trs,kirkesdalen_03gm-04gk,359,5.674,2036.960
kirkesdalen_03gm-hna_sb_lh.trs,kirkesdalen_03gm-hna,140,7.566,1059.280
kirkesdalen_03gm-hna_sb_lh_sl_vb.conc.ort.trs,kirkesdalen_03gm-hna,140,7.566,1059.280
kirkesdalen_04gk-hna_sb_lh.trs,kirkesdalen_04gk-hna,167,6.262,1045.720
kirkesdalen_04gk-hna_sb_lh_sl_vb.conc.ort.trs,kirkesdalen_04gk-hna,167,6.262,1045.720
kjoellefjord_01um-02uk_ahl_sb.trs,kjoellefjord_01um-02uk,699,3.312,2314.960
kjoellefjord_01um-02uk_ahl_sb_sl.conc.ort.trs,kjoellefjord_01um-02uk,699,3.312,2314.960
kjoellefjord_01um-jbj_ahl_sb.trs,kjoellefjord_01um-jbj,201,4.213,846.720
kjoellefjord_01um-jbj_ahl_sb_sl.conc.ort.trs,kjoellefjord_01um-jbj,201,4.213,846.720
kjoellefjord_02uk-jbj_ahl_sb.trs,kjoellefjord_02uk-jbj,221,3.901,862.080
kjoellefjord_02uk-jbj_ahl_sb_sl.conc.ort.trs,kjoellefjord_02uk-jbj,221,3.901,862.080
kjoellefjord_03gm-04gk_sb_amg_lh.trs,kjoellefjord_03gm-04gk,776,3.091,2398.560
kjoellefjord_03gm-04gk_sb_amg_lh_eo_eo.conc.ort.trs,kjoellefjord_03gm-04gk,776,3.091,2398.560
kjoellefjord_03gm-jbj_sb_amg.trs,kjoellefjord_03gm-jbj,290,3.853,1117.440
