file,audio_filename,n_segments,mean_segment_duration_s,total_duration_s
nissedal_03gm-sl_amg_lh.trs,nissedal_03gm-sl,132,7.377,973.720
nissedal_03gm-sl_amg_lh_sl.conc.ort.trs,nissedal_03gm-sl,132,7.377,973.720
nissedal_04gk-sl_amg_lh.trs,nissedal_04gk-sl,153,3.891,595.360
nissedal_04gk-sl_amg_lh_sl.conc.ort.trs,nissedal_04gk-sl,153,3.891,595.360
oppdal_01um-02uk_sb_lh.trs,oppdal_01um-02uk,361,3.374,1218.000
oppdal_01um-02uk_sb_lh_akl_akl.conc.ort.trs,oppdal_01um-02uk,361,3.374,1218.000
oppdal_01um-ran_sb_lh.trs,oppdal_01um-ran,133,5.459,726.000
oppdal_01um-ran_sb_lh_akl_et.conc.ort.trs,oppdal_01um-ran,133,5.459,726.000
oppdal_02-31_eo_hl_ifg.trs,oppdal_02-31,376,4.725,1776.480
oppdal_02-31_eo_hl_ifg_akl_akl.conc.ort.trs,oppdal_02-31,376,4.725,1776.480
oppdal_02-jbj_eo_sb.trs,oppdal_02-jbj,115,6.662,766.080
oppdal_02-jbj_eo_sb_akl_et.conc.ort.trs,oppdal_02-jbj,115,6.662,766.080
oppdal_02uk-ran_sb_lh.trs,oppdal_02uk-ran,168,4.119,692.040
oppdal_02uk-ran_sb_lh_akl_et.conc.ort.trs,oppdal_02uk-ran,168,4.119,692.040
oppdal_03gm-04gk_ifg_sb_amg.trs,oppdal_03gm-04gk,337,3.643,1227.680
oppdal_03gm-04gk_ifg_sb_amg_akl_et.conc.ort.trs,oppdal_03gm-04gk,337,3.643,1227.680
oppdal_03gm-ran_ifg_lh.trs,oppdal_03gm-ran,144,4.593,661.320
oppdal_03gm-ran_ifg_lh_akl_et.conc.ort.trs,oppdal_03gm-ran,144,4.593,661.320
oppdal_04gk-ran_ifg_lh.trs,oppdal_04gk-ran,140,4.767,667.440
oppdal_04gk-ran_ifg_lh_akl_et.conc.ort.trs,oppdal_04gk-ran,140,4.767,667.440
oppdal_10-24_hl_kk.trs,oppdal_10-24,297,5.190,1541.440
oppdal_10-24_hl_kk_akl_et.conc.ort.trs,oppdal_10-24,297,5.190,1541.440
oppdal_10-jbj_sb_eo.trs,oppdal_10-jbj,133,5.795,770.760
oppdal_10-jbj_sb_eo_akl_et.conc.ort.trs,oppdal_10-jbj,133,5.795,770.760
oppdal_24-jbj_hl_kk.trs,oppdal_24-jbj,146,7.516,1097.280
oppdal_24-jbj_hl_kk_akl_et.conc.ort.trs,oppdal_24-jbj,146,7.516,1097.280
oppdal_31-jbj_eo_sb.trs,oppdal_31-jbj,130,5.803,754.440
oppdal_31-jbj_eo_sb_akl_et.conc.ort.trs,oppdal_31-jbj,130,5.803,754.440
rauma_01um-02uk_sb_ifg.trs,rauma_01um-02uk,406,3.143,1276.200
rauma_01um-02uk_sb_ifg_ifg_akl.conc.ort.trs,rauma_01um-02uk,406,3.143,1276.200
rauma_01um-ma_sb_ifg.trs,rauma_01um-ma,126,4.658,586.920
rauma_01um-ma_sb_ifg_ifg_akl.conc.ort.trs,rauma_01um-ma,126,4.658,586.920
rauma_02uk-ma_sb_ifg.trs,rauma_02uk-ma,136,4.590,624.200
rauma_02uk-ma_sb_ifg_ifg_akl.conc.ort.trs,rauma_02uk-ma,136,4.590,624.200
rauma_03gm-04gk_ifg_sb.trs,rauma_03gm-04gk,292,4.662,1361.240
rauma_03gm-04gk_ifg_sb_vb.conc.ort.trs,rauma_03gm-04gk,292,4.662,1361.240
rauma_03gm-ma_ifg_sb.trs,rauma_03gm-ma,115,5.785,665.280
rauma_03gm-ma_ifg_sb_ifg_et_eo.conc.ort.trs,rauma_03gm-ma,115,5.785,665.280
rauma_04gk-ma_ifg_sb.trs,rauma_04gk-ma,93,6.718,624.800
rauma_04gk-ma_ifg_sb_ifg_vb_eo.conc.ort.trs,rauma_04gk-ma,93,6.718,624.800
rena_01um-02uk_kk_sb.trs,rena_01um-02uk,382,3.291,1257.120
rena_01um-02uk_kk_sb_akl_et.conc.ort.trs,rena_01um-02uk,382,3.291,1257.120
rena_01um-ifg_kk_sb.trs,rena_01um-ifg,224,3.787,848.280
rena_01um-ifg_kk_sb_akl_et.conc.ort.trs,rena_01um-ifg,224,3.787,848.280
rena_02uk-ifg_kk_sb.trs,rena_02uk-ifg,177,4.177,739.320
rena_02uk-ifg_kk_sb_akl_et.conc.ort.trs,rena_02uk-ifg,177,4.177,739.320
rena_03gm-04gk_kk_eo.trs,rena_03gm-04gk,306,4.973,1521.600
rena_03gm-04gk_kk_eo_akl_akl.conc.ort.trs,rena_03gm-04gk,306,4.973,1521.600
rena_03gm-ifg_hl_ifg.trs,rena_03gm-ifg,245,5.061,1239.960
rena_03gm-ifg_hl_ifg_akl_et.conc.ort.trs,rena_03gm-ifg,245,5.061,1239.960
rena_04gk-ifg_hl_eo.trs,rena_04gk-ifg,191,6.708,1281.200
rena_04gk-ifg_hl_eo_akl_et.conc.ort.trs,rena_04gk-ifg,191,6.708,1281.200
roemskog_01um-02uk_eo_sb.trs,roemskog_01um-02uk,577,3.537,2040.960
roemskog_01um-02uk_eo_sb_sl_akl.conc.ort.trs,roemskog_01um-02uk,577,3.537,2040.960
roemskog_01um-ks_eo_ifg_lh.trs,roemskog_01um-ks,146,4.810,702.240
roemskog_01um-ks_eo_ifg_lh_sl_akl.conc.ort.trs,roemskog_01um-ks,146,4.810,702.240
roemskog_02uk-eo_eo_ifg_lh.trs,roemskog_02uk-eo,202,5.411,1092.960
roemskog_02uk-eo_eo_ifg_lh_sl_akl.conc.ort.trs,roemskog_02uk-eo,202,5.411,1092.960
roemskog_03gm-04gk_sb_ifg_eo.trs,roemskog_03gm-04gk,273,3.661,999.360
roemskog_03gm-04gk_sb_ifg_eo_sl_akl.conc.ort.trs,roemskog_03gm-04gk,273,3.661,999.360
roemskog_03gm-ks_sb_ifg_eo.trs,roemskog_03gm-ks,76,8.545,649.440
roemskog_03gm-ks_sb_ifg_eo_eo_akl.conc.ort.trs,roemskog_03gm-ks,76,8.545,649.440
roemskog_04gk-eo_sb_ifg_eo.trs,roemskog_04gk-eo,158,3.801,600.480
roemskog_04gk-eo_sb_ifg_eo_sl_akl.conc.ort.trs,roemskog_04gk-eo,158,3.801,600.480
roeros_01um-02uk_hl_kk.trs,roeros_01um-02uk,483,3.738,1805.360
roeros_01um-02uk_hl_kk_akl_eo.conc.ort.trs,roeros_01um-02uk,483,3.738,1805.360
roeros_01um-amr_hl_kk.trs,roeros_01um-amr,142,4.232,600.880
roeros_01um-amr_hl_kk_akl_ifg.conc.ort.trs,roeros_01um-amr,142,4.232,600.880
roeros_02uk-amr_hl_kk.trs,roeros_02uk-amr,147,4.521,664.520
roeros_02uk-amr_hl_kk_akl_eo.conc.ort.trs,roeros_02uk-amr,147,4.521,664.520
roeros_03gm-04gk_ifg.trs,roeros_03gm-04gk,424,4.409,1869.520
roeros_03gm-04gk_ifg_akl_eo.conc.ort.trs,roeros_03gm-04gk,424,4.409,1869.520
roeros_03gm-amr_ifg_kk.trs,roeros_03gm-amr,142,6.240,886.080
roeros_03gm-amr_ifg_kk_akl_ifg.conc.ort.trs,roeros_03gm-amr,142,6.240,886.080
roeros_04gk-amr_ifg_kk.trs,roeros_04gk-amr,106,5.892,624.600
roeros_04gk-amr_ifg_kk_akl_ifg.conc.ort.trs,roeros_04gk-amr,106,5.892,624.600
rollag_01um-02uk_ifg_amg.trs,rollag_01um-02uk,338,3.637,1229.280
rollag_01um-02uk_ifg_amg_amg_akl.conc.ort.trs,rollag_01um-02uk,338,3.637,1229.280
rollag_01um-amg_ifg_amg.trs,rollag_01um-amg,144,5.234,753.680
rollag_01um-amg_ifg_amg_amg_akl.conc.ort.trs,rollag_01um-amg,144,5.234,753.680
rollag_02uk-amg_ifg_amg.trs,rollag_02uk-amg,142,5.608,796.320
rollag_02uk-amg_ifg_amg_amg_akl.conc.ort.trs,rollag_02uk-amg,142,5.608,796.320
rollag_03gm-04gk_ahl_amg.trs,rollag_03gm-04gk,307,3.411,1047.240
rollag_03gm-04gk_ahl_amg_amg_akl.conc.ort.trs,rollag_03gm-04gk,307,3.411,1047.240
rollag_03gm-amg_ahl_eo.trs,rollag_03gm-amg,147,5.274,775.280
rollag_03gm-amg_ahl_eo_amg_akl.conc.ort.trs,rollag_03gm-amg,147,5.274,775.280
rollag_04gk-sl_ahl_amg.trs,rollag_04gk-sl,133,5.634,749.280
rollag_04gk-sl_ahl_amg_amg_akl.conc.ort.trs,rollag_04gk-sl,133,5.634,749.280
selbu_01um-02uk_amg_ifg_sb.trs,selbu_01um-02uk,236,2.799,660.520
selbu_01um-02uk_amg_ifg_sb_akl_et.conc.ort.trs,selbu_01um-02uk,236,2.799,660.520
selbu_01um-jk_amg_ifg_sb.trs,selbu_01um-jk,147,4.279,629.000
selbu_01um-jk_amg_ifg_sb_akl_et.conc.ort.trs,selbu_01um-jk,147,4.279,629.000
selbu_02uk-jk_amg_ifg_sb.trs,selbu_02uk-jk,108,4.304,464.840
selbu_02uk-jk_amg_ifg_sb_akl_et.conc.ort.trs,selbu_02uk-jk,108,4.304,464.840
selbu_03gm-04gk_sb_lh.trs,selbu_03gm-04gk,387,3.721,1440.000
selbu_03gm-04gk_sb_lh_akl_akl.conc.ort.trs,selbu_03gm-04gk,387,3.721,1440.000
selbu_03gm-jk_sb_lh.trs,selbu_03gm-jk,97,8.351,810.000
selbu_03gm-jk_sb_lh_akl_et.conc.ort.trs,selbu_03gm-jk,97,8.351,810.000
selbu_04gk-jk_sb_lh.trs,selbu_04gk-jk,115,6.415,737.720
selbu_04gk-jk_sb_lh_akl_et.conc.ort.trs,selbu_04gk-jk,115,6.415,737.720
sirdal_01um-02uk_amg_lh.trs,sirdal_01um-02uk,209,5.764,1204.640
sirdal_01um-02uk_amg_lh_sl.conc.ort.trs,sirdal_01um-02uk,209,5.764,1204.640
sirdal_01um-sl_amg_lh.trs,sirdal_01um-sl,191,4.895,935.000
sirdal_01um-sl_amg_lh_sl.conc.ort.trs,sirdal_01um-sl,191,4.895,935.000
sirdal_02uk-mi_amg_lh.trs,sirdal_02uk-mi,144,6.083,876.000
sirdal_02uk-mi_amg_lh_sl.conc.ort.trs,sirdal_02uk-mi,144,6.083,876.000
sirdal_03gm-04gk_eo_lh.trs,sirdal_03gm-04gk,243,4.720,1147.040
sirdal_03gm-04gk_eo_lh_sl.conc.ort.trs,sirdal_03gm-04gk,243,4.720,1147.040
sirdal_03gm-mi_eo_lh.trs,sirdal_03gm-mi,123,6.124,753.240
sirdal_03gm-mi_eo_lh_sl.conc.ort.trs,sirdal_03gm-mi,123,6.124,753.240
sirdal_04gk-sl_eo_lh.trs,sirdal_04gk-sl,129,4.910,633.360
sirdal_04gk-sl_eo_lh_sl.conc.ort.trs,sirdal_04gk-sl,129,4.910,633.360
skaugdalen_36-43_hl_kk_ifg.trs,skaugdalen_36-43,618,2.468,1524.960
skaugdalen_36-43_hl_kk_ifg_akl_vb.conc.ort.trs,skaugdalen_36-43,618,2.468,1524.960
skaugdalen_37-39_sb_kk.trs,skaugdalen_37-39,445,3.468,1543.200
skaugdalen_37-39_sb_kk_akl_vb.conc.ort.trs,skaugdalen_37-39,445,3.468,1543.200
skaugdalen_37-pmk_sb_kk.trs,skaugdalen_37-pmk,145,6.617,959.520
skaugdalen_37-pmk_sb_kk_akl_vb.conc.ort.trs,skaugdalen_37-pmk,145,6.617,959.520
skaugdalen_43-pmk_hl_kk.trs,skaugdalen_43-pmk,150,4.374,656.160
skaugdalen_43-pmk_hl_kk_akl_vb.conc.ort.trs,skaugdalen_43-pmk,150,4.374,656.160
skreia_01um-02uk_amg_lh_as.trs,skreia_01um-02uk,478,3.143,1502.240
skreia_01um-02uk_amg_lh_as_kh_vb.conc.ort.trs,skreia_01um-02uk,478,3.143,1502.240
skreia_01um-as_amg_as.trs,skreia_01um-as,83,7.100,589.320
skreia_01um-as_amg_as_kh_vb.conc.ort.trs,skreia_01um-as,83,7.100,589.320
skreia_02uk-as_amg_as.trs,skreia_02uk-as,118,6.183,729.600
skreia_02uk-as_amg_as_kh_vb.conc.ort.trs,skreia_02uk-as,118,6.183,729.600
skreia_03gm-04gk_amg_as.trs,skreia_03gm-04gk,256,4.317,1105.080
skreia_03gm-04gk_amg_as_sl_vb.conc.ort.trs,skreia_03gm-04gk,256,4.317,1105.080
skreia_03gm-sl_amg_as.trs,skreia_03gm-sl,173,3.520,609.000
skreia_03gm-sl_amg_as_sl_vb.conc.ort.trs,skreia_03gm-sl,173,3.520,609.000
skreia_04gk-sl_amg_as.trs,skreia_04gk-sl,132,5.507,726.880
skreia_04gk-sl_amg_as_sl_vb.conc.ort.trs,skreia_04gk-sl,132,5.507,726.880
soemna_01um-02uk_sb_eo.trs,soemna_01um-02uk,746,3.420,2551.040
soemna_01um-02uk_sb_eo_akl_et.conc.ort.trs,soemna_01um-02uk,746,3.420,2551.040
soemna_01um-ov_sb_eo.trs,soemna_01um-ov,90,4.461,401.480
soemna_01um-ov_sb_eo_akl_et.conc.ort.trs,soemna_01um-ov,90,4.461,401.480
soemna_02uk-ov_sb_eo.trs,soemna_02uk-ov,72,5.677,408.760
soemna_02uk-ov_sb_eo_akl_et.conc.ort.trs,soemna_02uk-ov,72,5.677,408.760
soemna_03gm-04gk_kk_ifg.trs,soemna_03gm-04gk,437,5.190,2268.120
soemna_03gm-04gk_kk_ifg_akl_eo.conc.ort.trs,soemna_03gm-04gk,437,5.190,2268.120
soemna_03gm-ov_kk_sb.trs,soemna_03gm-ov,188,5.592,1051.320
soemna_03gm-ov_kk_sb_akl_eo.conc.ort.trs,soemna_03gm-ov,188,5.592,1051.320
soemna_04gk-ov_kk_sb.trs,soemna_04gk-ov,199,6.215,1236.800
soemna_04gk-ov_kk_sb_akl_eo.conc.ort.trs,soemna_04gk-ov,199,6.215,1236.800
sokndal_01um-02uk_ahl_lh.trs,sokndal_01um-02uk,476,3.043,1448.600
sokndal_01um-02uk_ahl_lh_amg_vb.conc.ort.trs,sokndal_01um-02uk,476,3.043,1448.600
sokndal_01um-jbj_ahl_lh.trs,sokndal_01um-jbj,155,4.835,749.480
sokndal_01um-jbj_ahl_lh_amg_vb.conc.ort.trs,sokndal_01um-jbj,155,4.835,749.480
sokndal_02uk-sr_ahl_lh.trs,sokndal_02uk-sr,231,3.330,769.320
sokndal_02uk-sr_ahl_lh_amg_vb.conc.ort.trs,sokndal_02uk-sr,231,3.330,769.320
sokndal_03gm-04gk_sb_ahl_amg.trs,sokndal_03gm-04gk,487,3.380,1646.240
sokndal_03gm-04gk_sb_ahl_amg_amg_vb.conc.ort.trs,sokndal_03gm-04gk,487,3.380,1646.240
sokndal_03gm-jbj_sb_ahl.trs,sokndal_03gm-jbj,222,4.278,949.760
sokndal_03gm-jbj_sb_ahl_amg_vb.conc.ort.trs,sokndal_03gm-jbj,222,4.278,949.760
sokndal_04gk-jbj_sb_ahl_amg.trs,sokndal_04gk-jbj,143,4.426,632.920
sokndal_04gk-jbj_sb_ahl_amg_amg_vb.conc.ort.trs,sokndal_04gk-jbj,143,4.426,632.920
stamsund_01um-02uk_ahl_sb.trs,stamsund_01um-02uk,675,3.797,2562.800
stamsund_01um-02uk_ahl_sb_sl_akl.conc.ort.trs,stamsund_01um-02uk,675,3.797,2562.800
stamsund_01um-ov_ahl_sb.trs,stamsund_01um-ov,99,4.497,445.240
stamsund_01um-ov_ahl_sb_sl_et.conc.ort.trs,stamsund_01um-ov,99,4.497,445.240
stamsund_02uk-ov_ahl_sb.trs,stamsund_02uk-ov,105,5.106,536.080
stamsund_02uk-ov_ahl_sb_sl_et.conc.ort.trs,stamsund_02uk-ov,105,5.106,536.080
stamsund_03gm-04gk_sb_amg.trs,stamsund_03gm-04gk,806,3.243,2613.840
stamsund_03gm-04gk_sb_amg_sl_akl.conc.ort.trs,stamsund_03gm-04gk,806,3.243,2613.840
stamsund_03gm-ov_sb_amg.trs,stamsund_03gm-ov,141,5.281,744.640
stamsund_03gm-ov_sb_amg_sl_akl.conc.ort.trs,stamsund_03gm-ov,141,5.281,744.640
stamsund_04gk-ov_sb_amg.trs,stamsund_04gk-ov,196,5.012,982.280
stamsund_04gk-ov_sb_amg_sl_akl.conc.ort.trs,stamsund_04gk-ov,196,5.012,982.280
stange_02uk-03gm_amg_as.trs,stange_02uk-03gm,297,6.414,1904.840
stange_02uk-03gm_amg_as_as_sl_akl.conc.ort.trs,stange_02uk-03gm,296,6.435,1904.840
stange_02uk-aml_amg_as.trs,stange_02uk-aml,130,5.550,721.440
stange_02uk-aml_amg_as_sl_akl.conc.ort.trs,stange_02uk-aml,130,5.550,721.440
stange_03gm-aml_amg_as.trs,stange_03gm-aml,90,7.546,679.120
stange_03gm-aml_amg_as_sl_akl.conc.ort.trs,stange_03gm-aml,90,7.546,679.120
stange_06uk-07gm_mi_as.trs,stange_06uk-07gm,244,4.665,1138.360
stange_06uk-07gm_mi_as_sl_akl.conc.ort.trs,stange_06uk-07gm,244,4.665,1138.360
stange_06uk-aml_mi_as.trs,stange_06uk-aml,110,5.364,590.040
stange_06uk-aml_mi_as_sl_akl.conc.ort.trs,stange_06uk-aml,110,5.364,590.040
stange_07gm-aml_mi_as.trs,stange_07gm-aml,146,5.095,743.800
stange_07gm-aml_mi_as_sl_akl.conc.ort.trs,stange_07gm-aml,146,5.095,743.800
stavanger_01um-02uk_sr_ahl_lh.trs,stavanger_01um-02uk,497,2.840,1411.320
stavanger_01um-02uk_sr_ahl_lh_sl_akl.conc.ort.trs,stavanger_01um-02uk,497,2.840,1411.320
stavanger_01um-ks_ahl_sr.trs,stavanger_01um-ks,122,4.808,586.600
stavanger_01um-ks_ahl_sr_sl_akl.conc.ort.trs,stavanger_01um-ks,122,4.808,586.600
stavanger_02uk-sr_sb_ahl.trs,stavanger_02uk-sr,126,4.868,613.400
stavanger_02uk-sr_sb_ahl_sl_akl.conc.ort.trs,stavanger_02uk-sr,126,4.868,613.400
stavanger_03gm-04gk_ahl_sr.trs,stavanger_03gm-04gk,322,2.700,869.520
stavanger_03gm-04gk_ahl_sr_akl_eo.conc.ort.trs,stavanger_03gm-04gk,322,2.700,869.520
stavanger_03gm-ks_ahl_sr.trs,stavanger_03gm-ks,224,3.879,868.840
stavanger_03gm-ks_ahl_sr_akl_eo.conc.ort.trs,stavanger_03gm-ks,224,3.879,868.840
stavanger_04gk-sr_ahl_sr_amg.trs,stavanger_04gk-sr,171,6.316,1080.000
stavanger_04gk-sr_ahl_sr_amg_sl_akl.conc.ort.trs,stavanger_04gk-sr,171,6.316,1080.000
steigen_01um-02uk_kk_sb.trs,steigen_01um-02uk,332,3.754,1246.440
steigen_01um-02uk_kk_sb_sl_akl.conc.ort.trs,steigen_01um-02uk,332,3.754,1246.440
steigen_01um-kb_kk_sb.trs,steigen_01um-kb,132,4.747,626.560
steigen_01um-kb_kk_sb_sl_akl.conc.ort.trs,steigen_01um-kb,132,4.747,626.560
steigen_02uk-kb_kk_sb.trs,steigen_02uk-kb,136,4.569,621.360
steigen_02uk-kb_kk_sb_sl_akl.conc.ort.trs,steigen_02uk-kb,136,4.569,621.360
steigen_03gm-04gk_kk_ifg.trs,steigen_03gm-04gk,538,3.507,1886.760
steigen_03gm-04gk_kk_ifg_sl_eo.conc.ort.trs,steigen_03gm-04gk,538,3.507,1886.760
steigen_03gm-kb_kk_ifg.trs,steigen_03gm-kb,164,6.047,991.760
steigen_03gm-kb_kk_ifg_sl_eo.conc.ort.trs,steigen_03gm-kb,164,6.047,991.760
steigen_04gk-kb_kk_ifg_sb.trs,steigen_04gk-kb,193,4.356,840.640
steigen_04gk-kb_kk_ifg_sb_sl_eo.conc.ort.trs,steigen_04gk-kb,193,4.356,840.640
stokkoeya_24-29_hl_kk_lh.trs,stokkoeya_24-29,375,3.395,1273.160
stokkoeya_24-29_hl_kk_lh_ifg_akl.conc.ort.trs,stokkoeya_24-29,375,3.395,1273.160
stokkoeya_24-aml_hl_kk_ifg.trs,stokkoeya_24-aml,237,3.668,869.200
stokkoeya_24-aml_hl_kk_ifg_ifg_akl.conc.ort.trs,stokkoeya_24-aml,237,3.668,869.200
stokkoeya_29-aml_hl_kk_ifg.trs,stokkoeya_29-aml,138,6.324,872.720
stokkoeya_29-aml_hl_kk_ifg_ifg_akl.conc.ort.trs,stokkoeya_29-aml,138,6.324,872.720
stokkoeya_31-33_ifg_hl_eo.trs,stokkoeya_31-33,295,3.303,974.320
stokkoeya_31-33_ifg_hl_eo_ifg_akl.conc.ort.trs,stokkoeya_31-33,295,3.303,974.320
stokkoeya_33-pmk_ifg_kk_eo.trs,stokkoeya_33-pmk,145,5.926,859.200
stokkoeya_33-pmk_ifg_kk_eo_ifg_akl.conc.ort.trs,stokkoeya_33-pmk,145,5.926,859.200
stonglandseidet_47-50_lh_as.trs,stonglandseidet_47-50,314,5.148,1616.600
stonglandseidet_47-50_lh_as_kh_akl.conc.ort.trs,stonglandseidet_47-50,314,5.148,1616.600
stonglandseidet_47-jbj_lh_as.trs,stonglandseidet_47-jbj,227,5.244,1190.280
stonglandseidet_47-jbj_lh_as_kh_akl.conc.ort.trs,stonglandseidet_47-jbj,227,5.244,1190.280
stonglandseidet_50-jbj_lh_as.trs,stonglandseidet_50-jbj,146,4.755,694.240
stonglandseidet_50-jbj_lh_as_kh_akl.conc.ort.trs,stonglandseidet_50-jbj,146,4.755,694.240
stranda_01um-02uk_hl_eo.trs,stranda_01um-02uk,416,4.375,1820.080
stranda_01um-02uk_hl_eo_eo_akl.conc.ort.trs,stranda_01um-02uk,416,4.375,1820.080
stranda_01um-ta_hl_kk.trs,stranda_01um-ta,120,5.950,714.000
stranda_01um-ta_hl_kk_eo_akl.conc.ort.trs,stranda_01um-ta,120,5.950,714.000
stranda_02uk-ta_hl_kk.trs,stranda_02uk-ta,104,5.409,562.520
stranda_02uk-ta_hl_kk_eo_akl.conc.ort.trs,stranda_02uk-ta,104,5.409,562.520
stranda_03gm-04gk_sb_ifg.trs,stranda_03gm-04gk,644,2.783,1792.520
stranda_03gm-04gk_sb_ifg_akl_eo.conc.ort.trs,stranda_03gm-04gk,644,2.783,1792.520
stranda_03gm-ta_sb_ifg.trs,stranda_03gm-ta,161,4.053,652.520
stranda_03gm-ta_sb_ifg_akl_eo.conc.ort.trs,stranda_03gm-ta,161,4.053,652.520
stranda_04gk-ta_sb_kk.trs,stranda_04gk-ta,172,3.619,622.520
stranda_04gk-ta_sb_kk_akl_eo.conc.ort.trs,stranda_04gk-ta,172,3.619,622.520
stryn_01um-02uk_sr_lh.trs,stryn_01um-02uk,546,3.192,1743.040
stryn_01um-02uk_sr_lh_sl.conc.ort.trs,stryn_01um-02uk,546,3.192,1743.040
stryn_01um-as_sr_as.trs,stryn_01um-as,86,7.404,636.720
stryn_01um-as_sr_as_sl.conc.ort.trs,stryn_01um-as,86,7.404,636.720
stryn_02uk-as_sr_lh_eo.trs,stryn_02uk-as,98,4.971,487.200
stryn_02uk-as_sr_lh_eo_sl.conc.ort.trs,stryn_02uk-as,98,4.971,487.200
stryn_03gm-04gk_sb_lh.trs,stryn_03gm-04gk,317,4.483,1421.120
stryn_03gm-04gk_sb_lh_sl.conc.ort.trs,stryn_03gm-04gk,317,4.483,1421.120
stryn_03gm-as_sb_lh.trs,stryn_03gm-as,98,6.460,633.120
stryn_03gm-as_sb_lh_sl.conc.ort.trs,stryn_03gm-as,98,6.460,633.120
stryn_04gk-as_sb_hcfh_lh.trs,stryn_04gk-as,114,5.355,610.440
stryn_04gk-as_sb_hcfh_lh_sl.conc.ort.trs,stryn_04gk-as,114,5.355,610.440
suldal_01um-02uk_ahl_amg.trs,suldal_01um-02uk,426,3.774,1607.520
suldal_01um-02uk_ahl_amg_amg.conc.ort.trs,suldal_01um-02uk,426,3.774,1607.520
suldal_01um-sr_ahl_lh.trs,suldal_01um-sr,107,6.074,649.920
suldal_01um-sr_ahl_lh_amg.conc.ort.trs,suldal_01um-sr,107,6.074,649.920
suldal_02uk-ks_ahl_lh.trs,suldal_02uk-ks,126,5.157,649.720
suldal_02uk-ks_ahl_lh_amg.conc.ort.trs,suldal_02uk-ks,126,5.157,649.720
suldal_03gm-04gk_sb_amg.trs,suldal_03gm-04gk,526,3.108,1634.632
suldal_03gm-04gk_sb_amg_amg.conc.ort.trs,suldal_03gm-04gk,526,3.108,1634.632
suldal_03gm-sr_sb_amg.trs,suldal_03gm-sr,183,4.766,872.103
suldal_03gm-sr_sb_amg_amg.conc.ort.trs,suldal_03gm-sr,183,4.766,872.103
surnadal_18-19_ifg_sb.trs,surnadal_18-19,357,4.011,1431.840
surnadal_18-19_ifg_sb_ifg_akl.conc.ort.trs,surnadal_18-19,357,4.011,1431.840
surnadal_18-jbj_ifg_sb.trs,surnadal_18-jbj,192,5.615,1078.080
surnadal_18-jbj_ifg_sb_ifg_akl.conc.ort.trs,surnadal_18-jbj,192,5.615,1078.080
surnadal_19-jbj_ifg_sb.trs,surnadal_19-jbj,203,4.803,975.000
surnadal_19-jbj_ifg_sb_ifg_akl.conc.ort.trs,surnadal_19-jbj,203,4.803,975.000
surnadal_28-29_eo_sb.trs,surnadal_28-29,362,4.209,1523.520
surnadal_28-29_eo_sb_ifg_akl.conc.ort.trs,surnadal_28-29,362,4.209,1523.520
surnadal_28-sl_eo_sb.trs,surnadal_28-sl,110,4.023,442.560
surnadal_28-sl_eo_sb_ifg_akl.conc.ort.trs,surnadal_28-sl,110,4.023,442.560
surnadal_29-sl_eo_sb.trs,surnadal_29-sl,120,3.420,410.400
surnadal_29-sl_eo_sb_ifg_akl.conc.ort.trs,surnadal_29-sl,120,3.420,410.400
sylling_01um-02uk_ahl_lh.trs,sylling_01um-02uk,504,3.110,1567.680
sylling_01um-02uk_ahl_lh_akl_akl.conc.ort.trs,sylling_01um-02uk,504,3.110,1567.680
sylling_01um-ahl_ahl_amg.trs,sylling_01um-ahl,100,7.738,773.760
sylling_01um-ahl_ahl_amg_akl_eo.conc.ort.trs,sylling_01um-ahl,100,7.738,773.760
sylling_02uk-ahl_ahl_lh.trs,sylling_02uk-ahl,242,4.625,1119.360
sylling_02uk-ahl_ahl_lh_akl_eo.conc.ort.trs,sylling_02uk-ahl,242,4.625,1119.360
sylling_03gm-04gk_ifg_amg.trs,sylling_03gm-04gk,363,3.918,1422.240
sylling_03gm-04gk_ifg_amg_akl_eo.conc.ort.trs,sylling_03gm-04gk,363,3.918,1422.240
sylling_03gm-ahl_ifg_amg.trs,sylling_03gm-ahl,139,8.191,1138.560
sylling_03gm-ahl_ifg_amg_akl_eo.conc.ort.trs,sylling_03gm-ahl,139,8.191,1138.560
sylling_04gk-ahl_ifg_amg.trs,sylling_04gk-ahl,129,7.055,910.080
sylling_04gk-ahl_ifg_amg_akl_eo.conc.ort.trs,sylling_04gk-ahl,129,7.055,910.080
tana_01um-02uk_hl_eo.trs,tana_01um-02uk,435,6.061,2636.320
tana_01um-02uk_hl_eo_eo_et.conc.ort.trs,tana_01um-02uk,435,6.061,2636.320
tana_01um-ov_hl_eo.trs,tana_01um-ov,100,5.702,570.200
tana_01um-ov_hl_eo_eo_et.conc.ort.trs,tana_01um-ov,100,5.702,570.200
tana_02uk-ov_hl_eo.trs,tana_02uk-ov,87,6.818,593.200
tana_02uk-ov_hl_eo_eo_et.conc.ort.trs,tana_02uk-ov,87,6.818,593.200
tana_03gm-04gk_kk_ifg.trs,tana_03gm-04gk,579,4.149,2402.360
tana_03gm-04gk_kk_ifg_eo_et.conc.ort.trs,tana_03gm-04gk,579,4.149,2402.360
tana_03gm-ov_kk_sb.trs,tana_03gm-ov,170,4.744,806.400
tana_03gm-ov_kk_sb_eo_et.conc.ort.trs,tana_03gm-ov,170,4.744,806.400
