file,n_speakers_declared,total_turns,total_duration_sec,overlap_turns_original,overlap_sec_original,overlap_pct_original,overlap_turns_after_threshold,overlap_sec_after_threshold,overlap_pct_after_threshold,unresolved_multi_no_who_turns,unresolved_multi_no_who_sec,assigned_due_to_threshold_turns,words_threshold,sec_spk1,sec_spk2,sec_spk3,sec_spk4,sec_spk5
beiarn_01um-kb_kk_sb.trs,3,132,724.52,48,188.925,26.08,5,9.732,1.34,0,0.0,43,3,431.296,242.66,1.469,,
beiarn_02uk-kb_kk_sb.trs,2,101,663.8,41,226.417,34.11,8,56.177,8.46,0,0.0,33,3,385.799,203.342,,,
beiarn_03gm-04gk_kk_sb.trs,2,273,1556.04,167,1194.021,76.73,47,470.726,30.25,0,0.0,120,3,567.389,514.278,,,
beiarn_03gm-kb_sb_kk.trs,2,190,790.0,77,377.91,47.84,19,113.536,14.37,0,0.0,58,3,509.151,153.376,,,
beiarn_04gk-kb_sb_kk.trs,2,174,677.68,58,201.039,29.67,16,75.777,11.18,0,0.0,42,3,361.526,202.173,,,
beiarn_05um-kb_kk_eo.trs,2,74,620.2,19,154.71,24.95,3,20.974,3.38,0,0.0,16,3,426.57,170.0,,,
bergen_01um-02uk_amg_sb_eo.trs,2,225,1060.8,100,624.629,58.88,18,146.924,13.85,0,0.0,82,3,459.157,312.582,,,
bergen_01um-mi_amg_sb_lh.trs,2,87,729.095,18,96.911,13.29,3,18.795,2.58,0,0.0,15,3,174.575,519.059,,,
bergen_02uk-sl_amg_sb_lh.trs,2,127,499.2,29,135.683,27.18,4,13.068,2.62,0,0.0,25,3,162.009,304.687,,,
bergen_03gm-04gk_sb_lh.trs,3,144,1278.24,114,1189.726,93.08,62,909.812,71.18,0,0.0,52,3,192.896,160.603,0.954,,
bergen_03gm-mi_sb_lh.trs,3,39,690.24,14,105.933,15.35,2,14.691,2.13,0,0.0,12,3,628.952,38.775,,,
bergen_04gk-sl_sb_lh.trs,2,144,934.56,33,136.169,14.57,4,26.494,2.83,0,0.0,29,3,692.532,195.144,,,
bjugn_15-19_sb_ifg.trs,2,245,1748.16,173,1588.829,90.89,89,1241.755,71.03,0,0.0,84,3,225.026,227.531,,,
bjugn_15-aml_sb_ifg.trs,2,122,887.52,20,97.132,10.94,2,8.164,0.92,0,0.0,18,3,737.11,131.967,,,
bjugn_16-23_hl_kk_ifg.trs,2,228,1340.44,93,708.885,52.88,20,229.911,17.15,0,0.0,73,3,678.051,400.36,,,
bjugn_19-aml_sb_ifg.trs,2,90,842.88,33,141.527,16.79,11,66.739,7.92,0,0.0,22,3,653.926,99.011,,,
bjugn_23-pmk_hl_kk.trs,2,93,884.16,21,136.197,15.4,8,68.068,7.7,0,0.0,13,3,272.017,539.376,,,
bodoe_01um-02uk_eo_sb.trs,2,271,1307.64,101,835.501,63.89,19,179.262,13.71,0,0.0,82,3,485.32,639.791,,,
bodoe_01um-kb_eo_sb.trs,2,121,462.08,32,138.279,29.93,2,10.111,2.19,0,0.0,30,3,222.975,208.459,,,
bodoe_02uk-kb_eo_sb.trs,2,95,630.96,21,118.036,18.71,1,3.529,0.56,0,0.0,20,3,220.576,381.553,,,
bodoe_03gm-04gk_sb_eo.trs,2,176,1428.4,115,1286.832,90.09,47,639.356,44.76,0,0.0,68,3,442.98,335.702,,,
bodoe_03gm-kb_sb_eo.trs,2,99,727.64,20,121.318,16.67,3,42.696,5.87,0,0.0,17,3,469.419,188.458,,,
bodoe_04gk-kb_sb_eo.trs,2,143,703.16,39,145.268,20.66,6,21.932,3.12,0,0.0,33,3,461.471,194.145,,,
boemlo_01um-02uk_amg_sb_lh.trs,2,249,1236.502,144,1017.579,82.29,35,416.383,33.67,0,0.0,109,3,466.022,340.323,,,
boemlo_01um-sl_amg_sb_lh.trs,2,178,745.41,40,173.898,23.33,3,13.76,1.85,0,0.0,37,3,192.683,515.888,,,
boemlo_02uk-eo_amg_sb_lh.trs,2,59,661.793,8,76.56,11.57,0,0.0,0.0,0,0.0,8,3,99.925,556.383,,,
boemlo_03gm-04gk_ahl_lh.trs,2,159,1554.218,124,1447.179,93.11,71,1130.252,72.72,0,0.0,53,3,121.506,283.487,,,
boemlo_03gm-sl_ahl_lh.trs,2,103,1235.033,36,284.134,23.01,13,41.954,3.4,0,0.0,23,3,105.661,1081.647,,,
boemlo_04gk-eo_ahl_lh.trs,2,42,906.738,15,151.265,16.68,4,89.374,9.86,0,0.0,11,3,84.306,733.058,,,
botnhamn_03-06_as_mi_sl_as.trs,3,332,1910.12,164,1421.119,74.4,56,635.122,33.25,0,0.0,108,3,511.953,752.743,8.8,,
botnhamn_03-mn_mi_as.trs,2,65,692.72,29,263.011,37.97,5,10.88,1.57,0,0.0,24,3,45.02,627.138,,,
botnhamn_06-jbj_as.trs,2,75,684.36,13,110.067,16.08,4,42.049,6.14,0,0.0,9,3,458.86,183.451,,,
brekkom_01um-03gm_amg_eo_as.trs,3,294,1412.56,161,1056.554,74.8,48,473.094,33.49,0,0.0,113,3,427.603,482.87,7.445,,
brekkom_01um-sl_amg_eo_as.trs,3,64,467.96,9,44.846,9.58,0,0.0,0.0,0,0.0,9,3,344.676,122.855,0.429,,
brekkom_02uk-04gk_amg_hcfh_as.trs,2,276,1343.24,141,988.65,73.6,22,281.728,20.97,0,0.0,119,3,563.017,471.709,,,
brekkom_02uk-sl_amg_hcfh_as.trs,2,80,446.0,15,51.441,11.53,1,2.05,0.46,0,0.0,14,3,99.221,323.433,,,
brekkom_03gm-sl_amg_eo_as.trs,2,98,425.24,18,78.02,18.35,2,17.411,4.09,0,0.0,16,3,143.875,249.708,,,
brekkom_04gk-iii_amg_hcfh_as.trs,2,92,739.76,25,187.101,25.29,8,77.334,10.45,0,0.0,17,3,235.91,419.624,,,
brunlanes_01um-02uk_ahl_amg.trs,2,477,1523.52,250,1074.128,70.5,52,319.137,20.95,0,0.0,198,3,578.254,589.332,,,
brunlanes_01um-ifg_ahl_amg.trs,2,51,890.88,12,50.887,5.71,0,0.0,0.0,0,0.0,12,3,97.224,730.405,,,
brunlanes_02uk-ifg_ahl_amg.trs,2,126,864.0,42,222.127,25.71,5,15.071,1.74,0,0.0,37,3,229.733,598.305,,,
brunlanes_03gm-04gk_ifg_amg.trs,2,298,1582.56,204,1380.12,87.21,74,831.704,52.55,0,0.0,130,3,208.514,514.208,,,
brunlanes_03gm-ifg_ifg_amg.trs,2,68,839.04,15,166.329,19.82,3,4.512,0.54,0,0.0,12,3,83.214,726.083,,,
brunlanes_04gk-ifg_ifg_amg.trs,2,36,962.88,12,273.265,28.38,3,51.524,5.35,0,0.0,9,3,40.446,791.052,,,
bud_01um-02uk_eo_hl_ifg.trs,2,452,1823.36,184,1102.339,60.46,55,365.219,20.03,0,0.0,129,3,770.028,642.411,,,
bud_01um-ma_eo_lh.trs,2,102,668.72,24,128.912,19.28,6,37.928,5.67,0,0.0,18,3,513.903,98.335,,,
bud_02uk-ma_eo_hl_ifg.trs,2,113,675.0,24,108.036,16.01,1,0.811,0.12,0,0.0,23,3,206.849,455.321,,,
bud_03gm-04gk_hl_eo.trs,2,271,1830.92,114,1182.713,64.6,37,520.244,28.41,0,0.0,77,3,639.352,646.642,,,
bud_03gm-ma_hl_eo.trs,2,127,767.52,31,136.14,17.74,3,16.304,2.12,0,0.0,28,3,146.672,578.726,,,
bud_04gk-ma_hl_eo.trs,2,81,731.0,20,89.701,12.27,4,21.776,2.98,0,0.0,16,3,553.19,149.299,,,
dalsbygda_01um-02uk_ifg_eo.trs,2,337,1551.36,155,1086.713,70.05,29,284.607,18.35,0,0.0,126,3,611.131,645.105,,,
dalsbygda_01um-ifg_ifg_eo.trs,2,122,1646.88,22,130.428,7.92,2,9.624,0.58,0,0.0,20,3,226.777,439.713,,,
dalsbygda_02uk-ifg_ifg_eo.trs,2,143,812.88,44,219.221,26.97,3,29.531,3.63,0,0.0,41,3,245.686,526.568,,,
dalsbygda_03gm-04gk_ifg_eo.trs,2,267,1646.88,153,1351.072,82.04,56,771.924,46.87,0,0.0,97,3,387.686,474.326,,,
dalsbygda_03gm-ifg_ifg_eo.trs,3,127,936.16,26,145.4,15.53,1,1.011,0.11,0,0.0,25,3,242.666,677.332,4.284,,
dalsbygda_04gk-ifg_ifg_eo.trs,2,231,960.88,58,204.299,21.26,1,1.812,0.19,0,0.0,57,3,304.873,635.125,,,
darbu_01um-02uk_ifg_amg.trs,2,297,1645.64,147,1087.035,66.06,27,221.624,13.47,0,0.0,120,3,870.448,496.924,,,
darbu_01um-sl_ifg_amg.trs,2,134,749.04,32,153.785,20.53,3,5.279,0.7,0,0.0,29,3,267.059,465.47,,,
darbu_02uk-ks_ifg_amg.trs,2,84,745.52,23,203.636,27.31,2,58.148,7.8,0,0.0,21,3,169.146,509.308,,,
darbu_03gm-04gk_sb_lh.trs,3,349,1240.68,167,830.285,66.92,61,428.244,34.52,0,0.0,106,3,507.273,305.163,,,
darbu_03gm-sl_sb_lh.trs,2,88,571.72,19,118.648,20.75,2,7.87,1.38,0,0.0,17,3,461.879,101.971,,,
darbu_04gk-ks_sb_lh.trs,2,161,876.28,35,149.647,17.08,8,44.75,5.11,0,0.0,27,3,560.094,271.436,,,
drevsjoe_01um-02uk_lh_as.trs,2,311,1129.0,97,572.184,50.68,9,122.935,10.89,0,0.0,88,3,404.707,576.889,,,
drevsjoe_01um-ms_amg_as.trs,2,94,818.0,9,107.992,13.2,1,14.952,1.83,0,0.0,8,3,304.384,484.284,,,
drevsjoe_02uk-ms_lh_as.trs,2,49,466.6,7,30.926,6.63,0,0.0,0.0,0,0.0,7,3,137.754,290.666,,,
drevsjoe_03gm-04gk_mi_as.trs,2,169,1201.08,120,1050.097,87.43,44,617.08,51.38,0,0.0,76,3,215.865,368.135,,,
drevsjoe_03gm-ms_lh_sl_as.trs,2,46,859.0,4,40.548,4.72,1,2.957,0.34,0,0.0,3,3,76.808,761.009,,,
drevsjoe_04gk-ms_as_sl_as.trs,2,45,887.36,4,19.27,2.17,0,0.0,0.0,0,0.0,4,3,123.707,568.186,,,
eidfjord_01um-02uk_amg_sb_lh.trs,2,267,1451.6,126,1117.752,77.0,44,613.42,42.26,0,0.0,82,3,387.745,443.71,,,
eidfjord_01um-sl_amg_sb_lh.trs,2,44,577.64,9,144.621,25.04,0,0.0,0.0,0,0.0,9,3,51.857,520.107,,,
eidfjord_02uk-mi_amg_sb_lh.trs,2,122,893.12,32,288.008,32.25,5,55.043,6.16,0,0.0,27,3,115.535,708.997,,,
eidfjord_03gm-04gk_sb_lh.trs,3,193,1788.96,125,1629.473,91.08,50,1112.85,62.21,0,0.0,75,3,431.855,243.611,,0.644,
eidfjord_03gm-sl_sb_amg.trs,2,69,706.76,15,178.019,25.19,2,31.908,4.51,0,0.0,13,3,576.877,97.975,,,
eidfjord_04gk-mi_sb_lh.trs,2,46,806.6,11,83.781,10.39,3,52.85,6.55,0,0.0,8,3,666.665,85.344,,,
enebakk_01um-02uk_kk_eo.trs,2,233,1452.0,148,1231.86,84.84,50,681.373,46.93,0,0.0,98,3,,,362.055,395.868,
enebakk_01um-ifg_kk_eo.trs,2,87,722.12,28,178.204,24.68,3,19.197,2.66,0,0.0,25,3,180.43,512.173,,,
enebakk_02uk-ifg_kk_eo.trs,2,106,748.4,33,182.338,24.36,5,21.519,2.88,0,0.0,28,3,210.638,502.057,,,
enebakk_03gm-04gk_ifg_sb.trs,2,323,2054.32,243,1645.771,80.11,110,1066.162,51.9,0,0.0,133,3,297.836,497.399,,,
enebakk_03gm-sr_ifg_sb.trs,2,142,1112.16,45,276.221,24.84,7,43.789,3.94,0,0.0,38,3,143.245,821.283,,,
enebakk_04gk-sr_ifg_sb.trs,2,48,908.16,13,94.847,10.44,2,8.919,0.98,0,0.0,11,3,50.54,726.407,,,
evje_01um-02uk_eo_lh_lh.trs,3,302,1229.48,94,695.264,56.55,18,171.668,13.96,0,0.0,76,3,698.48,336.903,0.41,,
evje_01um-sl_eo_lh.trs,2,138,793.32,26,121.945,15.37,2,13.116,1.65,0,0.0,24,3,323.159,430.693,,,
evje_02uk-eo_eo_lh.trs,2,75,572.96,13,79.981,13.96,1,25.668,4.48,0,0.0,12,3,198.847,334.351,,,
evje_03gm-04gk_ifg_lh.trs,2,255,1254.4,163,1012.479,80.71,77,630.326,50.25,0,0.0,86,3,309.409,242.421,,,
evje_03gm-sl_ifg_lh.trs,2,94,678.56,23,145.234,21.4,5,27.267,4.02,0,0.0,18,3,153.007,474.892,,,
evje_04gk-eo_ifg_lh.trs,3,74,764.88,22,75.614,9.89,6,27.555,3.6,0,0.0,16,3,62.881,642.559,16.766,,
flaa_01um-02uk_ifg_eo.trs,2,117,1107.92,67,861.677,77.77,10,260.082,23.47,0,0.0,57,3,423.908,405.991,,,
flaa_01um-sl_ifg_eo.trs,2,96,794.88,18,91.655,11.53,2,9.645,1.21,0,0.0,16,3,151.858,612.94,,,
flaa_02uk-amg_ifg_eo.trs,2,98,754.8,27,149.262,19.78,1,0.227,0.03,0,0.0,26,3,238.208,470.175,,,
flaa_03gm-04gk_eo_ifg_amg.trs,2,159,1426.36,112,1302.484,91.32,59,1082.429,75.89,0,0.0,53,3,133.978,,202.441,,
flaa_03gm-sl_eo_ifg_lh.trs,2,50,614.4,14,64.884,10.56,6,37.093,6.04,0,0.0,8,3,511.906,57.841,,,
flaa_04gk-amg_eo_ifg_lh.trs,2,134,686.96,38,149.416,21.75,1,3.5,0.51,0,0.0,37,3,440.991,176.963,,,
fredrikstad_01um-02uk_eo_ahl_lh.trs,2,455,1594.08,227,1192.279,74.79,70,534.399,33.52,0,0.0,157,3,508.416,499.707,,,
fredrikstad_01um-eo_eo_ahl_lh.trs,2,72,767.04,21,178.468,23.27,3,56.415,7.35,0,0.0,18,3,121.135,575.039,,,
fredrikstad_02uk-eo_eo_ahl_lh.trs,2,170,980.64,37,225.105,22.95,5,63.476,6.47,0,0.0,32,3,308.266,585.789,,,
fredrikstad_03gm-04gk_ahl_amg.trs,3,221,1383.36,99,853.812,61.72,17,153.718,11.11,0,0.0,82,3,536.524,681.196,11.922,,
fredrikstad_03gm-eo_ahl_lh.trs,2,57,818.88,12,140.653,17.18,3,54.45,6.65,0,0.0,9,3,135.084,620.284,,,
fredrikstad_04gk-eo_ahl_eo.trs,2,133,891.0,29,129.503,14.53,10,41.734,4.68,0,0.0,19,3,675.908,169.352,,,
fusa_01um-02uk_ifg_lh.trs,2,185,1114.078,85,753.805,67.66,9,172.553,15.49,0,0.0,76,3,532.066,399.753,,,
fusa_01um-mi_ifg_amg.trs,3,58,810.208,14,109.608,13.53,6,67.221,8.3,0,0.0,8,3,100.098,616.49,,,
fusa_02uk-sl_ifg_amg.trs,2,145,839.07,45,235.754,28.1,4,10.87,1.3,0,0.0,41,3,273.387,539.002,,,
fusa_03gm-04gk_amg_lh.trs,2,141,1092.223,121,1057.552,96.83,66,849.372,77.77,0,0.0,55,3,71.681,160.629,,,
fusa_03gm-mi_amg_lh.trs,2,44,1098.863,14,228.053,20.75,5,99.666,9.07,0,0.0,9,3,942.333,44.822,,,
fusa_04gk-sl_amg_lh.trs,2,121,765.282,26,156.514,20.45,5,30.718,4.01,0,0.0,21,3,582.874,128.654,,,
gauldal_01um-02uk_sb_lh.trs,3,168,1272.0,94,1125.941,88.52,25,530.117,41.68,0,0.0,69,3,410.659,315.922,7.178,,
gauldal_01um-lks_sb_lh.trs,2,32,740.08,4,17.391,2.35,0,0.0,0.0,0,0.0,4,3,662.098,53.796,,,
gauldal_02uk-lks_sb_lh.trs,2,66,708.0,12,70.464,9.95,1,6.505,0.92,0,0.0,11,3,544.732,85.679,,,
gauldal_03gm-04gk_ifg_hl_eo.trs,2,260,1835.44,149,1342.717,73.16,55,719.153,39.18,0,0.0,94,3,753.907,341.275,,,
gauldal_03gm-ma_ifg_hl_eo.trs,2,82,706.52,5,21.795,3.08,0,0.0,0.0,0,0.0,5,3,197.955,482.118,,,
gauldal_04gk-ma_ifg_hl_eo.trs,2,90,682.52,21,88.461,12.96,2,5.283,0.77,0,0.0,19,3,164.238,469.979,,,
gausdal_01um-05um_hcfh_sl_as.trs,2,259,1259.422,107,843.571,66.98,26,345.352,27.42,0,0.0,81,3,412.506,454.379,,,
gausdal_01um-mi_hcfh_as.trs,2,72,967.88,5,18.553,1.92,1,3.243,0.34,0,0.0,4,3,106.517,837.397,,,
gausdal_04gk-08gk_hcfh_as.trs,2,238,1199.64,191,1128.689,94.09,86,708.904,59.09,0,0.0,105,3,221.72,267.275,,,
gausdal_04gk-sl_hcfh_as_as.trs,2,124,820.04,39,185.006,22.56,8,29.643,3.61,0,0.0,31,3,136.561,645.537,,,
gausdal_05um-sl_hcfh_as.trs,2,80,707.16,18,71.875,10.16,5,14.734,2.08,0,0.0,13,3,146.936,545.49,,,
gausdal_08gk-mi_hcfh_as.trs,2,80,1449.16,23,221.967,15.32,9,55.672,3.84,0,0.0,14,3,82.239,1299.921,,,
gjesdal_01um-02uk_ahl_lh.trs,3,230,1383.48,107,938.451,67.83,22,235.987,17.06,0,0.0,85,3,416.763,2.051,725.46,,
gjesdal_01um-jbj_ahl_lh.trs,2,227,1355.0,53,256.546,18.93,9,54.981,4.06,0,0.0,44,3,367.169,926.769,,,
gjesdal_02uk-sr_sr_amg.trs,2,130,563.88,23,109.331,19.39,13,70.288,12.47,0,0.0,10,3,104.798,386.763,,,
gjesdal_03gm-04gk_sr_eo.trs,2,209,1831.44,121,1558.864,85.12,57,1189.42,64.94,0,0.0,64,3,308.304,331.666,,,
gjesdal_03gm-sr_sr_amg.trs,3,95,713.72,11,42.526,5.96,3,10.692,1.5,0,0.0,8,3,164.515,516.782,7.041,,
gjesdal_04gk-jbj_ahl_lh.trs,2,92,925.52,35,247.729,26.77,11,54.578,5.9,0,0.0,24,3,145.557,725.385,,,
hammerfest_02uk-06uk_ahl_sb.trs,3,123,781.44,8,105.934,13.56,1,1.742,0.22,0,0.0,7,3,617.16,100.103,18.948,,
hammerfest_02uk-jbj_ahl_sb.trs,2,186,1058.88,46,221.98,20.96,6,25.514,2.41,0,0.0,40,3,331.798,695.248,,,
hammerfest_03gm-04gk_sb_amg_lh.trs,4,346,1926.72,201,1478.94,76.76,105,1014.371,52.65,0,0.0,96,3,431.935,293.237,0.525,2.432,
hammerfest_03gm-jbj_sb_amg.trs,2,294,1367.04,71,402.65,29.45,32,161.759,11.83,0,0.0,39,3,911.911,252.819,,,
hammerfest_04gk-jbj_sb_amg.trs,2,178,1294.08,50,282.287,21.81,14,103.584,8.0,0,0.0,36,3,883.473,287.278,,,
hattfjelldal_01um-02uk_ifg_sb.trs,2,396,2658.36,177,1718.393,64.64,47,765.115,28.78,0,0.0,130,3,863.689,906.466,,,
hattfjelldal_01um-ov_ifg_sb.trs,2,132,771.44,40,155.194,20.12,9,33.835,4.39,0,0.0,31,3,206.343,508.869,,,
hattfjelldal_02uk-ov_ifg_sb.trs,2,129,814.32,27,157.141,19.3,4,9.549,1.17,0,0.0,23,3,205.059,572.002,,,
hattfjelldal_03gm-04gk_kk_lh.trs,3,362,2516.72,277,2293.038,91.11,153,1651.425,65.62,0,0.0,124,3,42.394,439.256,382.739,,
hattfjelldal_03gm-ov_kk_lh.trs,2,110,835.44,37,213.606,25.57,6,42.043,5.03,0,0.0,31,3,573.294,211.537,,,
hattfjelldal_04gk-ov_kk_lh.trs,2,77,937.28,18,193.022,20.59,6,70.096,7.48,0,0.0,12,3,118.259,738.27,,,
heroeyMR_01um-02uk_hl_lh.trs,2,388,1873.68,152,1099.646,58.69,35,392.539,20.95,0,0.0,117,3,790.837,601.207,,,
heroeyMR_01um-ta_hl_lh.trs,2,67,624.52,18,157.543,25.23,3,25.829,4.14,0,0.0,15,3,386.69,170.078,,,
heroeyMR_02uk-ta_hl_lh.trs,2,81,455.52,13,108.866,23.9,1,5.962,1.31,0,0.0,12,3,141.583,267.649,,,
heroeyMR_03gm-04gk_kk_ifg.trs,2,288,1683.0,127,915.391,54.39,31,335.018,19.91,0,0.0,96,3,928.933,374.684,,,
heroeyMR_03gm-ta_kk_hl.trs,2,78,734.88,35,275.318,37.46,6,19.767,2.69,0,0.0,29,3,241.276,447.329,,,
heroeyMR_04gk-ta_kk_hl.trs,2,89,565.76,45,312.67,55.27,9,71.675,12.67,0,0.0,36,3,181.359,294.038,,,
heroeyN_01um-02uk_kk_ifg.trs,3,301,1635.88,175,1265.581,77.36,51,481.511,29.43,0,0.0,124,3,486.999,647.044,,,
heroeyN_01um-kh_kk_ifg.trs,2,93,524.92,13,64.473,12.28,1,2.601,0.5,0,0.0,12,3,370.354,148.611,,,
heroeyN_02uk-kh_kk_ifg.trs,2,98,578.48,25,94.41,16.32,3,25.655,4.43,0,0.0,22,3,406.23,139.695,,,
heroeyN_03gm-04gk_kk_sb.trs,2,178,1960.32,141,1839.164,93.82,89,1473.579,75.17,0,0.0,52,3,269.879,214.452,,,
heroeyN_03gm-kh_kk_sb.trs,2,72,855.4,18,212.35,24.82,6,119.759,14.0,0,0.0,12,3,690.493,42.803,,,
heroeyN_04gk-kh_kk_sb.trs,2,97,714.6,27,146.174,20.46,4,14.79,2.07,0,0.0,23,3,626.984,70.882,,,
hjartdal_01um-02uk_mi_lh.trs,2,392,1359.44,132,710.402,52.26,44,292.504,21.52,0,0.0,88,3,473.038,568.905,,,
hjartdal_01um-as_mi_lh.trs,2,57,482.12,2,10.732,2.23,0,0.0,0.0,0,0.0,2,3,155.419,326.701,,,
hjartdal_02uk-as_mi_lh.trs,2,75,538.28,15,63.52,11.8,2,4.578,0.85,0,0.0,13,3,133.927,393.122,,,
hjartdal_03gm-04gk_lh_amg.trs,2,325,1821.28,151,809.714,44.46,40,284.801,15.64,0,0.0,111,3,486.514,442.825,,,
hjartdal_03gm-sl_lh_amg_mi.trs,2,102,807.68,18,112.991,13.99,3,33.015,4.09,0,0.0,15,3,150.551,607.013,,,
hjartdal_04gk-sl_lh_amg_mi.trs,2,141,750.0,27,148.897,19.85,3,18.672,2.49,0,0.0,24,3,198.197,526.382,,,
hjelmeland_01um-02uk_ahl_amg.trs,2,258,1237.84,106,862.628,69.69,33,405.538,32.76,0,0.0,73,3,408.924,418.968,,,
