file,n_speakers_declared,total_turns,total_duration_sec,overlap_turns_original,overlap_sec_original,overlap_pct_original,overlap_turns_after_threshold,overlap_sec_after_threshold,overlap_pct_after_threshold,unresolved_multi_no_who_turns,unresolved_multi_no_who_sec,assigned_due_to_threshold_turns,words_threshold,sec_spk1,sec_spk2,sec_spk3,sec_spk4
hjelmeland_03gm-sr_ahl_amg.trs,2,90,739.88,9,101.898,13.77,5,34.732,4.69,0,0.0,4,1,128.276,576.872,,
hjelmeland_04gk-ks_amg_ahl_lh.trs,2,68,797.16,7,78.889,9.9,3,40.269,5.05,0,0.0,4,1,113.593,616.636,,
hof_01um-02uk_ifg_eo.trs,2,514,1507.0,183,756.521,50.2,89,414.425,27.5,0,0.0,94,1,534.778,491.578,,
hof_01um-sb_ifg_eo.trs,2,163,822.72,37,169.343,20.58,19,111.705,13.58,0,0.0,18,1,116.7,587.853,,
hof_02uk-sb_ifg_eo.trs,2,64,722.68,9,58.643,8.11,4,16.747,2.32,0,0.0,5,1,101.218,595.262,,
hof_03gm-04gk_eo_sb.trs,2,627,1718.76,310,1212.288,70.53,164,782.44,45.52,0,0.0,146,1,288.014,635.547,,
hof_04gk-sb_eo_sb.trs,2,248,877.32,80,260.392,29.68,37,95.57,10.89,0,0.0,43,1,658.456,112.205,,
hyllestad_01um-ov_ifg_lh_eo.trs,2,100,614.88,17,69.047,11.23,7,28.658,4.66,0,0.0,10,1,408.836,141.86,,
hyllestad_02uk-ov_ifg_lh_eo.trs,2,96,509.36,27,133.654,26.24,11,62.178,12.21,0,0.0,16,1,125.677,294.82,,
hyllestad_03gm-04gk_ifg_lh_eo.trs,3,394,1903.28,242,1544.656,81.16,164,1279.237,67.21,0,0.0,78,1,283.015,270.048,0.406,
hyllestad_03gm-ov_ifg_lh_eo.trs,2,157,942.0,30,132.495,14.07,12,47.672,5.06,0,0.0,18,1,113.013,739.521,,
hyllestad_04gk-ov_ifg_lh_eo.trs,2,99,798.0,25,107.226,13.44,10,44.984,5.64,0,0.0,15,1,132.55,609.592,,
inderoey_01um-02uk_kk_sb.trs,2,260,1217.76,173,1036.897,85.15,113,830.675,68.21,0,0.0,60,1,178.82,192.905,,
inderoey_01um-ta_kk_sb.trs,2,77,689.4,26,196.012,28.43,15,120.626,17.5,0,0.0,11,1,112.427,451.077,,
inderoey_02uk-ta_kk_sb.trs,2,111,651.28,41,222.849,34.22,18,115.982,17.81,0,0.0,23,1,368.885,153.913,,
inderoey_03gm-04gk_ifg_sb.trs,2,354,1372.32,189,1057.31,77.05,111,746.648,54.41,0,0.0,78,1,300.972,314.827,,
inderoey_03gm-cbo_ifg_sb.trs,2,88,648.52,11,45.651,7.04,4,17.111,2.64,0,0.0,7,1,117.712,492.115,,
inderoey_04gk-cbo_ifg_sb.trs,2,112,645.04,19,84.319,13.07,7,34.335,5.32,0,0.0,12,1,117.383,482.765,,
jevnaker_01um-02uk_hcfh_mi_lh.trs,2,179,1266.0,98,906.754,71.62,68,716.633,56.61,0,0.0,30,1,270.64,135.867,,
jevnaker_01um-lh_hcfh_mi.trs,2,108,683.36,28,156.571,22.91,18,79.365,11.61,0,0.0,10,1,501.711,92.435,,
jevnaker_02uk-lh_hcfh_mi.trs,2,133,768.0,34,181.167,23.59,18,104.547,13.61,0,0.0,16,1,200.775,449.61,,
jevnaker_03gm-04gk_sb_mi.trs,2,299,1111.76,144,827.303,74.41,85,636.754,57.27,0,0.0,59,1,291.485,165.105,,
jevnaker_03gm-sr_sb_lh.trs,2,168,1066.92,15,100.438,9.41,8,83.539,7.83,0,0.0,7,1,778.476,131.031,,
jevnaker_04gk-sl_sb_lh.trs,2,125,612.68,30,120.911,19.73,15,69.802,11.39,0,0.0,15,1,390.663,126.698,,
joelster_01um-04gk_sb_lh.trs,3,144,1679.96,87,911.223,54.24,60,769.326,45.79,0,0.0,27,1,89.901,228.853,591.355,
joelster_01um-ov_lh_mi_lh.trs,3,85,674.56,10,60.46,8.96,5,42.908,6.36,0,0.0,5,1,167.256,464.396,,
joelster_02uk-03gm_sb_lh.trs,5,296,1814.36,177,1368.923,75.45,92,923.689,50.91,0,0.0,85,1,259.273,419.858,120.406,
joelster_02uk-ov_lh_mi_lh.trs,2,97,629.12,16,86.915,13.82,5,31.725,5.04,0,0.0,11,1,171.778,407.231,,
joelster_03gm-ov_sb_lh.trs,2,58,968.48,10,126.084,13.02,7,108.828,11.24,0,0.0,3,1,117.52,738.173,,
joelster_04gk-ov_sb_lh.trs,2,75,589.4,18,98.069,16.64,6,26.419,4.48,0,0.0,12,1,122.338,410.992,,
kaafjord_01um-02uk_mi_eo.trs,2,446,2006.04,158,1185.722,59.11,56,577.45,28.79,0,0.0,102,1,587.54,798.34,,
kaafjord_01um-amj_mi_eo.trs,2,141,894.0,13,66.865,7.48,3,12.592,1.41,0,0.0,10,1,,207.157,642.725,
kaafjord_02uk-amj_mi_eo.trs,2,248,1236.0,48,152.653,12.35,20,74.652,6.04,0,0.0,28,1,237.562,890.591,,
kaafjord_03gm-04gk_eo_ifg.trs,2,247,2091.4,183,1624.394,77.67,119,1222.898,58.47,0,0.0,64,1,454.102,100.812,,
kaafjord_03gm-amj_eo_ifg.trs,2,152,858.0,47,193.499,22.55,24,109.819,12.8,0,0.0,23,1,647.943,92.368,,
kaafjord_04gk-amj_eo_ifg.trs,2,80,1062.0,23,158.541,14.93,13,72.393,6.82,0,0.0,10,1,116.399,863.231,,
kaafjord_07gm-amj_eo_ifg.trs,3,257,1544.2,84,354.004,22.92,46,216.671,14.03,0,0.0,38,1,212.965,1039.324,69.159,
kalvaag_01um-02uk_ifg_lh.trs,3,240,1176.0,101,730.741,62.14,43,386.142,32.84,0,0.0,58,1,210.012,499.608,35.845,
kalvaag_01um-ov_ifg_lh.trs,2,86,444.52,8,30.54,6.87,4,13.038,2.93,0,0.0,4,1,260.582,158.658,,
kalvaag_02uk-ov_ifg_lh.trs,2,89,485.4,18,87.0,17.92,6,35.664,7.35,0,0.0,12,1,125.25,309.009,,
kalvaag_03gm-04gk_sr_lh.trs,3,212,1604.76,127,1416.979,88.3,90,1196.61,74.57,0,0.0,37,1,197.099,180.037,31.014,
kalvaag_03gm-ov_sr_lh.trs,2,89,1512.0,14,91.071,6.02,6,62.864,4.16,0,0.0,8,1,1304.035,115.357,,
kalvaag_04gk-ov_sr_lh.trs,2,99,1235.48,20,145.719,11.79,11,85.0,6.88,0,0.0,9,1,987.969,145.939,,
karlsoey_01um-02uk_ahl_amg.trs,3,234,1819.2,110,1344.508,73.91,69,973.943,53.54,0,0.0,41,1,401.895,431.31,1.969,
karlsoey_01um-kb_ahl_amg.trs,2,105,521.0,24,135.193,25.95,11,70.204,13.47,0,0.0,13,1,230.856,213.978,,
karlsoey_02uk-kb_ahl_amg.trs,2,94,677.24,26,158.902,23.46,15,107.956,15.94,0,0.0,11,1,147.194,406.231,,
karlsoey_03gm-kb_ahl_sb.trs,2,122,829.56,48,279.369,33.68,34,229.023,27.61,0,0.0,14,1,50.958,547.266,,
karmoey_01um-02uk_sr_sb_sr.trs,2,522,1504.368,177,803.927,53.44,104,535.624,35.6,0,0.0,73,1,534.945,432.595,,
karmoey_01um-sr_ahl_amg_sr.trs,2,182,883.182,24,84.966,9.62,15,57.057,6.46,0,0.0,9,1,162.764,656.278,,
karmoey_02uk-ks_sr_lh.trs,2,114,636.302,20,113.198,17.79,10,76.31,11.99,0,0.0,10,1,439.756,120.236,,
karmoey_03gm-04gk_ahl_amg.trs,2,268,1658.24,150,1358.209,81.91,93,1135.287,68.46,0,0.0,57,1,267.926,254.288,,
karmoey_03gm-sr_sr_sb_amg.trs,2,112,979.378,21,59.719,6.1,8,27.065,2.76,0,0.0,13,1,71.386,877.136,,
karmoey_04gk-ks_ahl_amg.trs,2,67,745.778,21,103.375,13.86,6,26.209,3.51,0,0.0,15,1,110.82,608.749,,
kautokeino_01um-03gm_kk_ifg.trs,3,251,1715.92,72,691.187,40.28,38,447.919,26.1,0,0.0,34,1,887.213,222.812,93.109,
kautokeino_01um-ov_kk_eo.trs,2,102,765.32,17,166.122,21.71,4,18.954,2.48,0,0.0,13,1,325.537,402.772,,
kautokeino_02uk-04gk_kk_ifg.trs,2,478,2219.24,264,1723.047,77.64,146,1186.162,53.45,0,0.0,118,1,527.85,449.177,,
kautokeino_02uk-ov_kk_eo.trs,2,141,948.52,47,266.304,28.08,17,130.572,13.77,0,0.0,30,1,195.696,538.068,,
kautokeino_03gm-ov_hl_kk.trs,2,98,763.8,23,107.261,14.04,15,83.38,10.92,0,0.0,8,1,100.979,563.167,,
kautokeino_04gk-ov_hl_kk.trs,2,170,986.2,52,313.566,31.8,30,185.27,18.79,0,0.0,22,1,524.276,227.138,,
kirkenaer_01um-05um_hcfh_eo_sl_as.trs,4,304,1752.0,181,1446.743,82.58,122,1204.9,68.77,0,0.0,59,1,3.076,250.588,288.91,1.259
kirkenaer_01um-mj_hcfh_eo_as.trs,2,114,667.04,59,245.166,36.75,41,197.114,29.55,0,0.0,18,1,65.028,396.05,,
kirkenaer_04gk-08gk_hcfh_lh_sl.trs,3,198,1422.0,130,1290.29,90.74,82,1080.095,75.96,0,0.0,48,1,143.109,190.187,,5.628
kirkenaer_04gk-mj_hcfh_eo_as.trs,2,97,627.32,51,318.635,50.79,39,273.133,43.54,0,0.0,12,1,58.89,286.426,,
kirkenaer_05um-mj_hcfh_eo_as.trs,2,158,715.44,80,385.744,53.92,46,222.667,31.12,0,0.0,34,1,213.767,278.601,,
kirkenaer_08gk-mj_hcfh_eo_sl.trs,3,111,1023.92,64,385.174,37.62,48,266.624,26.04,0,0.0,16,1,75.594,680.677,1.025,
kirkenes_01um-02uk_hl_eo.trs,3,555,2705.76,300,2137.979,79.02,181,1593.734,58.9,0,0.0,119,1,493.923,607.99,1.002,
kirkenes_01um-kb_hl_kk.trs,2,135,726.44,62,270.99,37.3,32,147.924,20.36,0,0.0,30,1,415.96,151.626,,
kirkenes_02uk-kb_hl_kk.trs,2,114,870.56,47,271.933,31.24,24,170.727,19.61,0,0.0,23,1,557.123,122.845,,
kirkenes_03gm-04gk_kk_lh_ifg.trs,2,339,2070.72,228,1785.377,86.22,174,1568.41,75.74,0,0.0,54,1,181.296,213.225,,
kirkenes_03gm-kb_kk_lh.trs,2,93,776.4,46,376.323,48.47,18,120.076,15.47,0,0.0,28,1,552.84,88.105,,
kirkenes_04gk-kb_kk_lh.trs,2,164,638.84,79,368.954,57.75,47,249.222,39.01,0,0.0,32,1,207.932,160.824,,
kirkesdalen_01um-02uk_ahl_sb_lh.trs,3,409,1489.2,93,649.846,43.64,33,325.205,21.84,0,0.0,60,1,25.042,590.418,492.506,
kirkesdalen_01um-hna_lh_sb.trs,2,139,1163.64,9,79.58,6.84,2,21.278,1.83,0,0.0,7,1,886.754,249.479,,
kirkesdalen_02uk-hna_ahl_sb_lh.trs,2,123,1477.64,18,143.716,9.73,5,32.803,2.22,0,0.0,13,1,249.78,853.103,,
kirkesdalen_03gm-04gk_sb_lh.trs,4,208,2036.96,66,745.612,36.6,28,430.6,21.14,0,0.0,38,1,765.969,653.46,34.895,60.591
kirkesdalen_03gm-hna_sb_lh.trs,3,47,1059.28,4,35.712,3.37,2,26.656,2.52,0,0.0,2,1,926.426,102.029,3.513,
kirkesdalen_04gk-hna_sb_lh.trs,3,52,1045.72,10,28.369,2.71,1,0.93,0.09,0,0.0,9,1,955.345,57.36,,
kjoellefjord_01um-02uk_ahl_sb.trs,3,594,2314.96,131,789.198,34.09,63,379.963,16.41,0,0.0,68,1,582.115,1093.711,1.049,
kjoellefjord_01um-jbj_ahl_sb.trs,2,194,846.72,15,92.238,10.89,6,36.438,4.3,0,0.0,9,1,326.197,484.085,,
kjoellefjord_02uk-jbj_ahl_sb.trs,2,170,862.08,26,196.747,22.82,12,85.668,9.94,0,0.0,14,1,258.912,489.189,,
kjoellefjord_03gm-04gk_sb_amg_lh.trs,3,422,2398.56,248,2021.855,84.29,194,1811.849,75.54,0,0.0,54,1,224.399,282.15,1.741,
kjoellefjord_03gm-jbj_sb_amg.trs,2,211,1117.44,56,317.895,28.45,40,214.795,19.22,0,0.0,16,1,733.686,144.325,,
kjoellefjord_04gk-jbj_sb_amg.trs,2,187,1360.32,36,222.127,16.33,20,83.068,6.11,0,0.0,16,1,1032.919,201.168,,
kristiansand_01um-02uk_eo_lh.trs,2,295,1223.52,197,1052.93,86.06,133,880.762,71.99,0,0.0,64,1,228.015,98.789,,
kristiansand_01um-mi_eo_lh.trs,2,68,648.52,11,50.02,7.71,8,31.053,4.79,0,0.0,3,1,459.664,130.911,,
kristiansand_02uk-sl_eo_ifg_lh.trs,2,54,2061.44,13,88.238,4.28,4,42.394,2.06,0,0.0,9,1,98.332,423.33,,
kristiansand_03gm-04gk_ifg_lh_lh.trs,2,243,1168.76,154,774.805,66.29,115,669.309,57.27,0,0.0,39,1,161.536,90.19,,
kristiansand_03gm-sl_ifg_eo.trs,2,61,1763.96,19,200.344,11.36,10,85.345,4.84,0,0.0,9,1,59.903,611.845,,
kristiansand_04gk-mi_ifg_eo.trs,2,100,781.32,29,128.838,16.49,14,71.381,9.14,0,0.0,15,1,112.468,584.688,,
kvaefjord_01um-02uk_ifg_sb_amg.trs,2,414,1980.84,182,1316.219,66.45,79,691.34,34.9,0,0.0,103,1,693.411,556.288,,
kvaefjord_01um-ov_ifg_sb_amg.trs,2,82,681.84,11,56.536,8.29,4,30.153,4.42,0,0.0,7,1,157.094,474.687,,
kvaefjord_02uk-ov_ifg_sb_amg.trs,2,92,447.56,14,66.801,14.93,7,40.931,9.15,0,0.0,7,1,126.455,264.482,,
kvaefjord_03gm-04gk_sb_amg.trs,3,425,2190.68,263,1754.165,80.07,167,1355.423,61.87,0,0.0,96,1,423.071,365.584,19.464,
kvaefjord_03gm-ov_sb_amg.trs,3,57,769.04,14,113.467,14.75,7,61.503,8.0,0,0.0,7,1,606.82,87.622,10.829,
kvaefjord_04gk-ov_sb_amg.trs,2,93,747.36,22,131.033,17.53,16,100.851,13.49,0,0.0,6,1,575.395,68.515,,
kvaenangen_01um-02uk_kk_ifg.trs,3,548,2718.2,277,1783.29,65.61,139,1163.791,42.81,0,0.0,138,1,896.781,467.0,17.286,
kvaenangen_01um-ov_kk_eo.trs,2,147,702.04,40,258.32,36.8,17,113.895,16.22,0,0.0,23,1,251.788,,311.175,
kvaenangen_02uk-ov_kk_eo.trs,2,121,680.44,32,214.812,31.57,12,132.464,19.47,0,0.0,20,1,168.702,359.475,,
kvaenangen_03gm-04gk_eo_kk.trs,3,496,2343.48,364,2045.18,87.27,242,1663.749,70.99,0,0.0,122,1,197.096,452.159,,7.606
kvaenangen_03gm-ov_eo_ifg.trs,2,151,877.32,57,259.918,29.63,29,152.626,17.4,0,0.0,28,1,114.32,584.44,,
kvaenangen_04gk-ov_eo_kk.trs,2,129,921.76,32,164.762,17.87,15,90.018,9.77,0,0.0,17,1,170.878,635.968,,
kvam_03gm-sl_sb_lh.trs,2,161,793.0,45,217.254,27.4,22,98.792,12.46,0,0.0,23,1,582.123,112.085,,
kvam_04gk-mi_sb_lh.trs,2,157,1361.48,37,336.832,24.74,18,197.994,14.54,0,0.0,19,1,1091.241,72.245,,
kvinnherad_01um-02uk_amg_ahl_lh.trs,2,248,1515.813,144,1223.484,80.71,100,942.669,62.19,0,0.0,44,1,344.111,223.358,,
kvinnherad_01um-sl_amg_ahl_lh.trs,2,67,764.13,18,175.223,22.93,3,11.379,1.49,0,0.0,15,1,626.121,108.897,,
kvinnherad_02uk-eo_amg_ahl_lh.trs,2,50,567.7,12,92.49,16.29,8,79.127,13.94,0,0.0,4,1,399.471,71.371,,
kvinnherad_03gm-04gk_eo_sb.trs,2,264,1035.833,205,948.39,91.56,144,832.015,80.32,0,0.0,61,1,89.328,106.526,,
kvinnherad_03gm-sl_amg_lh.trs,2,143,853.952,43,345.323,40.44,20,117.842,13.8,0,0.0,23,1,95.557,634.38,,
kvinnherad_04gk-eo_amg_lh.trs,2,133,581.713,22,109.978,18.91,10,37.989,6.53,0,0.0,12,1,113.98,423.612,,
lakselv_01um-02uk_hl_eo.trs,3,402,2307.64,227,1766.162,76.54,130,1300.283,56.35,0,0.0,97,1,620.325,333.095,1.097,
lakselv_01um-ov_hl_eo.trs,2,82,831.28,24,154.108,18.54,13,84.421,10.16,0,0.0,11,1,129.127,583.678,,
lakselv_02uk-ov_hl_eo.trs,2,88,651.04,21,138.095,21.21,9,64.5,9.91,0,0.0,12,1,155.888,406.017,,
lakselv_03gm-04gk_ifg_kk.trs,2,418,2601.16,290,2218.289,85.28,207,1947.113,74.86,0,0.0,83,1,230.046,327.722,,
lakselv_03gm-ov_ifg_eo.trs,2,124,1113.08,54,274.621,24.67,28,141.683,12.73,0,0.0,26,1,167.231,777.94,,
lakselv_04gk-ov_ifg_eo.trs,2,135,984.36,40,219.855,22.33,22,157.147,15.96,0,0.0,18,1,161.765,660.678,,
landvik_01um-02uk_sb_amg.trs,2,191,1080.0,124,934.387,86.52,100,839.456,77.73,0,0.0,24,1,93.437,130.049,,
landvik_01um-lh_sb_amg.trs,2,149,727.68,35,172.156,23.66,26,137.764,18.93,0,0.0,9,1,467.838,110.498,,
landvik_02uk-sl_sb_lh.trs,2,84,720.04,28,123.546,17.16,11,60.542,8.41,0,0.0,17,1,555.07,99.539,,
landvik_03gm-04gk_amg_lh.trs,2,196,1528.88,115,1243.792,81.35,76,1068.964,69.92,0,0.0,39,1,214.915,199.107,,
landvik_03gm-sl_amg_lh.trs,2,106,1143.36,20,204.188,17.86,5,24.716,2.16,0,0.0,15,1,974.697,,124.501,
landvik_04gk-lh_amg_ahl.trs,2,70,606.32,24,120.602,19.89,12,53.185,8.77,0,0.0,12,1,419.997,128.798,,
langesund_01um-02uk_lh_mi.trs,2,263,1128.48,71,383.62,33.99,14,74.964,6.64,0,0.0,57,1,734.185,304.403,,
langesund_01um-sl_lh_eo.trs,2,100,438.84,19,91.465,20.84,4,17.463,3.98,0,0.0,15,1,195.193,215.167,,
langesund_02uk-sl_lh_mi.trs,2,126,398.52,29,100.604,25.24,8,24.12,6.05,0,0.0,21,1,183.933,173.035,,
langesund_03gm-04gk_eo_lh.trs,2,224,1220.96,139,955.379,78.25,75,622.429,50.98,0,0.0,64,1,230.424,357.399,,
langesund_03gm-amg_eo_lh.trs,2,50,617.08,14,134.882,21.86,2,28.536,4.62,0,0.0,12,1,164.632,407.72,,
langesund_04gk-amg_eo_lh.trs,2,60,773.12,15,154.559,19.99,4,15.352,1.99,0,0.0,11,1,158.079,504.972,,
lardal_01um-02uk_ifg_sb.trs,2,214,1433.76,127,1158.036,80.77,81,993.851,69.32,0,0.0,46,1,131.369,271.528,,
lardal_01um-sl_ifg_sb.trs,2,143,868.32,44,227.352,26.18,18,76.694,8.83,0,0.0,26,1,180.433,566.165,,
lardal_02uk-sr_ifg_sb.trs,2,146,822.24,44,257.395,31.3,11,54.936,6.68,0,0.0,33,1,228.375,508.119,,
lardal_03gm-04gk_amg_ifg_sb.trs,2,295,1522.08,226,1321.074,86.79,139,1026.019,67.41,0,0.0,87,1,142.479,307.174,,
lardal_03gm-sl_amg_ifg_sb.trs,2,125,984.96,21,146.917,14.92,8,28.259,2.87,0,0.0,13,1,200.268,633.411,,
lardal_04gk-sr_amg_ifg_sb.trs,2,198,954.24,38,182.743,19.15,19,101.876,10.68,0,0.0,19,1,104.666,699.206,,
lavangen_01um-02uk_ahl_ifg.trs,2,389,2254.6,129,1148.704,50.95,48,579.752,25.71,0,0.0,81,1,970.843,613.874,,
lavangen_01um-kb_ahl_ifg_sb.trs,2,99,1096.96,42,306.005,27.9,23,205.454,18.73,0,0.0,19,1,168.725,680.464,,
lavangen_02uk-kb_ahl_ifg.trs,2,88,927.56,26,135.17,14.57,11,68.132,7.35,0,0.0,15,1,140.525,693.72,,
lavangen_03gm-04gk_sb_eo.trs,3,233,2328.04,169,2089.94,89.77,133,1831.917,78.69,0,0.0,36,1,336.558,109.897,13.665,
lavangen_03gm-ov_sb_eo.trs,2,49,791.08,9,41.866,5.29,3,21.94,2.77,0,0.0,6,1,660.416,89.646,,
lavangen_04gk-ov_sb_eo.trs,2,87,1038.08,18,101.423,9.77,8,29.595,2.85,0,0.0,10,1,894.637,73.905,,
lierne_01um-02uk_hl_kk.trs,2,503,1798.52,119,800.789,44.52,47,372.987,20.74,0,0.0,72,1,562.499,843.527,,
lierne_01um-ta_hl_kk.trs,2,77,328.48,20,112.179,34.15,8,56.771,17.28,0,0.0,12,1,92.432,129.348,,
lierne_02uk-ta_hl_kk.trs,2,128,617.0,33,179.527,29.1,13,83.192,13.48,0,0.0,20,1,318.72,190.389,,
lierne_03gm-04gk_kk_hl_eo.trs,3,201,1931.6,124,1635.853,84.69,73,1356.201,70.21,0,0.0,51,1,18.501,315.434,232.463,
lierne_03gm-ta_kk_hl_eo.trs,2,63,802.92,17,157.051,19.56,13,128.323,15.98,0,0.0,4,1,90.313,569.492,,
lierne_04gk-ta_kk_hl_eo.trs,2,92,684.92,37,231.925,33.86,23,161.239,23.54,0,0.0,14,1,114.974,374.366,,
lindaas_01um-sl_ahl_lh.trs,2,115,588.28,35,180.831,30.74,7,40.168,6.83,0,0.0,28,1,189.201,358.911,,
lindaas_02uk-mi_ahl_amg.trs,2,56,388.28,12,69.282,17.84,5,35.981,9.27,0,0.0,7,1,101.125,248.527,,
lindaas_03gm-04gk_sb_mi.trs,3,217,1480.0,142,1288.058,87.03,109,1142.942,77.23,0,0.0,33,1,133.756,201.108,,
lindaas_03gm-sl_sb_lh.trs,2,135,752.52,37,171.31,22.76,19,102.332,13.6,0,0.0,18,1,510.818,139.37,,
lindaas_04gk-mi_sb_lh.trs,2,57,614.48,20,176.511,28.73,9,54.713,8.9,0,0.0,11,1,461.552,98.215,,
lom_01um-02uk_amg_lh.trs,2,131,1796.16,49,562.015,31.29,29,376.196,20.94,0,0.0,20,1,274.883,195.245,,
lom_01um-jk_amg_lh.trs,2,45,786.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,1,169.838,595.812,,
lom_02uk-jk_amg_lh.trs,2,65,851.32,6,38.857,4.56,1,1.51,0.18,0,0.0,5,1,239.163,584.653,,
lom_03gm-04gk_amg_eo_lh.trs,2,179,1206.52,119,1080.881,89.59,79,937.183,77.68,0,0.0,40,1,165.288,101.163,,
lom_03gm-mi_amg_eo_as.trs,2,50,982.92,6,34.285,3.49,3,19.523,1.99,0,0.0,3,1,97.257,848.422,,
lom_04gk-sl_amg_eo_as.trs,2,109,940.64,37,131.709,14.0,13,48.645,5.17,0,0.0,24,1,133.524,756.635,,
lommedalen_01um-02uk_kk_hl.trs,2,220,1492.32,127,1142.936,76.59,88,934.718,62.64,0,0.0,39,1,240.159,308.965,,
lommedalen_01um-ifg_kk_hl.trs,2,69,883.68,17,95.272,10.78,7,48.194,5.45,0,0.0,10,1,102.321,713.657,,
lommedalen_02uk-ifg_kk_hl.trs,2,153,797.28,43,260.1,32.62,18,138.544,17.38,0,0.0,25,1,231.29,410.323,,
lommedalen_03gm-04gk_ifg_sb.trs,2,112,1143.08,91,1104.249,96.6,65,916.584,80.19,0,0.0,26,1,60.754,165.742,,
lommedalen_03gm-amg_ifg_sb.trs,2,54,1131.44,22,104.151,9.21,10,66.993,5.92,0,0.0,12,1,39.971,1018.92,,
lommedalen_04gk-amg_ifg_sb.trs,2,57,1027.8,22,104.539,10.17,10,64.774,6.3,0,0.0,12,1,55.722,884.839,,
luster_01um-06uk_sb_lh.trs,3,206,1632.0,148,1439.52,88.21,85,1079.758,66.16,0,0.0,63,1,318.839,218.233,4.439,
luster_01um-ov_sb_lh.trs,3,73,584.28,12,131.836,22.56,4,42.016,7.19,0,0.0,8,1,389.289,148.826,1.335,
luster_02uk-06uk_sb_lh.trs,3,222,1296.48,85,704.802,54.36,38,466.709,36.0,0,0.0,47,1,302.336,210.616,7.025,
luster_02uk-ov_sb_lh.trs,2,58,554.28,14,103.574,18.69,1,7.349,1.33,0,0.0,13,1,108.649,430.746,,
luster_03gm-04gk_sb_lh.trs,3,243,1247.04,107,811.156,65.05,70,683.813,54.83,0,0.0,37,1,381.194,137.72,18.677,
luster_03gm-ov_sb_lh.trs,2,71,440.12,18,116.369,26.44,7,29.473,6.7,0,0.0,11,1,124.745,285.902,,
luster_04gk-ov_sb_lh_amg.trs,2,43,486.2,9,102.713,21.13,2,48.331,9.94,0,0.0,7,1,89.315,332.453,,
luster_06uk-ov_sb_lh.trs,2,37,815.8,0,0.0,0.0,0,0.0,0.0,0,0.0,0,1,709.448,87.465,,
lyngdal_01um-02uk_lh_amg.trs,2,177,1097.92,84,845.656,77.02,30,340.438,31.01,0,0.0,54,1,159.443,586.592,,
lyngdal_01um-mi_lh_ahl_lh.trs,2,86,660.64,8,47.83,7.24,2,17.814,2.7,0,0.0,6,1,161.997,478.11,,
lyngdal_03gm-04gk_sr_lh.trs,2,171,1063.103,95,828.971,77.98,59,621.272,58.44,0,0.0,36,1,215.278,168.084,,
lyngdal_03gm-mi_sr_lh.trs,2,78,908.2,12,51.012,5.62,5,22.775,2.51,0,0.0,7,1,755.922,114.661,,
lyngdal_04gk-sl_sr_lh.trs,2,95,727.44,20,105.039,14.44,6,17.783,2.44,0,0.0,14,1,560.771,125.304,,
medby_74-75_lh_as.trs,3,256,1102.36,43,306.506,27.8,15,82.344,7.47,0,0.0,28,1,340.426,618.768,60.178,
medby_74-jbj_lh_as.trs,2,219,1318.76,30,222.904,16.9,5,41.808,3.17,0,0.0,25,1,405.047,871.905,,
medby_75-jbj_lh_as.trs,2,187,724.28,28,158.537,21.89,6,59.187,8.17,0,0.0,22,1,278.392,375.374,,
mefjordvaer_19-20_sl_as.trs,2,176,1509.0,121,1353.359,89.69,93,1203.656,79.77,0,0.0,28,1,87.149,218.195,,
mefjordvaer_19-jbj_sl_as_sl_as.trs,2,100,956.76,37,402.707,42.09,20,240.955,25.18,0,0.0,17,1,132.484,573.379,,
mefjordvaer_20-mn_sl_as.trs,2,97,873.68,37,373.394,42.74,21,174.174,19.94,0,0.0,16,1,65.644,633.003,,
meraaker_01um-02uk_ifg_sb.trs,2,188,1236.0,135,1087.42,87.98,86,862.684,69.8,0,0.0,49,1,159.375,191.072,,
meraaker_01um-jk_ifg_sb.trs,2,54,693.638,10,90.193,13.0,1,10.501,1.51,0,0.0,9,1,69.75,598.642,,
meraaker_02uk-jk_ifg_sb.trs,2,29,670.158,5,49.221,7.34,1,2.819,0.42,0,0.0,4,1,48.579,610.914,,
meraaker_03gm-04gk_sb_lh.trs,3,392,1650.0,229,1307.29,79.23,161,1117.56,67.73,0,0.0,68,1,126.351,377.022,3.506,
meraaker_03gm-jk_sb_lh.trs,2,69,764.28,6,18.898,2.47,4,16.846,2.2,0,0.0,2,1,636.377,74.213,,
meraaker_04gk-jk_sb_lh.trs,2,41,522.0,7,24.635,4.72,3,9.015,1.73,0,0.0,4,1,446.014,45.961,,
mo_i_rana_01um-02uk_hl_eo.trs,3,306,2042.76,123,1376.434,67.38,26,311.643,15.26,0,0.0,97,1,309.099,1365.29,21.326,
mo_i_rana_01um-ov_hl_eo.trs,2,173,598.36,27,122.134,20.41,6,37.846,6.32,0,0.0,21,1,203.406,319.334,,
mo_i_rana_02uk-ov_hl_ifg.trs,2,66,691.0,18,129.035,18.67,5,28.357,4.1,0,0.0,13,1,474.456,142.488,,
mo_i_rana_03gm-04gk_sb_ifg.trs,3,349,1947.4,197,1657.51,85.11,117,1335.223,68.56,0,0.0,80,1,275.134,216.353,69.057,
mo_i_rana_03gm-ov_sb_ifg.trs,2,132,583.92,29,122.003,20.89,14,74.712,12.79,0,0.0,15,1,385.601,87.574,,
