file,n_speakers_declared,total_turns,total_duration_sec,overlap_turns_original,overlap_sec_original,overlap_pct_original,overlap_turns_after_threshold,overlap_sec_after_threshold,overlap_pct_after_threshold,unresolved_multi_no_who_turns,unresolved_multi_no_who_sec,assigned_due_to_threshold_turns,words_threshold,sec_spk1,sec_spk2,sec_spk3,sec_spk4,sec_spk5
trondheim_01um-lks_ifg_sb.trs,2,70,539.52,4,21.446,3.98,0,0.0,0.0,0,0.0,4,4,117.482,401.631,,,
trondheim_02uk-lks_ifg_sb.trs,2,62,562.88,3,6.145,1.09,0,0.0,0.0,0,0.0,3,4,104.807,434.44,,,
trondheim_03gm-04gk_sb_amg.trs,2,246,1236.0,138,1041.198,84.24,43,461.439,37.33,0,0.0,95,4,301.095,467.385,,,
trondheim_03gm-ran_sb_amg.trs,2,119,658.4,58,298.602,45.35,15,81.372,12.36,0,0.0,43,4,439.629,132.845,,,
trondheim_04gk-ran_sb_amg.trs,2,155,654.0,73,356.301,54.48,13,53.404,8.17,0,0.0,60,4,390.391,204.267,,,
trysil_01um-02uk_sb_mi.trs,2,256,1131.76,95,690.739,61.03,10,73.372,6.48,0,0.0,85,4,482.938,575.45,,,
trysil_01um-ifg_sb_mi.trs,2,100,926.12,14,103.328,11.16,0,0.0,0.0,0,0.0,14,4,656.504,259.6,,,
trysil_02uk-sl_sb_lh.trs,2,125,711.72,29,122.202,17.17,1,1.312,0.18,0,0.0,28,4,476.136,234.272,,,
trysil_03gm-04gk_eo_ifg_amg.trs,2,191,1038.72,127,934.866,90.0,32,465.887,44.85,0,0.0,95,4,286.327,269.908,,,
trysil_03gm-ifg_eo_lh.trs,2,27,813.08,2,7.909,0.97,0,0.0,0.0,0,0.0,2,4,52.777,743.514,,,
trysil_04gk-sl_eo_lh.trs,2,129,781.44,49,225.495,28.86,10,40.734,5.21,0,0.0,39,4,97.558,627.242,,,
valle_01um-02uk_eo_amg.trs,2,197,1281.0,143,1112.617,86.86,56,630.273,49.2,0,0.0,87,4,309.651,320.543,,,
valle_01um-sl_eo_amg.trs,2,79,825.0,14,57.345,6.95,1,1.502,0.18,0,0.0,13,4,145.92,669.589,,,
valle_02uk-eo_eo_amg.trs,2,112,858.84,31,189.949,22.12,5,48.579,5.66,0,0.0,26,4,154.249,635.67,,,
valle_03gm-04gk_eo_amg_lh.trs,2,218,1368.16,132,1096.817,80.17,40,485.19,35.46,0,0.0,92,4,422.516,451.838,,,
valle_03gm-eo_eo_amg.trs,2,109,834.12,13,56.228,6.74,4,6.759,0.81,0,0.0,9,4,258.148,550.567,,,
valle_04gk-sl_eo_amg.trs,2,117,833.8,36,313.366,37.58,2,1.598,0.19,0,0.0,34,4,159.562,660.335,,,
vang_01um-02uk_eo_amg_as.trs,2,214,1314.64,147,1166.758,88.75,56,668.58,50.86,0,0.0,91,4,318.731,324.11,,,
vang_01um-mi_eo_as.trs,2,79,781.28,11,94.243,12.06,1,19.088,2.44,0,0.0,10,4,141.121,608.99,,,
vang_02uk-sl_eo_as.trs,2,62,525.24,5,16.283,3.1,0,0.0,0.0,0,0.0,5,4,130.972,393.815,,,
vang_03gm-04gk_lh_eo_sl.trs,2,187,1298.88,132,1135.664,87.43,49,664.907,51.19,0,0.0,83,4,355.697,271.885,,,
vang_03gm-sl_lh_eo_as.trs,2,99,1129.12,16,106.729,9.45,0,0.0,0.0,0,0.0,16,4,222.941,738.207,,,
vang_04gk-mi_lh_eo_as.trs,2,102,1052.52,15,106.901,10.16,1,7.393,0.7,0,0.0,14,4,139.588,884.529,,,
vardoe_01um-02uk_eo_kk.trs,3,414,2470.96,218,1788.786,72.39,83,825.01,33.39,0,0.0,135,4,603.513,1026.528,8.275,,
vardoe_01um-kb_eo_kk.trs,2,129,765.84,35,175.62,22.93,3,11.612,1.52,0,0.0,32,4,267.812,470.868,,,
vardoe_02uk-kb_eo_kk.trs,2,135,972.4,34,195.915,20.15,9,57.628,5.93,0,0.0,25,4,289.359,601.651,,,
vardoe_03gm-04gk_kk_eo.trs,2,413,2913.0,351,2786.568,95.66,194,2128.751,73.08,0,0.0,157,4,280.553,480.286,,,
vardoe_03gm-kb_kk_eo.trs,2,130,1136.32,62,363.953,32.03,14,97.921,8.62,0,0.0,48,4,144.428,872.503,,,
vardoe_04gk-kb_kk_eo.trs,2,178,1294.04,128,960.728,74.24,42,287.796,22.24,0,0.0,86,4,114.537,879.146,,,
vegaarshei_01um-02uk_ifg_eo.trs,2,244,1102.04,173,965.202,87.58,64,530.462,48.13,0,0.0,109,4,247.202,315.147,,,
vegaarshei_01um-sl_lh_amg.trs,2,101,1110.0,34,165.645,14.92,9,64.463,5.81,0,0.0,25,4,161.575,822.519,,,
vegaarshei_02uk-eo_sr_eo.trs,2,148,1204.6,36,131.645,10.93,7,35.648,2.96,0,0.0,29,4,171.503,983.143,,,
vegaarshei_03gm-04gk_sb_eo_lh.trs,2,177,1218.0,95,993.463,81.57,22,360.694,29.61,0,0.0,73,4,443.06,365.798,,,
vegaarshei_03gm-sl_eo_lh.trs,2,82,888.0,30,259.399,29.21,3,16.686,1.88,0,0.0,27,4,144.184,666.441,,,
vegaarshei_04gk-eo_sb_lh.trs,2,90,728.64,20,156.366,21.46,2,19.674,2.7,0,0.0,18,4,554.75,129.653,,,
vennesla_01um-02uk_eo_lh.trs,3,382,1263.04,188,964.023,76.33,28,236.822,18.75,0,0.0,160,4,322.916,683.056,13.355,,
vennesla_01um-sl_eo_lh.trs,2,77,608.48,20,71.414,11.74,1,0.869,0.14,0,0.0,19,4,484.103,123.508,,,
vennesla_02uk-sl_eo_lh.trs,2,88,658.88,33,174.911,26.55,2,2.099,0.32,0,0.0,31,4,510.379,146.402,,,
vennesla_03gm-04gk_lh_mi.trs,2,307,1121.8,148,822.388,73.31,23,240.328,21.42,0,0.0,125,4,476.173,401.984,,,
vennesla_03gm-sl_lh_ahl_lh.trs,2,54,2371.08,10,56.917,2.4,2,13.26,0.56,0,0.0,8,4,1809.872,547.948,,,
vennesla_04gk-sl_lh_mi.trs,2,123,561.44,42,174.464,31.07,8,13.02,2.32,0,0.0,34,4,158.566,380.506,,,
vestre_slidre_03gm-04gk_ifg_eo.trs,2,306,1344.0,160,887.492,66.03,25,209.579,15.59,0,0.0,135,4,456.47,655.174,,,
vestre_slidre_03gm-ifg_ifg_eo.trs,2,111,650.88,23,114.775,17.63,2,9.94,1.53,0,0.0,21,4,217.032,397.414,,,
vestre_slidre_04gk-ifg_ifg_eo.trs,2,158,967.36,37,193.828,20.04,5,14.393,1.49,0,0.0,32,4,284.621,660.429,,,
vinje_01um-05um_amg_lh.trs,2,204,1272.0,76,760.132,59.76,10,133.031,10.46,0,0.0,66,4,494.227,633.796,,,
vinje_01um-as_amg_lh.trs,2,64,339.96,10,50.9,14.97,0,0.0,0.0,0,0.0,10,4,148.697,186.112,,,
vinje_04gk-08gk_lh_mi.trs,2,127,1204.48,80,922.874,76.62,29,538.995,44.75,0,0.0,51,4,236.276,416.045,,,
vinje_04gk-sl_lh_amg_mi.trs,2,51,912.0,9,40.47,4.44,1,5.08,0.56,0,0.0,8,4,99.561,799.799,,,
vinje_05um-as_amg_lh.trs,2,64,446.44,10,44.839,10.04,0,0.0,0.0,0,0.0,10,4,296.694,140.851,,,
vinje_08gk-sl_lh_sl_mi.trs,2,87,952.92,15,314.049,32.96,0,0.0,0.0,0,0.0,15,4,357.264,585.187,,,
volda_01um-02uk_sb_ifg.trs,2,176,1321.44,88,1089.899,82.48,15,359.482,27.2,0,0.0,73,4,507.277,447.098,,,
volda_01um-amr_sb_ifg.trs,2,56,498.76,9,40.224,8.06,1,1.017,0.2,0,0.0,8,4,409.257,85.624,,,
volda_02uk-amr_sb_ifg.trs,2,94,603.32,26,125.286,20.77,5,18.34,3.04,0,0.0,21,4,475.929,94.48,,,
volda_03gm-04gk_sb_eo.trs,2,255,1215.88,136,937.982,77.14,49,586.412,48.23,0,0.0,87,4,248.28,362.549,,,
volda_03gm-amr_sb_eo.trs,2,95,899.08,18,149.14,16.59,2,21.285,2.37,0,0.0,16,4,721.83,129.934,,,
volda_04gk-amr_sb_eo.trs,2,161,768.48,38,148.357,19.31,7,30.286,3.94,0,0.0,31,4,579.087,139.988,,,
voss_01um-02uk_mi_lh.trs,2,330,1502.76,163,1105.798,73.58,25,206.059,13.71,0,0.0,138,4,671.547,622.722,,,
voss_01um-sl_mi_lh.trs,2,116,651.64,22,129.535,19.88,3,8.888,1.36,0,0.0,19,4,157.43,481.338,,,
voss_02uk-mi_sb_mi.trs,2,66,726.08,11,87.926,12.11,1,8.06,1.11,0,0.0,10,4,610.852,105.57,,,
voss_03gm-04gk_sb_mi.trs,2,184,1350.04,122,1228.081,90.97,40,666.368,49.36,0,0.0,82,4,377.125,301.92,,,
voss_03gm-mi_sb_mi.trs,2,59,647.96,15,139.509,21.53,2,9.086,1.4,0,0.0,13,4,542.744,84.683,,,
voss_04gk-sl_mi_lh.trs,2,210,849.08,56,229.404,27.02,3,8.614,1.01,0,0.0,53,4,224.656,604.145,,,
