file,n_speakers_declared,total_turns,total_duration_sec,overlap_turns_original,overlap_sec_original,overlap_pct_original,overlap_turns_after_threshold,overlap_sec_after_threshold,overlap_pct_after_threshold,unresolved_multi_no_who_turns,unresolved_multi_no_who_sec,assigned_due_to_threshold_turns,words_threshold,sec_spk1,sec_spk2,sec_spk3,sec_spk4,sec_spk5
alvdal_03gm-04gk_hcfh_as.trs,3,283,1439.934,163,1090.188,75.71,96,826.338,57.39,0,0.0,67,2,309.058,214.422,4.474,,
alvdal_03gm-jbj_hcfh_as.trs,2,114,990.28,36,263.102,26.57,7,43.09,4.35,0,0.0,29,2,179.524,677.078,,,
alvdal_04gk-jbj_hcfh_amg_as.trs,2,177,961.96,32,144.992,15.07,10,47.392,4.93,0,0.0,22,2,281.003,632.635,,,
aremark_01um-02uk_ahl_eo.trs,3,375,1222.08,157,812.063,66.45,45,288.826,23.63,0,0.0,112,2,390.522,531.357,,0.93,
aremark_01um-lh_ahl_eo.trs,2,145,732.48,40,172.755,23.58,13,74.822,10.21,0,0.0,27,2,233.767,410.417,,,
aremark_02uk-lh_ahl_eo.trs,2,154,520.16,48,200.441,38.53,13,49.394,9.5,0,0.0,35,2,232.904,207.71,,,
aremark_03gm-04gk_eo_sb.trs,2,265,1816.8,228,1700.552,93.6,132,1319.888,72.65,0,0.0,96,2,160.649,320.357,,,
aremark_03gm-lh_eo_sb.trs,2,105,899.04,36,221.491,24.64,17,88.882,9.89,0,0.0,19,2,618.29,177.321,,,
aremark_04gk-rvf_eo_sb.trs,2,209,915.36,110,354.233,38.7,50,196.137,21.43,0,0.0,60,2,150.22,527.684,,,
aure_01um-02uk_sb_amg.trs,2,162,1252.4,97,1014.975,81.04,36,545.599,43.56,0,0.0,61,2,379.75,294.424,,,
aure_01um-ta_sb_lh.trs,2,96,714.0,26,172.248,24.12,11,86.532,12.12,0,0.0,15,2,394.874,191.781,,,
aure_02uk-ta_sb_lh.trs,2,113,792.76,36,395.98,49.95,13,213.509,26.93,0,0.0,23,2,332.482,216.101,,,
aure_03gm-04gk_sb_lh.trs,2,185,1152.0,111,930.867,80.8,57,625.579,54.3,0,0.0,54,2,203.961,315.95,,,
aure_03gm-ta_sb_lh.trs,2,75,639.8,17,173.88,27.18,7,82.752,12.93,0,0.0,10,2,422.72,129.392,,,
aure_04gk-ta_sb_lh.trs,2,52,678.0,18,157.537,23.24,7,106.049,15.64,0,0.0,11,2,465.014,89.744,,,
ballangen_01um-02uk_ifg_eo.trs,2,407,1661.12,132,807.48,48.61,24,182.439,10.98,0,0.0,108,2,877.719,566.287,,,
ballangen_01um-kb_ifg_eo.trs,2,98,490.68,26,157.815,32.16,4,32.916,6.71,0,0.0,22,2,267.93,177.481,,,
ballangen_02uk-kb_ifg_eo.trs,2,105,528.8,37,183.189,34.64,7,29.862,5.65,0,0.0,30,2,176.145,287.642,,,
ballangen_03gm-04gk_kk_sb.trs,3,154,1802.76,127,1720.204,95.42,100,1587.697,88.07,0,0.0,27,2,93.332,98.567,6.834,,
ballangen_03gm-kb_kk_sb.trs,2,82,703.68,39,364.212,51.76,20,218.841,31.1,0,0.0,19,2,394.118,77.169,,,
ballangen_04gk-kb_kk_sb.trs,2,88,660.04,49,371.085,56.22,19,162.93,24.68,0,0.0,30,2,404.018,81.551,,,
beiarn_01um-02uk_kk_sb.trs,2,417,2036.28,262,1662.781,81.66,71,602.452,29.59,0,0.0,191,2,597.33,823.935,,,
beiarn_01um-kb_kk_sb.trs,3,132,724.52,48,188.925,26.08,14,48.869,6.74,0,0.0,34,2,418.85,215.97,1.469,,
beiarn_02uk-kb_kk_sb.trs,2,101,663.8,41,226.417,34.11,18,109.63,16.52,0,0.0,23,2,381.299,154.389,,,
beiarn_03gm-04gk_kk_sb.trs,2,273,1556.04,167,1194.021,76.73,60,543.477,34.93,0,0.0,107,2,523.579,485.337,,,
beiarn_03gm-kb_sb_kk.trs,2,190,790.0,77,377.91,47.84,31,155.343,19.66,0,0.0,46,2,493.984,126.736,,,
beiarn_04gk-kb_sb_kk.trs,2,174,677.68,58,201.039,29.67,20,88.917,13.12,0,0.0,38,2,361.526,189.033,,,
beiarn_05um-kb_kk_eo.trs,2,74,620.2,19,154.71,24.95,5,43.86,7.07,0,0.0,14,2,426.57,147.114,,,
bergen_01um-02uk_amg_sb_eo.trs,2,225,1060.8,100,624.629,58.88,27,228.711,21.56,0,0.0,73,2,421.53,268.422,,,
bergen_01um-mi_amg_sb_lh.trs,2,87,729.095,18,96.911,13.29,4,28.501,3.91,0,0.0,14,2,164.869,519.059,,,
bergen_02uk-sl_amg_sb_lh.trs,2,127,499.2,29,135.683,27.18,7,28.129,5.63,0,0.0,22,2,148.655,302.98,,,
bergen_03gm-04gk_sb_lh.trs,3,144,1278.24,114,1189.726,93.08,78,1020.922,79.87,0,0.0,36,2,131.311,111.078,0.954,,
bergen_03gm-mi_sb_lh.trs,3,39,690.24,14,105.933,15.35,5,66.322,9.61,0,0.0,9,2,579.181,36.915,,,
bergen_04gk-sl_sb_lh.trs,2,144,934.56,33,136.169,14.57,6,31.502,3.37,0,0.0,27,2,692.532,190.136,,,
bjugn_15-19_sb_ifg.trs,2,245,1748.16,173,1588.829,90.89,106,1340.371,76.67,0,0.0,67,2,167.705,186.236,,,
bjugn_15-aml_sb_ifg.trs,2,122,887.52,20,97.132,10.94,6,20.057,2.26,0,0.0,14,2,734.654,122.53,,,
bjugn_16-23_hl_kk_ifg.trs,2,228,1340.44,93,708.885,52.88,29,324.52,24.21,0,0.0,64,2,650.812,332.99,,,
bjugn_19-aml_sb_ifg.trs,2,90,842.88,33,141.527,16.79,15,83.024,9.85,0,0.0,18,2,651.637,85.015,,,
bjugn_23-pmk_hl_kk.trs,2,93,884.16,21,136.197,15.4,11,78.995,8.93,0,0.0,10,2,261.09,539.376,,,
bodoe_01um-02uk_eo_sb.trs,2,271,1307.64,101,835.501,63.89,33,359.679,27.51,0,0.0,68,2,451.303,493.391,,,
bodoe_01um-kb_eo_sb.trs,2,121,462.08,32,138.279,29.93,3,12.186,2.64,0,0.0,29,2,220.9,208.459,,,
bodoe_02uk-kb_eo_sb.trs,2,95,630.96,21,118.036,18.71,2,5.198,0.82,0,0.0,19,2,218.907,381.553,,,
bodoe_03gm-04gk_sb_eo.trs,2,176,1428.4,115,1286.832,90.09,67,946.257,66.25,0,0.0,48,2,195.089,276.692,,,
bodoe_03gm-kb_sb_eo.trs,2,99,727.64,20,121.318,16.67,5,55.025,7.56,0,0.0,15,2,465.818,179.73,,,
bodoe_04gk-kb_sb_eo.trs,2,143,703.16,39,145.268,20.66,15,72.193,10.27,0,0.0,24,2,432.362,172.993,,,
boemlo_01um-02uk_amg_sb_lh.trs,2,249,1236.502,144,1017.579,82.29,56,589.792,47.7,0,0.0,88,2,391.295,241.641,,,
boemlo_01um-sl_amg_sb_lh.trs,2,178,745.41,40,173.898,23.33,5,17.583,2.36,0,0.0,35,2,188.86,515.888,,,
boemlo_02uk-eo_amg_sb_lh.trs,2,59,661.793,8,76.56,11.57,0,0.0,0.0,0,0.0,8,2,99.925,556.383,,,
boemlo_03gm-04gk_ahl_lh.trs,2,159,1554.218,124,1447.179,93.11,84,1206.269,77.61,0,0.0,40,2,80.13,248.846,,,
boemlo_03gm-sl_ahl_lh.trs,2,103,1235.033,36,284.134,23.01,16,56.802,4.6,0,0.0,20,2,90.813,1081.647,,,
boemlo_04gk-eo_ahl_lh.trs,2,42,906.738,15,151.265,16.68,5,92.813,10.24,0,0.0,10,2,80.867,733.058,,,
botnhamn_03-06_as_mi_sl_as.trs,3,332,1910.12,164,1421.119,74.4,80,884.003,46.28,0,0.0,84,2,416.091,607.952,0.572,,
botnhamn_03-mn_mi_as.trs,2,65,692.72,29,263.011,37.97,11,43.039,6.21,0,0.0,18,2,33.751,606.248,,,
botnhamn_06-jbj_as.trs,2,75,684.36,13,110.067,16.08,5,44.482,6.5,0,0.0,8,2,456.427,183.451,,,
brekkom_01um-03gm_amg_eo_as.trs,3,294,1412.56,161,1056.554,74.8,60,541.284,38.32,0,0.0,101,2,382.489,459.794,7.445,,
brekkom_01um-sl_amg_eo_as.trs,3,64,467.96,9,44.846,9.58,0,0.0,0.0,0,0.0,9,2,344.676,122.855,0.429,,
brekkom_02uk-04gk_amg_hcfh_as.trs,2,276,1343.24,141,988.65,73.6,38,405.456,30.18,0,0.0,103,2,523.638,387.36,,,
brekkom_02uk-sl_amg_hcfh_as.trs,2,80,446.0,15,51.441,11.53,2,4.005,0.9,0,0.0,13,2,97.266,323.433,,,
brekkom_03gm-sl_amg_eo_as.trs,2,98,425.24,18,78.02,18.35,4,22.979,5.4,0,0.0,14,2,138.307,249.708,,,
brekkom_04gk-iii_amg_hcfh_as.trs,2,92,739.76,25,187.101,25.29,10,92.214,12.47,0,0.0,15,2,221.03,419.624,,,
brunlanes_01um-02uk_ahl_amg.trs,2,477,1523.52,250,1074.128,70.5,74,418.67,27.48,0,0.0,176,2,514.183,553.87,,,
brunlanes_01um-ifg_ahl_amg.trs,2,51,890.88,12,50.887,5.71,1,9.212,1.03,0,0.0,11,2,88.012,730.405,,,
brunlanes_02uk-ifg_ahl_amg.trs,2,126,864.0,42,222.127,25.71,9,40.518,4.69,0,0.0,33,2,213.062,589.529,,,
brunlanes_03gm-04gk_ifg_amg.trs,2,298,1582.56,204,1380.12,87.21,98,980.935,61.98,0,0.0,106,2,185.552,387.939,,,
brunlanes_03gm-ifg_ifg_amg.trs,2,68,839.04,15,166.329,19.82,4,8.018,0.96,0,0.0,11,2,83.214,722.577,,,
brunlanes_04gk-ifg_ifg_amg.trs,2,36,962.88,12,273.265,28.38,4,56.938,5.91,0,0.0,8,2,35.032,791.052,,,
bud_01um-02uk_eo_hl_ifg.trs,2,452,1823.36,184,1102.339,60.46,70,445.649,24.44,0,0.0,114,2,716.513,615.496,,,
bud_01um-ma_eo_lh.trs,2,102,668.72,24,128.912,19.28,7,47.798,7.15,0,0.0,17,2,513.903,88.465,,,
bud_02uk-ma_eo_hl_ifg.trs,2,113,675.0,24,108.036,16.01,3,8.049,1.19,0,0.0,21,2,199.611,455.321,,,
bud_03gm-04gk_hl_eo.trs,2,271,1830.92,114,1182.713,64.6,48,662.593,36.19,0,0.0,66,2,633.381,510.264,,,
bud_03gm-ma_hl_eo.trs,2,127,767.52,31,136.14,17.74,4,19.022,2.48,0,0.0,27,2,143.954,578.726,,,
bud_04gk-ma_hl_eo.trs,2,81,731.0,20,89.701,12.27,7,32.496,4.45,0,0.0,13,2,553.19,138.579,,,
dalsbygda_01um-02uk_ifg_eo.trs,2,337,1551.36,155,1086.713,70.05,46,434.132,27.98,0,0.0,109,2,567.433,539.278,,,
dalsbygda_01um-ifg_ifg_eo.trs,2,122,1646.88,22,130.428,7.92,2,9.624,0.58,0,0.0,20,2,226.777,439.713,,,
dalsbygda_02uk-ifg_ifg_eo.trs,2,143,812.88,44,219.221,26.97,6,49.878,6.14,0,0.0,38,2,225.339,526.568,,,
dalsbygda_03gm-04gk_ifg_eo.trs,2,267,1646.88,153,1351.072,82.04,72,929.959,56.47,0,0.0,81,2,265.799,438.178,,,
dalsbygda_03gm-ifg_ifg_eo.trs,3,127,936.16,26,145.4,15.53,5,20.5,2.19,0,0.0,21,2,223.177,677.332,4.284,,
dalsbygda_04gk-ifg_ifg_eo.trs,2,231,960.88,58,204.299,21.26,7,30.474,3.17,0,0.0,51,2,276.211,635.125,,,
darbu_01um-02uk_ifg_amg.trs,2,297,1645.64,147,1087.035,66.06,44,412.41,25.06,0,0.0,103,2,751.64,424.946,,,
darbu_01um-sl_ifg_amg.trs,2,134,749.04,32,153.785,20.53,10,35.395,4.73,0,0.0,22,2,241.22,461.193,,,
darbu_02uk-ks_ifg_amg.trs,2,84,745.52,23,203.636,27.31,6,68.737,9.22,0,0.0,17,2,161.562,506.303,,,
darbu_03gm-04gk_sb_lh.trs,3,349,1240.68,167,830.285,66.92,82,522.276,42.1,0,0.0,85,2,454.249,264.155,,,
darbu_03gm-sl_sb_lh.trs,2,88,571.72,19,118.648,20.75,2,7.87,1.38,0,0.0,17,2,461.879,101.971,,,
darbu_04gk-ks_sb_lh.trs,2,161,876.28,35,149.647,17.08,11,69.695,7.95,0,0.0,24,2,560.094,246.491,,,
drevsjoe_01um-02uk_lh_as.trs,2,311,1129.0,97,572.184,50.68,12,138.963,12.31,0,0.0,85,2,400.962,564.606,,,
drevsjoe_01um-ms_amg_as.trs,2,94,818.0,9,107.992,13.2,2,23.632,2.89,0,0.0,7,2,295.704,484.284,,,
drevsjoe_02uk-ms_lh_as.trs,2,49,466.6,7,30.926,6.63,0,0.0,0.0,0,0.0,7,2,137.754,290.666,,,
drevsjoe_03gm-04gk_mi_as.trs,2,169,1201.08,120,1050.097,87.43,55,699.665,58.25,0,0.0,65,2,199.406,302.009,,,
drevsjoe_03gm-ms_lh_sl_as.trs,2,46,859.0,4,40.548,4.72,1,2.957,0.34,0,0.0,3,2,76.808,761.009,,,
drevsjoe_04gk-ms_as_sl_as.trs,2,45,887.36,4,19.27,2.17,0,0.0,0.0,0,0.0,4,2,123.707,568.186,,,
eidfjord_01um-02uk_amg_sb_lh.trs,2,267,1451.6,126,1117.752,77.0,54,715.369,49.28,0,0.0,72,2,373.508,355.998,,,
eidfjord_01um-sl_amg_sb_lh.trs,2,44,577.64,9,144.621,25.04,2,11.586,2.01,0,0.0,7,2,40.271,520.107,,,
eidfjord_02uk-mi_amg_sb_lh.trs,2,122,893.12,32,288.008,32.25,8,85.568,9.58,0,0.0,24,2,112.53,681.477,,,
eidfjord_03gm-04gk_sb_lh.trs,3,193,1788.96,125,1629.473,91.08,55,1174.793,65.67,0,0.0,70,2,381.37,232.153,,0.644,
eidfjord_03gm-sl_sb_amg.trs,2,69,706.76,15,178.019,25.19,4,37.322,5.28,0,0.0,11,2,576.877,92.561,,,
eidfjord_04gk-mi_sb_lh.trs,2,46,806.6,11,83.781,10.39,6,66.419,8.23,0,0.0,5,2,666.665,71.775,,,
enebakk_01um-02uk_kk_eo.trs,2,233,1452.0,148,1231.86,84.84,65,800.538,55.13,0,0.0,83,2,,,305.294,333.464,
enebakk_01um-ifg_kk_eo.trs,2,87,722.12,28,178.204,24.68,9,38.379,5.31,0,0.0,19,2,161.248,512.173,,,
enebakk_02uk-ifg_kk_eo.trs,2,106,748.4,33,182.338,24.36,8,43.534,5.82,0,0.0,25,2,188.623,502.057,,,
enebakk_03gm-04gk_ifg_sb.trs,2,323,2054.32,243,1645.771,80.11,136,1199.432,58.39,0,0.0,107,2,225.096,436.869,,,
enebakk_03gm-sr_ifg_sb.trs,2,142,1112.16,45,276.221,24.84,13,72.892,6.55,0,0.0,32,2,121.821,813.604,,,
enebakk_04gk-sr_ifg_sb.trs,2,48,908.16,13,94.847,10.44,4,17.337,1.91,0,0.0,9,2,47.607,720.922,,,
evje_01um-02uk_eo_lh_lh.trs,3,302,1229.48,94,695.264,56.55,27,219.871,17.88,0,0.0,67,2,668.443,318.737,0.41,,
evje_01um-sl_eo_lh.trs,2,138,793.32,26,121.945,15.37,6,30.072,3.79,0,0.0,20,2,310.066,426.83,,,
evje_02uk-eo_eo_lh.trs,2,75,572.96,13,79.981,13.96,3,33.012,5.76,0,0.0,10,2,198.847,327.007,,,
evje_03gm-04gk_ifg_lh.trs,2,255,1254.4,163,1012.479,80.71,93,712.26,56.78,0,0.0,70,2,249.793,220.103,,,
evje_03gm-sl_ifg_lh.trs,2,94,678.56,23,145.234,21.4,7,34.184,5.04,0,0.0,16,2,150.288,470.694,,,
evje_04gk-eo_ifg_lh.trs,3,74,764.88,22,75.614,9.89,8,34.815,4.55,0,0.0,14,2,57.109,641.071,16.766,,
flaa_01um-02uk_ifg_eo.trs,2,117,1107.92,67,861.677,77.77,18,406.101,36.65,0,0.0,49,2,381.323,302.557,,,
flaa_01um-sl_ifg_eo.trs,2,96,794.88,18,91.655,11.53,3,12.783,1.61,0,0.0,15,2,148.72,612.94,,,
flaa_02uk-amg_ifg_eo.trs,2,98,754.8,27,149.262,19.78,2,9.265,1.23,0,0.0,25,2,238.208,461.137,,,
flaa_03gm-04gk_eo_ifg_amg.trs,2,159,1426.36,112,1302.484,91.32,73,1132.142,79.37,0,0.0,39,2,95.048,,191.658,,
flaa_03gm-sl_eo_ifg_lh.trs,2,50,614.4,14,64.884,10.56,7,41.815,6.81,0,0.0,7,2,511.906,53.119,,,
flaa_04gk-amg_eo_ifg_lh.trs,2,134,686.96,38,149.416,21.75,10,31.465,4.58,0,0.0,28,2,431.18,158.809,,,
fredrikstad_01um-02uk_eo_ahl_lh.trs,2,455,1594.08,227,1192.279,74.79,89,622.536,39.05,0,0.0,138,2,482.517,437.469,,,
fredrikstad_01um-eo_eo_ahl_lh.trs,2,72,767.04,21,178.468,23.27,9,82.766,10.79,0,0.0,12,2,94.784,575.039,,,
fredrikstad_02uk-eo_eo_ahl_lh.trs,2,170,980.64,37,225.105,22.95,8,68.762,7.01,0,0.0,29,2,305.126,583.643,,,
fredrikstad_03gm-04gk_ahl_amg.trs,3,221,1383.36,99,853.812,61.72,31,283.633,20.5,0,0.0,68,2,492.809,594.996,11.922,,
fredrikstad_03gm-eo_ahl_lh.trs,2,57,818.88,12,140.653,17.18,4,66.899,8.17,0,0.0,8,2,122.635,620.284,,,
fredrikstad_04gk-eo_ahl_eo.trs,2,133,891.0,29,129.503,14.53,13,63.842,7.17,0,0.0,16,2,660.979,162.173,,,
fusa_01um-02uk_ifg_lh.trs,2,185,1114.078,85,753.805,67.66,16,261.658,23.49,0,0.0,69,2,520.488,322.226,,,
fusa_01um-mi_ifg_amg.trs,3,58,810.208,14,109.608,13.53,7,77.313,9.54,0,0.0,7,2,90.006,616.49,,,
fusa_02uk-sl_ifg_amg.trs,2,145,839.07,45,235.754,28.1,7,24.227,2.89,0,0.0,38,2,265.443,533.589,,,
fusa_03gm-04gk_amg_lh.trs,2,141,1092.223,121,1057.552,96.83,78,911.271,83.43,0,0.0,43,2,42.754,127.657,,,
fusa_03gm-mi_amg_lh.trs,2,44,1098.863,14,228.053,20.75,6,101.961,9.28,0,0.0,8,2,942.333,42.527,,,
fusa_04gk-sl_amg_lh.trs,2,121,765.282,26,156.514,20.45,5,30.718,4.01,0,0.0,21,2,582.874,128.654,,,
gauldal_01um-02uk_sb_lh.trs,3,168,1272.0,94,1125.941,88.52,36,679.856,53.45,0,0.0,58,2,314.531,262.311,7.178,,
gauldal_01um-lks_sb_lh.trs,2,32,740.08,4,17.391,2.35,1,4.46,0.6,0,0.0,3,2,662.098,49.336,,,
gauldal_02uk-lks_sb_lh.trs,2,66,708.0,12,70.464,9.95,1,6.505,0.92,0,0.0,11,2,544.732,85.679,,,
gauldal_03gm-04gk_ifg_hl_eo.trs,2,260,1835.44,149,1342.717,73.16,69,840.166,45.77,0,0.0,80,2,661.242,312.927,,,
gauldal_03gm-ma_ifg_hl_eo.trs,2,82,706.52,5,21.795,3.08,0,0.0,0.0,0,0.0,5,2,197.955,482.118,,,
gauldal_04gk-ma_ifg_hl_eo.trs,2,90,682.52,21,88.461,12.96,4,20.092,2.94,0,0.0,17,2,149.429,469.979,,,
gausdal_01um-05um_hcfh_sl_as.trs,2,259,1259.422,107,843.571,66.98,29,366.576,29.11,0,0.0,78,2,393.619,452.042,,,
gausdal_01um-mi_hcfh_as.trs,2,72,967.88,5,18.553,1.92,1,3.243,0.34,0,0.0,4,2,106.517,837.397,,,
gausdal_04gk-08gk_hcfh_as.trs,2,238,1199.64,191,1128.689,94.09,105,803.656,66.99,0,0.0,86,2,195.39,198.853,,,
gausdal_04gk-sl_hcfh_as_as.trs,2,124,820.04,39,185.006,22.56,8,29.643,3.61,0,0.0,31,2,136.561,645.537,,,
gausdal_05um-sl_hcfh_as.trs,2,80,707.16,18,71.875,10.16,6,18.693,2.64,0,0.0,12,2,142.977,545.49,,,
gausdal_08gk-mi_hcfh_as.trs,2,80,1449.16,23,221.967,15.32,9,55.672,3.84,0,0.0,14,2,82.239,1299.921,,,
gjesdal_01um-02uk_ahl_lh.trs,3,230,1383.48,107,938.451,67.83,34,371.889,26.88,0,0.0,73,2,368.884,2.051,637.437,,
gjesdal_01um-jbj_ahl_lh.trs,2,227,1355.0,53,256.546,18.93,17,108.623,8.02,0,0.0,36,2,342.418,897.878,,,
gjesdal_02uk-sr_sr_amg.trs,2,130,563.88,23,109.331,19.39,14,72.498,12.86,0,0.0,9,2,104.798,384.553,,,
gjesdal_03gm-04gk_sr_eo.trs,2,209,1831.44,121,1558.864,85.12,71,1291.249,70.5,0,0.0,50,2,267.362,270.779,,,
gjesdal_03gm-sr_sr_amg.trs,3,95,713.72,11,42.526,5.96,7,26.797,3.75,0,0.0,4,2,159.979,505.213,7.041,,
gjesdal_04gk-jbj_ahl_lh.trs,2,92,925.52,35,247.729,26.77,13,68.982,7.45,0,0.0,22,2,143.697,712.841,,,
hammerfest_02uk-06uk_ahl_sb.trs,3,123,781.44,8,105.934,13.56,1,1.742,0.22,0,0.0,7,2,617.16,100.103,18.948,,
hammerfest_02uk-jbj_ahl_sb.trs,2,186,1058.88,46,221.98,20.96,14,79.967,7.55,0,0.0,32,2,301.726,670.867,,,
hammerfest_03gm-04gk_sb_amg_lh.trs,4,346,1926.72,201,1478.94,76.76,121,1107.922,57.5,0,0.0,80,2,413.419,218.202,0.525,2.432,
hammerfest_03gm-jbj_sb_amg.trs,2,294,1367.04,71,402.65,29.45,40,214.08,15.66,0,0.0,31,2,863.262,249.147,,,
hammerfest_04gk-jbj_sb_amg.trs,2,178,1294.08,50,282.287,21.81,19,138.338,10.69,0,0.0,31,2,864.72,271.277,,,
hattfjelldal_01um-02uk_ifg_sb.trs,2,396,2658.36,177,1718.393,64.64,62,927.627,34.89,0,0.0,115,2,771.779,835.864,,,
hattfjelldal_01um-ov_ifg_sb.trs,2,132,771.44,40,155.194,20.12,12,40.766,5.28,0,0.0,28,2,202.989,505.292,,,
hattfjelldal_02uk-ov_ifg_sb.trs,2,129,814.32,27,157.141,19.3,5,29.247,3.59,0,0.0,22,2,205.059,552.304,,,
hattfjelldal_03gm-04gk_kk_lh.trs,3,362,2516.72,277,2293.038,91.11,188,1864.806,74.1,0,0.0,89,2,42.394,329.662,278.952,,
hattfjelldal_03gm-ov_kk_lh.trs,2,110,835.44,37,213.606,25.57,12,60.213,7.21,0,0.0,25,2,557.765,208.896,,,
hattfjelldal_04gk-ov_kk_lh.trs,2,77,937.28,18,193.022,20.59,9,93.311,9.96,0,0.0,9,2,99.173,734.141,,,
heroeyMR_01um-02uk_hl_lh.trs,2,388,1873.68,152,1099.646,58.69,51,532.552,28.42,0,0.0,101,2,715.421,536.61,,,
heroeyMR_01um-ta_hl_lh.trs,2,67,624.52,18,157.543,25.23,4,40.071,6.42,0,0.0,14,2,386.69,155.836,,,
heroeyMR_02uk-ta_hl_lh.trs,2,81,455.52,13,108.866,23.9,1,5.962,1.31,0,0.0,12,2,141.583,267.649,,,
heroeyMR_03gm-04gk_kk_ifg.trs,2,288,1683.0,127,915.391,54.39,49,486.887,28.93,0,0.0,78,2,800.827,350.921,,,
heroeyMR_03gm-ta_kk_hl.trs,2,78,734.88,35,275.318,37.46,12,46.693,6.35,0,0.0,23,2,214.35,447.329,,,
heroeyMR_04gk-ta_kk_hl.trs,2,89,565.76,45,312.67,55.27,20,169.979,30.04,0,0.0,25,2,95.874,281.219,,,
heroeyN_01um-02uk_kk_ifg.trs,3,301,1635.88,175,1265.581,77.36,74,663.399,40.55,0,0.0,101,2,405.896,546.259,,,
heroeyN_01um-kh_kk_ifg.trs,2,93,524.92,13,64.473,12.28,1,2.601,0.5,0,0.0,12,2,370.354,148.611,,,
heroeyN_02uk-kh_kk_ifg.trs,2,98,578.48,25,94.41,16.32,3,25.655,4.43,0,0.0,22,2,406.23,139.695,,,
heroeyN_03gm-04gk_kk_sb.trs,2,178,1960.32,141,1839.164,93.82,102,1568.377,80.01,0,0.0,39,2,201.911,187.622,,,
heroeyN_03gm-kh_kk_sb.trs,2,72,855.4,18,212.35,24.82,9,143.716,16.8,0,0.0,9,2,668.594,40.745,,,
heroeyN_04gk-kh_kk_sb.trs,2,97,714.6,27,146.174,20.46,7,21.337,2.99,0,0.0,20,2,626.984,64.335,,,
hjartdal_01um-02uk_mi_lh.trs,2,392,1359.44,132,710.402,52.26,64,381.989,28.1,0,0.0,68,2,434.376,518.082,,,
hjartdal_01um-as_mi_lh.trs,2,57,482.12,2,10.732,2.23,0,0.0,0.0,0,0.0,2,2,155.419,326.701,,,
hjartdal_02uk-as_mi_lh.trs,2,75,538.28,15,63.52,11.8,3,14.713,2.73,0,0.0,12,2,123.792,393.122,,,
hjartdal_03gm-04gk_lh_amg.trs,2,325,1821.28,151,809.714,44.46,54,420.521,23.09,0,0.0,97,2,428.184,365.435,,,
hjartdal_03gm-sl_lh_amg_mi.trs,2,102,807.68,18,112.991,13.99,4,47.792,5.92,0,0.0,14,2,135.774,607.013,,,
hjartdal_04gk-sl_lh_amg_mi.trs,2,141,750.0,27,148.897,19.85,4,22.273,2.97,0,0.0,23,2,194.596,526.382,,,
hjelmeland_01um-02uk_ahl_amg.trs,2,258,1237.84,106,862.628,69.69,45,501.525,40.52,0,0.0,61,2,334.64,397.265,,,
