file,n_speakers_declared,total_turns,total_duration_sec,overlap_turns_original,overlap_sec_original,overlap_pct_original,overlap_turns_after_threshold,overlap_sec_after_threshold,overlap_pct_after_threshold,unresolved_multi_no_who_turns,unresolved_multi_no_who_sec,assigned_due_to_threshold_turns,words_threshold,sec_spk1,sec_spk2,sec_spk3,sec_spk4,sec_spk5
hjelmeland_01um-sr_amg_ahl_lh.trs,2,80,675.24,11,100.245,14.85,3,27.227,4.03,0,0.0,8,2,530.475,114.223,,,
hjelmeland_02uk-ks_ahl_amg.trs,2,51,710.08,10,71.89,10.12,2,9.825,1.38,0,0.0,8,2,128.995,568.685,,,
hjelmeland_03gm-04gk_amg_ahl_lh.trs,2,299,1599.36,197,1314.615,82.2,101,897.677,56.13,0,0.0,96,2,249.785,448.488,,,
hjelmeland_03gm-sr_ahl_amg.trs,2,90,739.88,9,101.898,13.77,2,7.84,1.06,0,0.0,7,2,134.596,597.444,,,
hjelmeland_04gk-ks_amg_ahl_lh.trs,2,68,797.16,7,78.889,9.9,2,35.833,4.5,0,0.0,5,2,118.029,616.636,,,
hof_01um-02uk_ifg_eo.trs,2,514,1507.0,183,756.521,50.2,54,279.124,18.52,0,0.0,129,2,587.632,574.025,,,
hof_01um-sb_ifg_eo.trs,2,163,822.72,37,169.343,20.58,10,27.006,3.28,0,0.0,27,2,128.342,660.91,,,
hof_02uk-sb_ifg_eo.trs,2,64,722.68,9,58.643,8.11,4,16.747,2.32,0,0.0,5,2,101.218,595.262,,,
hof_03gm-04gk_eo_sb.trs,2,627,1718.76,310,1212.288,70.53,110,552.276,32.13,0,0.0,200,2,338.819,814.906,,,
hof_04gk-sb_eo_sb.trs,2,248,877.32,80,260.392,29.68,27,63.015,7.18,0,0.0,53,2,676.701,126.515,,,
hyllestad_01um-ov_ifg_lh_eo.trs,2,100,614.88,17,69.047,11.23,5,21.194,3.45,0,0.0,12,2,410.863,147.297,,,
hyllestad_02uk-ov_ifg_lh_eo.trs,2,96,509.36,27,133.654,26.24,7,43.876,8.61,0,0.0,20,2,138.768,300.031,,,
hyllestad_03gm-04gk_ifg_lh_eo.trs,3,394,1903.28,242,1544.656,81.16,116,1013.92,53.27,0,0.0,126,2,418.412,399.968,0.406,,
hyllestad_03gm-ov_ifg_lh_eo.trs,2,157,942.0,30,132.495,14.07,6,24.546,2.61,0,0.0,24,2,126.266,749.394,,,
hyllestad_04gk-ov_ifg_lh_eo.trs,2,99,798.0,25,107.226,13.44,5,32.127,4.03,0,0.0,20,2,140.071,614.928,,,
inderoey_01um-02uk_kk_sb.trs,2,260,1217.76,173,1036.897,85.15,89,701.103,57.57,0,0.0,84,2,213.873,287.424,,,
inderoey_01um-ta_kk_sb.trs,2,77,689.4,26,196.012,28.43,8,76.221,11.06,0,0.0,18,2,156.832,451.077,,,
inderoey_02uk-ta_kk_sb.trs,2,111,651.28,41,222.849,34.22,10,83.651,12.84,0,0.0,31,2,383.252,171.877,,,
inderoey_03gm-04gk_ifg_sb.trs,2,354,1372.32,189,1057.31,77.05,83,641.069,46.71,0,0.0,106,2,337.776,383.602,,,
inderoey_03gm-cbo_ifg_sb.trs,2,88,648.52,11,45.651,7.04,3,11.687,1.8,0,0.0,8,2,123.136,492.115,,,
inderoey_04gk-cbo_ifg_sb.trs,2,112,645.04,19,84.319,13.07,5,23.604,3.66,0,0.0,14,2,119.863,491.016,,,
jevnaker_01um-02uk_hcfh_mi_lh.trs,2,179,1266.0,98,906.754,71.62,52,587.674,46.42,0,0.0,46,2,337.728,197.738,,,
jevnaker_01um-lh_hcfh_mi.trs,2,108,683.36,28,156.571,22.91,15,62.195,9.1,0,0.0,13,2,501.711,109.605,,,
jevnaker_02uk-lh_hcfh_mi.trs,2,133,768.0,34,181.167,23.59,12,80.158,10.44,0,0.0,22,2,216.482,458.292,,,
jevnaker_03gm-04gk_sb_mi.trs,2,299,1111.76,144,827.303,74.41,54,493.788,44.41,0,0.0,90,2,393.204,206.352,,,
jevnaker_03gm-sr_sb_lh.trs,2,168,1066.92,15,100.438,9.41,4,62.123,5.82,0,0.0,11,2,792.26,138.663,,,
jevnaker_04gk-sl_sb_lh.trs,2,125,612.68,30,120.911,19.73,12,53.818,8.78,0,0.0,18,2,391.951,141.394,,,
joelster_01um-04gk_sb_lh.trs,3,144,1679.96,87,911.223,54.24,49,675.788,40.23,0,0.0,38,2,176.929,235.363,591.355,,
joelster_01um-ov_lh_mi_lh.trs,3,85,674.56,10,60.46,8.96,3,13.106,1.94,0,0.0,7,2,177.749,483.705,,,
joelster_02uk-03gm_sb_lh.trs,5,296,1814.36,177,1368.923,75.45,66,709.935,39.13,0,0.0,111,2,320.748,568.557,121.408,,2.578
joelster_02uk-ov_lh_mi_lh.trs,2,97,629.12,16,86.915,13.82,1,7.917,1.26,0,0.0,15,2,187.335,415.482,,,
joelster_03gm-ov_sb_lh.trs,2,58,968.48,10,126.084,13.02,2,81.038,8.37,0,0.0,8,2,142.878,740.605,,,
joelster_04gk-ov_sb_lh.trs,2,75,589.4,18,98.069,16.64,4,21.273,3.61,0,0.0,14,2,127.484,410.992,,,
kaafjord_01um-02uk_mi_eo.trs,2,446,2006.04,158,1185.722,59.11,41,385.451,19.21,0,0.0,117,2,621.047,956.832,,,
kaafjord_01um-amj_mi_eo.trs,2,141,894.0,13,66.865,7.48,1,2.385,0.27,0,0.0,12,2,,212.833,647.256,,
kaafjord_02uk-amj_mi_eo.trs,2,248,1236.0,48,152.653,12.35,12,43.213,3.5,0,0.0,36,2,260.79,898.802,,,
kaafjord_03gm-04gk_eo_ifg.trs,2,247,2091.4,183,1624.394,77.67,96,1042.688,49.86,0,0.0,87,2,555.986,179.138,,,
kaafjord_03gm-amj_eo_ifg.trs,2,152,858.0,47,193.499,22.55,19,81.654,9.52,0,0.0,28,2,647.943,120.533,,,
kaafjord_04gk-amj_eo_ifg.trs,2,80,1062.0,23,158.541,14.93,11,68.41,6.44,0,0.0,12,2,120.382,863.231,,,
kaafjord_07gm-amj_eo_ifg.trs,3,257,1544.2,84,354.004,22.92,35,143.219,9.27,0,0.0,49,2,236.194,1072.901,85.805,,
kalvaag_01um-02uk_ifg_lh.trs,3,240,1176.0,101,730.741,62.14,26,271.433,23.08,0,0.0,75,2,265.502,558.827,35.845,,
kalvaag_01um-ov_ifg_lh.trs,2,86,444.52,8,30.54,6.87,3,9.389,2.11,0,0.0,5,2,260.582,162.307,,,
kalvaag_02uk-ov_ifg_lh.trs,2,89,485.4,18,87.0,17.92,0,0.0,0.0,0,0.0,18,2,134.61,335.313,,,
kalvaag_03gm-04gk_sr_lh.trs,3,212,1604.76,127,1416.979,88.3,68,1017.283,63.39,0,0.0,59,2,296.374,256.261,34.842,,
kalvaag_03gm-ov_sr_lh.trs,2,89,1512.0,14,91.071,6.02,1,6.463,0.43,0,0.0,13,2,1345.023,130.77,,,
kalvaag_04gk-ov_sr_lh.trs,2,99,1235.48,20,145.719,11.79,5,28.153,2.28,0,0.0,15,2,1023.953,166.802,,,
karlsoey_01um-02uk_ahl_amg.trs,3,234,1819.2,110,1344.508,73.91,49,760.572,41.81,0,0.0,61,2,514.987,531.589,1.969,,
karlsoey_01um-kb_ahl_amg.trs,2,105,521.0,24,135.193,25.95,5,44.475,8.54,0,0.0,19,2,249.267,221.296,,,
karlsoey_02uk-kb_ahl_amg.trs,2,94,677.24,26,158.902,23.46,8,46.986,6.94,0,0.0,18,2,169.656,444.739,,,
karlsoey_03gm-kb_ahl_sb.trs,2,122,829.56,48,279.369,33.68,26,175.445,21.15,0,0.0,22,2,81.328,570.474,,,
karmoey_01um-02uk_sr_sb_sr.trs,2,522,1504.368,177,803.927,53.44,69,381.61,25.37,0,0.0,108,2,640.606,480.948,,,
karmoey_01um-sr_ahl_amg_sr.trs,2,182,883.182,24,84.966,9.62,7,33.786,3.83,0,0.0,17,2,173.095,669.218,,,
karmoey_02uk-ks_sr_lh.trs,2,114,636.302,20,113.198,17.79,6,39.591,6.22,0,0.0,14,2,439.756,156.955,,,
karmoey_03gm-04gk_ahl_amg.trs,2,268,1658.24,150,1358.209,81.91,80,1031.475,62.2,0,0.0,70,2,301.893,324.133,,,
karmoey_03gm-sr_sr_sb_amg.trs,2,112,979.378,21,59.719,6.1,8,27.065,2.76,0,0.0,13,2,71.386,877.136,,,
karmoey_04gk-ks_ahl_amg.trs,2,67,745.778,21,103.375,13.86,5,24.609,3.3,0,0.0,16,2,112.42,608.749,,,
kautokeino_01um-03gm_kk_ifg.trs,3,251,1715.92,72,691.187,40.28,22,225.301,13.13,0,0.0,50,2,1054.343,271.878,99.531,,
kautokeino_01um-ov_kk_eo.trs,2,102,765.32,17,166.122,21.71,3,9.175,1.2,0,0.0,14,2,335.316,402.772,,,
kautokeino_02uk-04gk_kk_ifg.trs,2,478,2219.24,264,1723.047,77.64,96,895.037,40.33,0,0.0,168,2,678.292,589.861,,,
kautokeino_02uk-ov_kk_eo.trs,2,141,948.52,47,266.304,28.08,10,62.706,6.61,0,0.0,37,2,263.562,538.068,,,
kautokeino_03gm-ov_hl_kk.trs,2,98,763.8,23,107.261,14.04,6,42.701,5.59,0,0.0,17,2,138.23,566.595,,,
kautokeino_04gk-ov_hl_kk.trs,2,170,986.2,52,313.566,31.8,16,79.611,8.07,0,0.0,36,2,568.737,288.336,,,
kirkenaer_01um-05um_hcfh_eo_sl_as.trs,4,304,1752.0,181,1446.743,82.58,83,912.873,52.1,0,0.0,98,2,3.076,477.64,353.885,1.259,
kirkenaer_01um-mj_hcfh_eo_as.trs,2,114,667.04,59,245.166,36.75,31,167.638,25.13,0,0.0,28,2,80.672,409.882,,,
kirkenaer_04gk-08gk_hcfh_lh_sl.trs,3,198,1422.0,130,1290.29,90.74,66,933.07,65.62,0,0.0,64,2,165.979,314.342,,5.628,
kirkenaer_04gk-mj_hcfh_eo_as.trs,2,97,627.32,51,318.635,50.79,33,199.335,31.78,0,0.0,18,2,86.821,332.293,,,
kirkenaer_05um-mj_hcfh_eo_as.trs,2,158,715.44,80,385.744,53.92,25,144.427,20.19,0,0.0,55,2,263.291,307.317,,,
kirkenaer_08gk-mj_hcfh_eo_sl.trs,3,111,1023.92,64,385.174,37.62,39,220.455,21.53,0,0.0,25,2,94.076,708.364,1.025,,
kirkenes_01um-02uk_hl_eo.trs,3,555,2705.76,300,2137.979,79.02,129,1239.985,45.83,0,0.0,171,2,640.642,815.02,1.002,,
kirkenes_01um-kb_hl_kk.trs,2,135,726.44,62,270.99,37.3,16,80.567,11.09,0,0.0,46,2,440.593,194.35,,,
kirkenes_02uk-kb_hl_kk.trs,2,114,870.56,47,271.933,31.24,16,101.759,11.69,0,0.0,31,2,581.805,167.131,,,
kirkenes_03gm-04gk_kk_lh_ifg.trs,2,339,2070.72,228,1785.377,86.22,141,1436.413,69.37,0,0.0,87,2,256.491,270.027,,,
kirkenes_03gm-kb_kk_lh.trs,2,93,776.4,46,376.323,48.47,12,69.62,8.97,0,0.0,34,2,586.299,105.102,,,
kirkenes_04gk-kb_kk_lh.trs,2,164,638.84,79,368.954,57.75,31,180.8,28.3,0,0.0,48,2,221.597,215.581,,,
kirkesdalen_01um-02uk_ahl_sb_lh.trs,3,409,1489.2,93,649.846,43.64,13,162.875,10.94,0,0.0,80,2,25.042,656.801,588.453,,
kirkesdalen_01um-hna_lh_sb.trs,2,139,1163.64,9,79.58,6.84,1,0.992,0.09,0,0.0,8,2,886.754,269.765,,,
kirkesdalen_02uk-hna_ahl_sb_lh.trs,2,123,1477.64,18,143.716,9.73,3,14.707,1.0,0,0.0,15,2,267.876,853.103,,,
kirkesdalen_03gm-04gk_sb_lh.trs,4,208,2036.96,66,745.612,36.6,18,179.652,8.82,0,0.0,48,2,870.145,800.232,34.895,60.591,
kirkesdalen_03gm-hna_sb_lh.trs,3,47,1059.28,4,35.712,3.37,0,0.0,0.0,0,0.0,4,2,926.426,128.685,3.513,,
kirkesdalen_04gk-hna_sb_lh.trs,3,52,1045.72,10,28.369,2.71,0,0.0,0.0,0,0.0,10,2,956.275,57.36,,,
kjoellefjord_01um-02uk_ahl_sb.trs,3,594,2314.96,131,789.198,34.09,33,234.407,10.13,0,0.0,98,2,661.183,1160.199,1.049,,
kjoellefjord_01um-jbj_ahl_sb.trs,2,194,846.72,15,92.238,10.89,5,32.05,3.79,0,0.0,10,2,330.585,484.085,,,
kjoellefjord_02uk-jbj_ahl_sb.trs,2,170,862.08,26,196.747,22.82,2,19.96,2.32,0,0.0,24,2,321.377,492.432,,,
kjoellefjord_03gm-04gk_sb_amg_lh.trs,3,422,2398.56,248,2021.855,84.29,163,1655.807,69.03,0,0.0,85,2,309.058,353.533,1.741,,
kjoellefjord_03gm-jbj_sb_amg.trs,2,211,1117.44,56,317.895,28.45,31,167.816,15.02,0,0.0,25,2,764.02,160.97,,,
kjoellefjord_04gk-jbj_sb_amg.trs,2,187,1360.32,36,222.127,16.33,12,52.908,3.89,0,0.0,24,2,1051.83,212.417,,,
kristiansand_01um-02uk_eo_lh.trs,2,295,1223.52,197,1052.93,86.06,102,727.468,59.46,0,0.0,95,2,320.734,159.364,,,
kristiansand_01um-mi_eo_lh.trs,2,68,648.52,11,50.02,7.71,4,19.539,3.01,0,0.0,7,2,459.664,142.425,,,
kristiansand_02uk-sl_eo_ifg_lh.trs,2,54,2061.44,13,88.238,4.28,2,13.025,0.63,0,0.0,11,2,98.332,452.699,,,
kristiansand_03gm-04gk_ifg_lh_lh.trs,2,243,1168.76,154,774.805,66.29,89,563.566,48.22,0,0.0,65,2,221.854,135.615,,,
kristiansand_03gm-sl_ifg_eo.trs,2,61,1763.96,19,200.344,11.36,9,50.282,2.85,0,0.0,10,2,59.903,646.908,,,
kristiansand_04gk-mi_ifg_eo.trs,2,100,781.32,29,128.838,16.49,9,40.53,5.19,0,0.0,20,2,126.227,601.78,,,
kvaefjord_01um-02uk_ifg_sb_amg.trs,2,414,1980.84,182,1316.219,66.45,58,498.679,25.18,0,0.0,124,2,768.476,673.884,,,
kvaefjord_01um-ov_ifg_sb_amg.trs,2,82,681.84,11,56.536,8.29,3,19.245,2.82,0,0.0,8,2,157.094,485.595,,,
kvaefjord_02uk-ov_ifg_sb_amg.trs,2,92,447.56,14,66.801,14.93,4,30.8,6.88,0,0.0,10,2,131.058,270.01,,,
kvaefjord_03gm-04gk_sb_amg.trs,3,425,2190.68,263,1754.165,80.07,123,1102.799,50.34,0,0.0,140,2,543.753,497.526,19.464,,
kvaefjord_03gm-ov_sb_amg.trs,3,57,769.04,14,113.467,14.75,3,41.471,5.39,0,0.0,11,2,606.82,106.08,12.403,,
kvaefjord_04gk-ov_sb_amg.trs,2,93,747.36,22,131.033,17.53,10,73.547,9.84,0,0.0,12,2,583.86,87.354,,,
kvaenangen_01um-02uk_kk_ifg.trs,3,548,2718.2,277,1783.29,65.61,112,959.032,35.28,0,0.0,165,2,988.052,580.488,17.286,,
kvaenangen_01um-ov_kk_eo.trs,2,147,702.04,40,258.32,36.8,6,37.21,5.3,0,0.0,34,2,306.875,,332.773,,
kvaenangen_02uk-ov_kk_eo.trs,2,121,680.44,32,214.812,31.57,6,60.457,8.88,0,0.0,26,2,240.709,359.475,,,
kvaenangen_03gm-04gk_eo_kk.trs,3,496,2343.48,364,2045.18,87.27,194,1467.29,62.61,0,0.0,170,2,255.277,590.437,,7.606,
kvaenangen_03gm-ov_eo_ifg.trs,2,151,877.32,57,259.918,29.63,20,119.516,13.62,0,0.0,37,2,127.388,604.482,,,
kvaenangen_04gk-ov_eo_kk.trs,2,129,921.76,32,164.762,17.87,11,62.19,6.75,0,0.0,21,2,198.706,635.968,,,
kvam_03gm-sl_sb_lh.trs,2,161,793.0,45,217.254,27.4,8,31.164,3.93,0,0.0,37,2,586.011,175.825,,,
kvam_04gk-mi_sb_lh.trs,2,157,1361.48,37,336.832,24.74,9,105.458,7.75,0,0.0,28,2,1179.493,76.529,,,
kvinnherad_01um-02uk_amg_ahl_lh.trs,2,248,1515.813,144,1223.484,80.71,72,796.743,52.56,0,0.0,72,2,386.341,327.054,,,
kvinnherad_01um-sl_amg_ahl_lh.trs,2,67,764.13,18,175.223,22.93,1,2.841,0.37,0,0.0,17,2,630.82,112.736,,,
kvinnherad_02uk-eo_amg_ahl_lh.trs,2,50,567.7,12,92.49,16.29,5,64.532,11.37,0,0.0,7,2,399.471,85.966,,,
kvinnherad_03gm-04gk_eo_sb.trs,2,264,1035.833,205,948.39,91.56,112,719.489,69.46,0,0.0,93,2,142.335,166.045,,,
kvinnherad_03gm-sl_amg_lh.trs,2,143,853.952,43,345.323,40.44,9,37.081,4.34,0,0.0,34,2,122.624,688.074,,,
kvinnherad_04gk-eo_amg_lh.trs,2,133,581.713,22,109.978,18.91,7,24.141,4.15,0,0.0,15,2,124.095,427.345,,,
lakselv_01um-02uk_hl_eo.trs,3,402,2307.64,227,1766.162,76.54,96,1054.929,45.71,0,0.0,131,2,775.274,423.5,1.097,,
lakselv_01um-ov_hl_eo.trs,2,82,831.28,24,154.108,18.54,6,24.801,2.98,0,0.0,18,2,163.674,608.751,,,
lakselv_02uk-ov_hl_eo.trs,2,88,651.04,21,138.095,21.21,7,56.63,8.7,0,0.0,14,2,163.758,406.017,,,
lakselv_03gm-04gk_ifg_kk.trs,2,418,2601.16,290,2218.289,85.28,166,1740.753,66.92,0,0.0,124,2,307.257,456.871,,,
lakselv_03gm-ov_ifg_eo.trs,2,124,1113.08,54,274.621,24.67,21,118.797,10.67,0,0.0,33,2,190.117,777.94,,,
lakselv_04gk-ov_ifg_eo.trs,2,135,984.36,40,219.855,22.33,14,98.062,9.96,0,0.0,26,2,220.85,660.678,,,
landvik_01um-02uk_sb_amg.trs,2,191,1080.0,124,934.387,86.52,82,764.668,70.8,0,0.0,42,2,158.07,140.204,,,
landvik_01um-lh_sb_amg.trs,2,149,727.68,35,172.156,23.66,18,111.959,15.39,0,0.0,17,2,475.994,128.147,,,
landvik_02uk-sl_sb_lh.trs,2,84,720.04,28,123.546,17.16,6,27.388,3.8,0,0.0,22,2,567.143,120.62,,,
landvik_03gm-04gk_amg_lh.trs,2,196,1528.88,115,1243.792,81.35,62,960.382,62.82,0,0.0,53,2,281.846,240.758,,,
landvik_03gm-sl_amg_lh.trs,2,106,1143.36,20,204.188,17.86,3,17.265,1.51,0,0.0,17,2,974.697,,131.952,,
landvik_04gk-lh_amg_ahl.trs,2,70,606.32,24,120.602,19.89,6,29.051,4.79,0,0.0,18,2,429.321,143.608,,,
langesund_01um-02uk_lh_mi.trs,2,263,1128.48,71,383.62,33.99,8,38.378,3.4,0,0.0,63,2,758.027,317.147,,,
langesund_01um-sl_lh_eo.trs,2,100,438.84,19,91.465,20.84,3,7.183,1.64,0,0.0,16,2,195.193,225.447,,,
langesund_02uk-sl_lh_mi.trs,2,126,398.52,29,100.604,25.24,4,14.382,3.61,0,0.0,25,2,193.671,173.035,,,
langesund_03gm-04gk_eo_lh.trs,2,224,1220.96,139,955.379,78.25,52,472.336,38.69,0,0.0,87,2,273.284,464.632,,,
langesund_03gm-amg_eo_lh.trs,2,50,617.08,14,134.882,21.86,2,28.536,4.62,0,0.0,12,2,164.632,407.72,,,
langesund_04gk-amg_eo_lh.trs,2,60,773.12,15,154.559,19.99,2,10.326,1.34,0,0.0,13,2,163.105,504.972,,,
lardal_01um-02uk_ifg_sb.trs,2,214,1433.76,127,1158.036,80.77,64,890.671,62.12,0,0.0,63,2,203.985,302.092,,,
lardal_01um-sl_ifg_sb.trs,2,143,868.32,44,227.352,26.18,8,24.732,2.85,0,0.0,36,2,217.8,580.76,,,
lardal_02uk-sr_ifg_sb.trs,2,146,822.24,44,257.395,31.3,7,35.893,4.37,0,0.0,37,2,247.418,508.119,,,
lardal_03gm-04gk_amg_ifg_sb.trs,2,295,1522.08,226,1321.074,86.79,95,781.144,51.32,0,0.0,131,2,203.408,491.12,,,
lardal_03gm-sl_amg_ifg_sb.trs,2,125,984.96,21,146.917,14.92,2,6.177,0.63,0,0.0,19,2,209.95,645.811,,,
lardal_04gk-sr_amg_ifg_sb.trs,2,198,954.24,38,182.743,19.15,13,60.042,6.29,0,0.0,25,2,113.848,731.858,,,
lavangen_01um-02uk_ahl_ifg.trs,2,389,2254.6,129,1148.704,50.95,30,419.929,18.63,0,0.0,99,2,1084.128,660.412,,,
lavangen_01um-kb_ahl_ifg_sb.trs,2,99,1096.96,42,306.005,27.9,19,172.947,15.77,0,0.0,23,2,191.288,690.408,,,
lavangen_02uk-kb_ahl_ifg.trs,2,88,927.56,26,135.17,14.57,6,45.096,4.86,0,0.0,20,2,155.811,701.47,,,
lavangen_03gm-04gk_sb_eo.trs,3,233,2328.04,169,2089.94,89.77,114,1742.441,74.85,0,0.0,55,2,401.614,134.317,13.665,,
lavangen_03gm-ov_sb_eo.trs,2,49,791.08,9,41.866,5.29,3,21.94,2.77,0,0.0,6,2,660.416,89.646,,,
lavangen_04gk-ov_sb_eo.trs,2,87,1038.08,18,101.423,9.77,3,11.948,1.15,0,0.0,15,2,896.473,89.716,,,
lierne_01um-02uk_hl_kk.trs,2,503,1798.52,119,800.789,44.52,29,231.95,12.9,0,0.0,90,2,607.848,939.215,,,
lierne_01um-ta_hl_kk.trs,2,77,328.48,20,112.179,34.15,3,11.55,3.52,0,0.0,17,2,92.432,174.569,,,
lierne_02uk-ta_hl_kk.trs,2,128,617.0,33,179.527,29.1,6,41.724,6.76,0,0.0,27,2,321.553,229.024,,,
lierne_03gm-04gk_kk_hl_eo.trs,3,201,1931.6,124,1635.853,84.69,59,1262.099,65.34,0,0.0,65,2,18.501,377.304,264.695,,
lierne_03gm-ta_kk_hl_eo.trs,2,63,802.92,17,157.051,19.56,7,64.924,8.09,0,0.0,10,2,118.728,604.476,,,
lierne_04gk-ta_kk_hl_eo.trs,2,92,684.92,37,231.925,33.86,14,89.91,13.13,0,0.0,23,2,186.303,374.366,,,
lindaas_01um-sl_ahl_lh.trs,2,115,588.28,35,180.831,30.74,5,24.891,4.23,0,0.0,30,2,202.212,361.177,,,
lindaas_02uk-mi_ahl_amg.trs,2,56,388.28,12,69.282,17.84,4,24.367,6.28,0,0.0,8,2,112.739,248.527,,,
lindaas_03gm-04gk_sb_mi.trs,3,217,1480.0,142,1288.058,87.03,94,1034.013,69.87,0,0.0,48,2,192.678,251.115,,,
lindaas_03gm-sl_sb_lh.trs,2,135,752.52,37,171.31,22.76,15,93.818,12.47,0,0.0,22,2,510.818,147.884,,,
lindaas_04gk-mi_sb_lh.trs,2,57,614.48,20,176.511,28.73,6,39.483,6.43,0,0.0,14,2,470.233,104.764,,,
lom_01um-02uk_amg_lh.trs,2,131,1796.16,49,562.015,31.29,24,355.069,19.77,0,0.0,25,2,283.517,207.738,,,
lom_01um-jk_amg_lh.trs,2,45,786.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,2,169.838,595.812,,,
lom_02uk-jk_amg_lh.trs,2,65,851.32,6,38.857,4.56,0,0.0,0.0,0,0.0,6,2,240.673,584.653,,,
lom_03gm-04gk_amg_eo_lh.trs,2,179,1206.52,119,1080.881,89.59,62,790.249,65.5,0,0.0,57,2,227.634,185.751,,,
lom_03gm-mi_amg_eo_as.trs,2,50,982.92,6,34.285,3.49,1,6.153,0.63,0,0.0,5,2,107.002,852.047,,,
lom_04gk-sl_amg_eo_as.trs,2,109,940.64,37,131.709,14.0,9,29.412,3.13,0,0.0,28,2,142.706,766.686,,,
lommedalen_01um-02uk_kk_hl.trs,2,220,1492.32,127,1142.936,76.59,69,742.911,49.78,0,0.0,58,2,344.257,396.674,,,
lommedalen_01um-ifg_kk_hl.trs,2,69,883.68,17,95.272,10.78,3,15.047,1.7,0,0.0,14,2,135.468,713.657,,,
lommedalen_02uk-ifg_kk_hl.trs,2,153,797.28,43,260.1,32.62,10,76.981,9.66,0,0.0,33,2,292.853,410.323,,,
lommedalen_03gm-04gk_ifg_sb.trs,2,112,1143.08,91,1104.249,96.6,47,830.849,72.69,0,0.0,44,2,89.873,222.358,,,
lommedalen_03gm-amg_ifg_sb.trs,2,54,1131.44,22,104.151,9.21,4,12.266,1.08,0,0.0,18,2,70.48,1043.138,,,
lommedalen_04gk-amg_ifg_sb.trs,2,57,1027.8,22,104.539,10.17,8,56.237,5.47,0,0.0,14,2,64.259,884.839,,,
luster_01um-06uk_sb_lh.trs,3,206,1632.0,148,1439.52,88.21,63,878.781,53.85,0,0.0,85,2,427.585,310.464,4.439,,
luster_01um-ov_sb_lh.trs,3,73,584.28,12,131.836,22.56,3,28.233,4.83,0,0.0,9,2,389.289,162.609,1.335,,
luster_02uk-06uk_sb_lh.trs,3,222,1296.48,85,704.802,54.36,26,368.015,28.39,0,0.0,59,2,358.559,253.087,7.025,,
luster_02uk-ov_sb_lh.trs,2,58,554.28,14,103.574,18.69,0,0.0,0.0,0,0.0,14,2,115.998,430.746,,,
luster_03gm-04gk_sb_lh.trs,3,243,1247.04,107,811.156,65.05,52,570.662,45.76,0,0.0,55,2,385.844,243.786,21.112,,
luster_03gm-ov_sb_lh.trs,2,71,440.12,18,116.369,26.44,3,12.343,2.8,0,0.0,15,2,135.604,292.173,,,
luster_04gk-ov_sb_lh_amg.trs,2,43,486.2,9,102.713,21.13,2,48.331,9.94,0,0.0,7,2,89.315,332.453,,,
luster_06uk-ov_sb_lh.trs,2,37,815.8,0,0.0,0.0,0,0.0,0.0,0,0.0,0,2,709.448,87.465,,,
lyngdal_01um-02uk_lh_amg.trs,2,177,1097.92,84,845.656,77.02,22,232.71,21.2,0,0.0,62,2,163.902,689.861,,,
lyngdal_01um-mi_lh_ahl_lh.trs,2,86,660.64,8,47.83,7.24,0,0.0,0.0,0,0.0,8,2,179.811,478.11,,,
lyngdal_03gm-04gk_sr_lh.trs,2,171,1063.103,95,828.971,77.98,41,526.115,49.49,0,0.0,54,2,290.469,188.05,,,
lyngdal_03gm-mi_sr_lh.trs,2,78,908.2,12,51.012,5.62,3,9.675,1.07,0,0.0,9,2,761.336,122.347,,,
lyngdal_04gk-sl_sr_lh.trs,2,95,727.44,20,105.039,14.44,2,2.675,0.37,0,0.0,18,2,572.57,128.613,,,
medby_74-75_lh_as.trs,3,256,1102.36,43,306.506,27.8,10,56.12,5.09,0,0.0,33,2,362.476,622.942,60.178,,
medby_74-jbj_lh_as.trs,2,219,1318.76,30,222.904,16.9,3,22.85,1.73,0,0.0,27,2,422.813,873.097,,,
medby_75-jbj_lh_as.trs,2,187,724.28,28,158.537,21.89,3,28.614,3.95,0,0.0,25,2,299.807,384.532,,,
mefjordvaer_19-20_sl_as.trs,2,176,1509.0,121,1353.359,89.69,74,1031.362,68.35,0,0.0,47,2,130.631,347.007,,,
mefjordvaer_19-jbj_sl_as_sl_as.trs,2,100,956.76,37,402.707,42.09,13,152.319,15.92,0,0.0,24,2,137.97,656.529,,,
mefjordvaer_20-mn_sl_as.trs,2,97,873.68,37,373.394,42.74,14,152.939,17.51,0,0.0,23,2,86.878,633.003,,,
meraaker_01um-02uk_ifg_sb.trs,2,188,1236.0,135,1087.42,87.98,63,750.176,60.69,0,0.0,72,2,225.476,237.479,,,
meraaker_01um-jk_ifg_sb.trs,2,54,693.638,10,90.193,13.0,0,0.0,0.0,0,0.0,10,2,80.251,598.642,,,
meraaker_02uk-jk_ifg_sb.trs,2,29,670.158,5,49.221,7.34,1,2.819,0.42,0,0.0,4,2,48.579,610.914,,,
meraaker_03gm-04gk_sb_lh.trs,3,392,1650.0,229,1307.29,79.23,129,985.772,59.74,0,0.0,100,2,154.827,480.334,3.506,,
meraaker_03gm-jk_sb_lh.trs,2,69,764.28,6,18.898,2.47,3,13.054,1.71,0,0.0,3,2,636.377,78.005,,,
