file,n_speakers_declared,total_turns,total_duration_sec,overlap_turns_original,overlap_sec_original,overlap_pct_original,overlap_turns_after_threshold,overlap_sec_after_threshold,overlap_pct_after_threshold,unresolved_multi_no_who_turns,unresolved_multi_no_who_sec,assigned_due_to_threshold_turns,words_threshold,sec_spk1,sec_spk2,sec_spk3,sec_spk4,sec_spk5
hjelmeland_01um-sr_amg_ahl_lh.trs,2,80,675.24,11,100.245,14.85,0,0.0,0.0,0,0.0,11,5,549.833,122.092,,,
hjelmeland_02uk-ks_ahl_amg.trs,2,51,710.08,10,71.89,10.12,0,0.0,0.0,0,0.0,10,5,138.82,568.685,,,
hjelmeland_03gm-04gk_amg_ahl_lh.trs,2,299,1599.36,197,1314.615,82.2,45,574.212,35.9,0,0.0,152,5,427.252,594.486,,,
hjelmeland_03gm-sr_ahl_amg.trs,2,90,739.88,9,101.898,13.77,2,7.84,1.06,0,0.0,7,5,134.596,597.444,,,
hjelmeland_04gk-ks_amg_ahl_lh.trs,2,68,797.16,7,78.889,9.9,0,0.0,0.0,0,0.0,7,5,121.286,649.212,,,
hof_01um-02uk_ifg_eo.trs,2,514,1507.0,183,756.521,50.2,17,96.149,6.38,0,0.0,166,5,670.113,674.519,,,
hof_01um-sb_ifg_eo.trs,2,163,822.72,37,169.343,20.58,2,3.912,0.48,0,0.0,35,5,151.436,660.91,,,
hof_02uk-sb_ifg_eo.trs,2,64,722.68,9,58.643,8.11,0,0.0,0.0,0,0.0,9,5,113.141,600.086,,,
hof_03gm-04gk_eo_sb.trs,2,627,1718.76,310,1212.288,70.53,38,217.057,12.63,0,0.0,272,5,438.826,1050.118,,,
hof_04gk-sb_eo_sb.trs,2,248,877.32,80,260.392,29.68,14,16.002,1.82,0,0.0,66,5,698.696,151.533,,,
hyllestad_01um-ov_ifg_lh_eo.trs,2,100,614.88,17,69.047,11.23,1,7.202,1.17,0,0.0,16,5,416.087,156.065,,,
hyllestad_02uk-ov_ifg_lh_eo.trs,2,96,509.36,27,133.654,26.24,2,11.265,2.21,0,0.0,25,5,157.646,313.764,,,
hyllestad_03gm-04gk_ifg_lh_eo.trs,3,394,1903.28,242,1544.656,81.16,44,489.509,25.72,0,0.0,198,5,696.485,646.306,0.406,,
hyllestad_03gm-ov_ifg_lh_eo.trs,2,157,942.0,30,132.495,14.07,1,3.267,0.35,0,0.0,29,5,141.436,755.503,,,
hyllestad_04gk-ov_ifg_lh_eo.trs,2,99,798.0,25,107.226,13.44,1,2.504,0.31,0,0.0,24,5,167.429,617.193,,,
inderoey_01um-02uk_kk_sb.trs,2,260,1217.76,173,1036.897,85.15,50,494.261,40.59,0,0.0,123,5,290.146,417.993,,,
inderoey_01um-ta_kk_sb.trs,2,77,689.4,26,196.012,28.43,0,0.0,0.0,0,0.0,26,5,204.878,479.252,,,
inderoey_02uk-ta_kk_sb.trs,2,111,651.28,41,222.849,34.22,3,16.531,2.54,0,0.0,38,5,442.656,179.593,,,
inderoey_03gm-04gk_ifg_sb.trs,2,354,1372.32,189,1057.31,77.05,25,312.902,22.8,0,0.0,164,5,520.079,529.466,,,
inderoey_03gm-cbo_ifg_sb.trs,2,88,648.52,11,45.651,7.04,0,0.0,0.0,0,0.0,11,5,134.823,492.115,,,
inderoey_04gk-cbo_ifg_sb.trs,2,112,645.04,19,84.319,13.07,1,6.926,1.07,0,0.0,18,5,136.541,491.016,,,
jevnaker_01um-02uk_hcfh_mi_lh.trs,2,179,1266.0,98,906.754,71.62,28,375.911,29.69,0,0.0,70,5,515.684,231.545,,,
jevnaker_01um-lh_hcfh_mi.trs,2,108,683.36,28,156.571,22.91,4,15.167,2.22,0,0.0,24,5,512.657,145.687,,,
jevnaker_02uk-lh_hcfh_mi.trs,2,133,768.0,34,181.167,23.59,1,7.727,1.01,0,0.0,33,5,229.718,517.487,,,
jevnaker_03gm-04gk_sb_mi.trs,2,299,1111.76,144,827.303,74.41,19,213.282,19.18,0,0.0,125,5,559.36,320.702,,,
jevnaker_03gm-sr_sb_lh.trs,2,168,1066.92,15,100.438,9.41,1,0.906,0.08,0,0.0,14,5,845.154,146.986,,,
jevnaker_04gk-sl_sb_lh.trs,2,125,612.68,30,120.911,19.73,3,13.444,2.19,0,0.0,27,5,391.951,181.768,,,
joelster_01um-04gk_sb_lh.trs,3,144,1679.96,87,911.223,54.24,24,392.013,23.33,0,0.0,63,5,399.751,296.316,591.355,,
joelster_01um-ov_lh_mi_lh.trs,3,85,674.56,10,60.46,8.96,1,2.504,0.37,0,0.0,9,5,177.749,494.307,,,
joelster_02uk-03gm_sb_lh.trs,5,296,1814.36,177,1368.923,75.45,28,317.117,17.48,0,0.0,149,5,468.964,798.922,135.645,,2.578
joelster_02uk-ov_lh_mi_lh.trs,2,97,629.12,16,86.915,13.82,0,0.0,0.0,0,0.0,16,5,187.335,423.399,,,
joelster_03gm-ov_sb_lh.trs,2,58,968.48,10,126.084,13.02,1,4.408,0.46,0,0.0,9,5,142.878,817.235,,,
joelster_04gk-ov_sb_lh.trs,2,75,589.4,18,98.069,16.64,0,0.0,0.0,0,0.0,18,5,148.757,410.992,,,
kaafjord_01um-02uk_mi_eo.trs,2,446,2006.04,158,1185.722,59.11,9,98.55,4.91,0,0.0,149,5,750.639,1114.141,,,
kaafjord_01um-amj_mi_eo.trs,2,141,894.0,13,66.865,7.48,0,0.0,0.0,0,0.0,13,5,,212.833,649.641,,
kaafjord_02uk-amj_mi_eo.trs,2,248,1236.0,48,152.653,12.35,4,4.555,0.37,0,0.0,44,5,266.49,931.76,,,
kaafjord_03gm-04gk_eo_ifg.trs,2,247,2091.4,183,1624.394,77.67,50,708.173,33.86,0,0.0,133,5,724.496,345.143,,,
kaafjord_03gm-amj_eo_ifg.trs,2,152,858.0,47,193.499,22.55,6,15.286,1.78,0,0.0,41,5,679.679,155.165,,,
kaafjord_04gk-amj_eo_ifg.trs,2,80,1062.0,23,158.541,14.93,1,4.746,0.45,0,0.0,22,5,165.923,881.354,,,
kaafjord_07gm-amj_eo_ifg.trs,3,257,1544.2,84,354.004,22.92,21,54.463,3.53,0,0.0,63,5,273.397,1108.739,101.52,,
kalvaag_01um-02uk_ifg_lh.trs,3,240,1176.0,101,730.741,62.14,5,78.929,6.71,0,0.0,96,5,297.214,719.619,35.845,,
kalvaag_01um-ov_ifg_lh.trs,2,86,444.52,8,30.54,6.87,0,0.0,0.0,0,0.0,8,5,260.582,171.696,,,
kalvaag_02uk-ov_ifg_lh.trs,2,89,485.4,18,87.0,17.92,0,0.0,0.0,0,0.0,18,5,134.61,335.313,,,
kalvaag_03gm-04gk_sr_lh.trs,3,212,1604.76,127,1416.979,88.3,32,672.998,41.94,0,0.0,95,5,484.282,412.638,34.842,,
kalvaag_03gm-ov_sr_lh.trs,2,89,1512.0,14,91.071,6.02,0,0.0,0.0,0,0.0,14,5,1345.023,137.233,,,
kalvaag_04gk-ov_sr_lh.trs,2,99,1235.48,20,145.719,11.79,2,10.462,0.85,0,0.0,18,5,1023.953,184.493,,,
karlsoey_01um-02uk_ahl_amg.trs,3,234,1819.2,110,1344.508,73.91,18,393.61,21.64,0,0.0,92,5,593.048,820.49,1.969,,
karlsoey_01um-kb_ahl_amg.trs,2,105,521.0,24,135.193,25.95,2,20.103,3.86,0,0.0,22,5,257.161,237.774,,,
karlsoey_02uk-kb_ahl_amg.trs,2,94,677.24,26,158.902,23.46,3,14.431,2.13,0,0.0,23,5,196.511,450.439,,,
karlsoey_03gm-kb_ahl_sb.trs,2,122,829.56,48,279.369,33.68,9,91.036,10.97,0,0.0,39,5,158.63,577.581,,,
karmoey_01um-02uk_sr_sb_sr.trs,2,522,1504.368,177,803.927,53.44,21,116.302,7.73,0,0.0,156,5,723.332,663.53,,,
karmoey_01um-sr_ahl_amg_sr.trs,2,182,883.182,24,84.966,9.62,2,6.552,0.74,0,0.0,22,5,189.497,680.05,,,
karmoey_02uk-ks_sr_lh.trs,2,114,636.302,20,113.198,17.79,1,0.782,0.12,0,0.0,19,5,440.6,194.92,,,
karmoey_03gm-04gk_ahl_amg.trs,2,268,1658.24,150,1358.209,81.91,35,691.133,41.68,0,0.0,115,5,398.729,567.639,,,
karmoey_03gm-sr_sr_sb_amg.trs,2,112,979.378,21,59.719,6.1,4,16.533,1.69,0,0.0,17,5,76.049,883.005,,,
karmoey_04gk-ks_ahl_amg.trs,2,67,745.778,21,103.375,13.86,1,2.235,0.3,0,0.0,20,5,122.638,620.905,,,
kautokeino_01um-03gm_kk_ifg.trs,3,251,1715.92,72,691.187,40.28,6,29.249,1.7,0,0.0,66,5,1194.178,321.244,106.382,,
kautokeino_01um-ov_kk_eo.trs,2,102,765.32,17,166.122,21.71,1,1.128,0.15,0,0.0,16,5,343.363,402.772,,,
kautokeino_02uk-04gk_kk_ifg.trs,2,478,2219.24,264,1723.047,77.64,35,356.864,16.08,0,0.0,229,5,1014.999,791.327,,,
kautokeino_02uk-ov_kk_eo.trs,2,141,948.52,47,266.304,28.08,3,8.743,0.92,0,0.0,44,5,317.525,538.068,,,
kautokeino_03gm-ov_hl_kk.trs,2,98,763.8,23,107.261,14.04,1,7.743,1.01,0,0.0,22,5,171.705,568.078,,,
kautokeino_04gk-ov_hl_kk.trs,2,170,986.2,52,313.566,31.8,6,25.513,2.59,0,0.0,46,5,584.425,326.746,,,
kirkenaer_01um-05um_hcfh_eo_sl_as.trs,4,304,1752.0,181,1446.743,82.58,29,432.985,24.71,0,0.0,152,5,3.076,797.67,513.166,1.836,
kirkenaer_01um-mj_hcfh_eo_as.trs,2,114,667.04,59,245.166,36.75,6,28.664,4.3,0,0.0,53,5,145.454,484.074,,,
kirkenaer_04gk-08gk_hcfh_lh_sl.trs,3,198,1422.0,130,1290.29,90.74,31,538.906,37.9,0,0.0,99,5,367.789,506.696,,5.628,
kirkenaer_04gk-mj_hcfh_eo_as.trs,2,97,627.32,51,318.635,50.79,20,97.041,15.47,0,0.0,31,5,130.39,391.018,,,
kirkenaer_05um-mj_hcfh_eo_as.trs,2,158,715.44,80,385.744,53.92,3,17.433,2.44,0,0.0,77,5,349.863,347.739,,,
kirkenaer_08gk-mj_hcfh_eo_sl.trs,3,111,1023.92,64,385.174,37.62,14,78.198,7.64,0,0.0,50,5,190.618,754.079,1.025,,
kirkenes_01um-02uk_hl_eo.trs,3,555,2705.76,300,2137.979,79.02,63,698.607,25.82,0,0.0,237,5,834.229,1162.811,1.002,,
kirkenes_01um-kb_hl_kk.trs,2,135,726.44,62,270.99,37.3,6,17.224,2.37,0,0.0,56,5,457.948,240.338,,,
kirkenes_02uk-kb_hl_kk.trs,2,114,870.56,47,271.933,31.24,6,40.299,4.63,0,0.0,41,5,604.998,205.398,,,
kirkenes_03gm-04gk_kk_lh_ifg.trs,2,339,2070.72,228,1785.377,86.22,75,955.104,46.12,0,0.0,153,5,624.897,382.93,,,
kirkenes_03gm-kb_kk_lh.trs,2,93,776.4,46,376.323,48.47,4,30.88,3.98,0,0.0,42,5,609.256,120.885,,,
kirkenes_04gk-kb_kk_lh.trs,2,164,638.84,79,368.954,57.75,7,36.051,5.64,0,0.0,72,5,227.652,354.275,,,
kirkesdalen_01um-02uk_ahl_sb_lh.trs,3,409,1489.2,93,649.846,43.64,3,47.279,3.17,0,0.0,90,5,25.042,728.655,632.195,,
kirkesdalen_01um-hna_lh_sb.trs,2,139,1163.64,9,79.58,6.84,1,0.992,0.09,0,0.0,8,5,886.754,269.765,,,
kirkesdalen_02uk-hna_ahl_sb_lh.trs,2,123,1477.64,18,143.716,9.73,0,0.0,0.0,0,0.0,18,5,282.583,853.103,,,
kirkesdalen_03gm-04gk_sb_lh.trs,4,208,2036.96,66,745.612,36.6,8,51.444,2.53,0,0.0,58,5,923.355,870.745,34.895,65.076,
kirkesdalen_03gm-hna_sb_lh.trs,3,47,1059.28,4,35.712,3.37,0,0.0,0.0,0,0.0,4,5,926.426,128.685,3.513,,
kirkesdalen_04gk-hna_sb_lh.trs,3,52,1045.72,10,28.369,2.71,0,0.0,0.0,0,0.0,10,5,956.275,57.36,,,
kjoellefjord_01um-02uk_ahl_sb.trs,3,594,2314.96,131,789.198,34.09,10,39.496,1.71,0,0.0,121,5,767.878,1248.415,1.049,,
kjoellefjord_01um-jbj_ahl_sb.trs,2,194,846.72,15,92.238,10.89,0,0.0,0.0,0,0.0,15,5,349.852,496.868,,,
kjoellefjord_02uk-jbj_ahl_sb.trs,2,170,862.08,26,196.747,22.82,1,9.992,1.16,0,0.0,25,5,321.377,502.4,,,
kjoellefjord_03gm-04gk_sb_amg_lh.trs,3,422,2398.56,248,2021.855,84.29,98,1212.268,50.54,0,0.0,150,5,473.711,632.419,1.741,,
kjoellefjord_03gm-jbj_sb_amg.trs,2,211,1117.44,56,317.895,28.45,10,81.581,7.3,0,0.0,46,5,782.192,229.033,,,
kjoellefjord_04gk-jbj_sb_amg.trs,2,187,1360.32,36,222.127,16.33,2,5.564,0.41,0,0.0,34,5,1067.174,244.417,,,
kristiansand_01um-02uk_eo_lh.trs,2,295,1223.52,197,1052.93,86.06,57,518.719,42.4,0,0.0,140,5,417.1,271.747,,,
kristiansand_01um-mi_eo_lh.trs,2,68,648.52,11,50.02,7.71,2,4.469,0.69,0,0.0,9,5,473.305,143.854,,,
kristiansand_02uk-sl_eo_ifg_lh.trs,2,54,2061.44,13,88.238,4.28,2,13.025,0.63,0,0.0,11,5,98.332,452.699,,,
kristiansand_03gm-04gk_ifg_lh_lh.trs,2,243,1168.76,154,774.805,66.29,38,293.825,25.14,0,0.0,116,5,289.622,337.588,,,
kristiansand_03gm-sl_ifg_eo.trs,2,61,1763.96,19,200.344,11.36,5,22.713,1.29,0,0.0,14,5,87.472,646.908,,,
kristiansand_04gk-mi_ifg_eo.trs,2,100,781.32,29,128.838,16.49,4,17.78,2.28,0,0.0,25,5,142.737,608.02,,,
kvaefjord_01um-02uk_ifg_sb_amg.trs,2,414,1980.84,182,1316.219,66.45,20,183.527,9.27,0,0.0,162,5,974.881,782.631,,,
kvaefjord_01um-ov_ifg_sb_amg.trs,2,82,681.84,11,56.536,8.29,1,6.868,1.01,0,0.0,10,5,160.862,494.204,,,
kvaefjord_02uk-ov_ifg_sb_amg.trs,2,92,447.56,14,66.801,14.93,1,1.526,0.34,0,0.0,13,5,150.841,279.501,,,
kvaefjord_03gm-04gk_sb_amg.trs,3,425,2190.68,263,1754.165,80.07,53,642.901,29.35,0,0.0,210,5,666.08,832.617,21.944,,
kvaefjord_03gm-ov_sb_amg.trs,3,57,769.04,14,113.467,14.75,2,37.107,4.83,0,0.0,12,5,606.82,106.08,16.767,,
kvaefjord_04gk-ov_sb_amg.trs,2,93,747.36,22,131.033,17.53,3,17.672,2.36,0,0.0,19,5,614.122,112.967,,,
kvaenangen_01um-02uk_kk_ifg.trs,3,548,2718.2,277,1783.29,65.61,35,438.967,16.15,0,0.0,242,5,1223.418,865.187,17.286,,
kvaenangen_01um-ov_kk_eo.trs,2,147,702.04,40,258.32,36.8,1,6.771,0.96,0,0.0,39,5,337.314,,332.773,,
kvaenangen_02uk-ov_kk_eo.trs,2,121,680.44,32,214.812,31.57,0,0.0,0.0,0,0.0,32,5,284.795,375.846,,,
kvaenangen_03gm-04gk_eo_kk.trs,3,496,2343.48,364,2045.18,87.27,100,984.905,42.03,0,0.0,264,5,377.921,950.178,,7.606,
kvaenangen_03gm-ov_eo_ifg.trs,2,151,877.32,57,259.918,29.63,8,34.415,3.92,0,0.0,49,5,172.175,644.796,,,
kvaenangen_04gk-ov_eo_kk.trs,2,129,921.76,32,164.762,17.87,2,9.185,1.0,0,0.0,30,5,251.711,635.968,,,
kvam_03gm-sl_sb_lh.trs,2,161,793.0,45,217.254,27.4,2,2.099,0.26,0,0.0,43,5,594.882,196.019,,,
kvam_04gk-mi_sb_lh.trs,2,157,1361.48,37,336.832,24.74,2,14.127,1.04,0,0.0,35,5,1267.075,80.278,,,
kvinnherad_01um-02uk_amg_ahl_lh.trs,2,248,1515.813,144,1223.484,80.71,34,462.454,30.51,0,0.0,110,5,504.748,542.936,,,
kvinnherad_01um-sl_amg_ahl_lh.trs,2,67,764.13,18,175.223,22.93,0,0.0,0.0,0,0.0,18,5,633.661,112.736,,,
kvinnherad_02uk-eo_amg_ahl_lh.trs,2,50,567.7,12,92.49,16.29,2,25.469,4.49,0,0.0,10,5,431.689,92.811,,,
kvinnherad_03gm-04gk_eo_sb.trs,2,264,1035.833,205,948.39,91.56,51,437.274,42.21,0,0.0,154,5,274.336,316.259,,,
kvinnherad_03gm-sl_amg_lh.trs,2,143,853.952,43,345.323,40.44,4,12.46,1.46,0,0.0,39,5,143.405,691.914,,,
kvinnherad_04gk-eo_amg_lh.trs,2,133,581.713,22,109.978,18.91,4,3.237,0.56,0,0.0,18,5,137.3,435.044,,,
lakselv_01um-02uk_hl_eo.trs,3,402,2307.64,227,1766.162,76.54,45,619.756,26.86,0,0.0,182,5,973.257,660.69,1.097,,
lakselv_01um-ov_hl_eo.trs,2,82,831.28,24,154.108,18.54,1,3.243,0.39,0,0.0,23,5,179.485,614.498,,,
lakselv_02uk-ov_hl_eo.trs,2,88,651.04,21,138.095,21.21,1,4.722,0.73,0,0.0,20,5,205.722,415.961,,,
lakselv_03gm-04gk_ifg_kk.trs,2,418,2601.16,290,2218.289,85.28,93,1162.45,44.69,0,0.0,197,5,661.956,680.475,,,
lakselv_03gm-ov_ifg_eo.trs,2,124,1113.08,54,274.621,24.67,11,66.578,5.98,0,0.0,43,5,226.579,793.697,,,
lakselv_04gk-ov_ifg_eo.trs,2,135,984.36,40,219.855,22.33,6,51.79,5.26,0,0.0,34,5,245.771,682.029,,,
landvik_01um-02uk_sb_amg.trs,2,191,1080.0,124,934.387,86.52,43,510.878,47.3,0,0.0,81,5,271.273,280.791,,,
landvik_01um-lh_sb_amg.trs,2,149,727.68,35,172.156,23.66,4,18.053,2.48,0,0.0,31,5,510.692,187.355,,,
landvik_02uk-sl_sb_lh.trs,2,84,720.04,28,123.546,17.16,0,0.0,0.0,0,0.0,28,5,567.143,148.008,,,
landvik_03gm-04gk_amg_lh.trs,2,196,1528.88,115,1243.792,81.35,28,622.094,40.69,0,0.0,87,5,472.56,388.332,,,
landvik_03gm-sl_amg_lh.trs,2,106,1143.36,20,204.188,17.86,1,0.81,0.07,0,0.0,19,5,974.697,,148.407,,
landvik_04gk-lh_amg_ahl.trs,2,70,606.32,24,120.602,19.89,1,0.572,0.09,0,0.0,23,5,443.009,158.399,,,
langesund_01um-02uk_lh_mi.trs,2,263,1128.48,71,383.62,33.99,0,0.0,0.0,0,0.0,71,5,781.262,332.29,,,
langesund_01um-sl_lh_eo.trs,2,100,438.84,19,91.465,20.84,1,0.82,0.19,0,0.0,18,5,201.556,225.447,,,
langesund_02uk-sl_lh_mi.trs,2,126,398.52,29,100.604,25.24,2,1.192,0.3,0,0.0,27,5,206.861,173.035,,,
langesund_03gm-04gk_eo_lh.trs,2,224,1220.96,139,955.379,78.25,23,208.257,17.06,0,0.0,116,5,374.262,627.733,,,
langesund_03gm-amg_eo_lh.trs,2,50,617.08,14,134.882,21.86,0,0.0,0.0,0,0.0,14,5,178.385,422.503,,,
langesund_04gk-amg_eo_lh.trs,2,60,773.12,15,154.559,19.99,1,0.618,0.08,0,0.0,14,5,172.813,504.972,,,
lardal_01um-02uk_ifg_sb.trs,2,214,1433.76,127,1158.036,80.77,31,639.026,44.57,0,0.0,96,5,363.709,394.013,,,
lardal_01um-sl_ifg_sb.trs,2,143,868.32,44,227.352,26.18,0,0.0,0.0,0,0.0,44,5,225.813,597.479,,,
lardal_02uk-sr_ifg_sb.trs,2,146,822.24,44,257.395,31.3,2,5.881,0.72,0,0.0,42,5,258.347,527.202,,,
lardal_03gm-04gk_amg_ifg_sb.trs,2,295,1522.08,226,1321.074,86.79,36,341.881,22.46,0,0.0,190,5,334.821,798.97,,,
lardal_03gm-sl_amg_ifg_sb.trs,2,125,984.96,21,146.917,14.92,1,3.482,0.35,0,0.0,20,5,212.645,645.811,,,
lardal_04gk-sr_amg_ifg_sb.trs,2,198,954.24,38,182.743,19.15,3,9.92,1.04,0,0.0,35,5,129.631,766.197,,,
lavangen_01um-02uk_ahl_ifg.trs,2,389,2254.6,129,1148.704,50.95,12,205.706,9.12,0,0.0,117,5,1214.261,744.502,,,
lavangen_01um-kb_ahl_ifg_sb.trs,2,99,1096.96,42,306.005,27.9,6,71.674,6.53,0,0.0,36,5,255.366,727.603,,,
lavangen_02uk-kb_ahl_ifg.trs,2,88,927.56,26,135.17,14.57,0,0.0,0.0,0,0.0,26,5,173.348,729.029,,,
lavangen_03gm-04gk_sb_eo.trs,3,233,2328.04,169,2089.94,89.77,73,1385.44,59.51,0,0.0,96,5,521.27,371.662,13.665,,
lavangen_03gm-ov_sb_eo.trs,2,49,791.08,9,41.866,5.29,1,5.509,0.7,0,0.0,8,5,667.213,99.28,,,
lavangen_04gk-ov_sb_eo.trs,2,87,1038.08,18,101.423,9.77,2,7.941,0.76,0,0.0,16,5,900.48,89.716,,,
lierne_01um-02uk_hl_kk.trs,2,503,1798.52,119,800.789,44.52,11,54.241,3.02,0,0.0,108,5,648.041,1076.731,,,
lierne_01um-ta_hl_kk.trs,2,77,328.48,20,112.179,34.15,1,6.153,1.87,0,0.0,19,5,92.432,179.966,,,
lierne_02uk-ta_hl_kk.trs,2,128,617.0,33,179.527,29.1,1,2.719,0.44,0,0.0,32,5,333.643,255.939,,,
lierne_03gm-04gk_kk_hl_eo.trs,3,201,1931.6,124,1635.853,84.69,33,944.621,48.9,0,0.0,91,5,20.397,591.827,365.754,,
lierne_03gm-ta_kk_hl_eo.trs,2,63,802.92,17,157.051,19.56,1,2.762,0.34,0,0.0,16,5,136.29,649.076,,,
lierne_04gk-ta_kk_hl_eo.trs,2,92,684.92,37,231.925,33.86,4,44.836,6.55,0,0.0,33,5,231.377,374.366,,,
lindaas_01um-sl_ahl_lh.trs,2,115,588.28,35,180.831,30.74,2,18.189,3.09,0,0.0,33,5,206.887,363.204,,,
lindaas_02uk-mi_ahl_amg.trs,2,56,388.28,12,69.282,17.84,0,0.0,0.0,0,0.0,12,5,132.36,253.273,,,
lindaas_03gm-04gk_sb_mi.trs,3,217,1480.0,142,1288.058,87.03,52,701.796,47.42,0,0.0,90,5,368.771,407.239,,,
lindaas_03gm-sl_sb_lh.trs,2,135,752.52,37,171.31,22.76,6,29.993,3.99,0,0.0,31,5,550.357,172.17,,,
lindaas_04gk-mi_sb_lh.trs,2,57,614.48,20,176.511,28.73,3,21.608,3.52,0,0.0,17,5,484.841,108.031,,,
lom_01um-02uk_amg_lh.trs,2,131,1796.16,49,562.015,31.29,6,65.868,3.67,0,0.0,43,5,477.321,303.135,,,
lom_01um-jk_amg_lh.trs,2,45,786.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,5,169.838,595.812,,,
lom_02uk-jk_amg_lh.trs,2,65,851.32,6,38.857,4.56,0,0.0,0.0,0,0.0,6,5,240.673,584.653,,,
lom_03gm-04gk_amg_eo_lh.trs,2,179,1206.52,119,1080.881,89.59,30,582.243,48.26,0,0.0,89,5,325.589,295.802,,,
lom_03gm-mi_amg_eo_as.trs,2,50,982.92,6,34.285,3.49,0,0.0,0.0,0,0.0,6,5,113.155,852.047,,,
lom_04gk-sl_amg_eo_as.trs,2,109,940.64,37,131.709,14.0,5,8.868,0.94,0,0.0,32,5,160.879,769.057,,,
lommedalen_01um-02uk_kk_hl.trs,2,220,1492.32,127,1142.936,76.59,31,426.967,28.61,0,0.0,96,5,519.006,537.87,,,
lommedalen_01um-ifg_kk_hl.trs,2,69,883.68,17,95.272,10.78,2,12.381,1.4,0,0.0,15,5,138.134,713.657,,,
lommedalen_02uk-ifg_kk_hl.trs,2,153,797.28,43,260.1,32.62,4,21.835,2.74,0,0.0,39,5,347.999,410.323,,,
lommedalen_03gm-04gk_ifg_sb.trs,2,112,1143.08,91,1104.249,96.6,29,709.29,62.05,0,0.0,62,5,151.31,282.48,,,
lommedalen_03gm-amg_ifg_sb.trs,2,54,1131.44,22,104.151,9.21,1,4.65,0.41,0,0.0,21,5,73.563,1047.671,,,
lommedalen_04gk-amg_ifg_sb.trs,2,57,1027.8,22,104.539,10.17,0,0.0,0.0,0,0.0,22,5,93.095,912.24,,,
luster_01um-06uk_sb_lh.trs,3,206,1632.0,148,1439.52,88.21,36,626.713,38.4,0,0.0,112,5,532.678,457.439,4.439,,
luster_01um-ov_sb_lh.trs,3,73,584.28,12,131.836,22.56,3,28.233,4.83,0,0.0,9,5,389.289,162.609,1.335,,
luster_02uk-06uk_sb_lh.trs,3,222,1296.48,85,704.802,54.36,12,234.29,18.07,0,0.0,73,5,408.402,335.848,8.146,,
luster_02uk-ov_sb_lh.trs,2,58,554.28,14,103.574,18.69,0,0.0,0.0,0,0.0,14,5,115.998,430.746,,,
luster_03gm-04gk_sb_lh.trs,3,243,1247.04,107,811.156,65.05,22,325.025,26.06,0,0.0,85,5,418.837,444.069,33.473,,
luster_03gm-ov_sb_lh.trs,2,71,440.12,18,116.369,26.44,2,4.991,1.13,0,0.0,16,5,135.604,299.525,,,
luster_04gk-ov_sb_lh_amg.trs,2,43,486.2,9,102.713,21.13,2,48.331,9.94,0,0.0,7,5,89.315,332.453,,,
luster_06uk-ov_sb_lh.trs,2,37,815.8,0,0.0,0.0,0,0.0,0.0,0,0.0,0,5,709.448,87.465,,,
lyngdal_01um-02uk_lh_amg.trs,2,177,1097.92,84,845.656,77.02,1,6.689,0.61,0,0.0,83,5,217.055,862.729,,,
lyngdal_01um-mi_lh_ahl_lh.trs,2,86,660.64,8,47.83,7.24,0,0.0,0.0,0,0.0,8,5,179.811,478.11,,,
lyngdal_03gm-04gk_sr_lh.trs,2,171,1063.103,95,828.971,77.98,15,208.088,19.57,0,0.0,80,5,512.347,284.199,,,
lyngdal_03gm-mi_sr_lh.trs,2,78,908.2,12,51.012,5.62,0,0.0,0.0,0,0.0,12,5,761.336,132.022,,,
lyngdal_04gk-sl_sr_lh.trs,2,95,727.44,20,105.039,14.44,1,1.125,0.15,0,0.0,19,5,572.57,130.163,,,
medby_74-75_lh_as.trs,3,256,1102.36,43,306.506,27.8,3,6.582,0.6,0,0.0,40,5,369.153,664.324,61.657,,
medby_74-jbj_lh_as.trs,2,219,1318.76,30,222.904,16.9,0,0.0,0.0,0,0.0,30,5,422.813,895.947,,,
medby_75-jbj_lh_as.trs,2,187,724.28,28,158.537,21.89,1,20.39,2.82,0,0.0,27,5,308.031,384.532,,,
mefjordvaer_19-20_sl_as.trs,2,176,1509.0,121,1353.359,89.69,33,654.682,43.39,0,0.0,88,5,295.527,558.79,,,
mefjordvaer_19-jbj_sl_as_sl_as.trs,2,100,956.76,37,402.707,42.09,3,40.576,4.24,0,0.0,34,5,182.912,723.33,,,
mefjordvaer_20-mn_sl_as.trs,2,97,873.68,37,373.394,42.74,1,1.335,0.15,0,0.0,36,5,112.491,758.995,,,
meraaker_01um-02uk_ifg_sb.trs,2,188,1236.0,135,1087.42,87.98,25,464.333,37.57,0,0.0,110,5,399.516,349.282,,,
meraaker_01um-jk_ifg_sb.trs,2,54,693.638,10,90.193,13.0,0,0.0,0.0,0,0.0,10,5,80.251,598.642,,,
meraaker_02uk-jk_ifg_sb.trs,2,29,670.158,5,49.221,7.34,0,0.0,0.0,0,0.0,5,5,48.579,613.733,,,
meraaker_03gm-04gk_sb_lh.trs,3,392,1650.0,229,1307.29,79.23,71,692.196,41.95,0,0.0,158,5,242.985,685.752,3.506,,
meraaker_03gm-jk_sb_lh.trs,2,69,764.28,6,18.898,2.47,0,0.0,0.0,0,0.0,6,5,637.651,89.785,,,
