file,n_speakers_declared,total_turns,total_duration_sec,overlap_turns_original,overlap_sec_original,overlap_pct_original,overlap_turns_after_threshold,overlap_sec_after_threshold,overlap_pct_after_threshold,unresolved_multi_no_who_turns,unresolved_multi_no_who_sec,assigned_due_to_threshold_turns,words_threshold,sec_spk1,sec_spk2,sec_spk3,sec_spk4
aal_01um-02uk_sb_eo.trs,2,258,1101.12,126,911.809,82.81,96,770.536,69.98,0,0.0,30,0,180.392,140.271,,
aal_01um-sl_mi_lh.trs,2,52,552.0,16,151.31,27.41,14,99.2,17.97,0,0.0,2,0,15.048,432.506,,
aal_02uk-amg_sb_eo.trs,2,148,920.16,30,186.983,20.32,27,151.546,16.47,0,0.0,3,0,559.941,154.336,,
aal_03gm-04gk_ifg_eo.trs,4,310,1308.96,218,1143.637,87.37,204,1109.567,84.77,0,0.0,14,0,80.027,107.536,5.629,
aal_03gm-amg_ifg_lh.trs,2,87,811.68,26,240.481,29.63,24,227.627,28.04,0,0.0,2,0,61.895,471.477,,
aal_04gk-sl_ifg_lh.trs,2,113,853.92,46,212.663,24.9,37,167.318,19.59,0,0.0,9,0,70.06,594.889,,
aaseral_01um-02uk_hcfh_lh_eo.trs,3,223,1098.84,147,911.691,82.97,128,779.562,70.94,0,0.0,19,0,150.408,142.281,,
aaseral_01um-sl_hcfh_eo_ifg_lh.trs,2,99,810.2,27,131.707,16.26,25,118.539,14.63,0,0.0,2,0,126.798,542.198,,
aaseral_02uk-sl_hcfh_eo_lh.trs,2,130,746.68,43,167.206,22.39,41,153.539,20.56,0,0.0,2,0,104.205,471.609,,
aaseral_03gm-04gk_eo_lh.trs,2,217,1456.56,169,1267.931,87.05,163,1243.001,85.34,0,0.0,6,0,94.453,103.586,,
aaseral_03gm-eo_eo_lh.trs,2,45,818.92,6,23.602,2.88,6,23.602,2.88,0,0.0,0,0,66.901,721.166,,
alvdal_01um-02uk_hcfh_sl_as.trs,3,227,1045.4,127,842.978,80.64,114,801.117,76.63,0,0.0,13,0,84.26,128.663,4.293,
alvdal_01um-jbj_hcfh_sl_as.trs,2,189,948.0,51,291.095,30.71,50,287.375,30.31,0,0.0,1,0,150.124,479.789,,
alvdal_02uk-jbj_hcfh_sl_as.trs,2,209,1670.6,85,646.616,38.71,81,620.174,37.12,0,0.0,4,0,133.246,716.394,,
alvdal_03gm-04gk_hcfh_as.trs,3,283,1439.934,163,1090.188,75.71,163,1090.188,75.71,0,0.0,0,0,173.348,86.282,4.474,
alvdal_03gm-jbj_hcfh_as.trs,2,114,990.28,36,263.102,26.57,36,263.102,26.57,0,0.0,0,0,68.333,568.257,,
alvdal_04gk-jbj_hcfh_amg_as.trs,2,177,961.96,32,144.992,15.07,29,131.134,13.63,0,0.0,3,0,217.763,612.133,,
aremark_01um-02uk_ahl_eo.trs,3,375,1222.08,157,812.063,66.45,123,688.209,56.31,0,0.0,34,0,266.431,256.995,,
aremark_01um-lh_ahl_eo.trs,2,145,732.48,40,172.755,23.58,38,168.152,22.96,0,0.0,2,0,160.74,390.114,,
aremark_02uk-lh_ahl_eo.trs,2,154,520.16,48,200.441,38.53,45,172.632,33.19,0,0.0,3,0,128.122,189.254,,
aremark_03gm-04gk_eo_sb.trs,2,265,1816.8,228,1700.552,93.6,223,1678.985,92.41,0,0.0,5,0,28.297,93.612,,
aremark_03gm-lh_eo_sb.trs,2,105,899.04,36,221.491,24.64,35,218.391,24.29,0,0.0,1,0,578.099,88.003,,
aremark_04gk-rvf_eo_sb.trs,2,209,915.36,110,354.233,38.7,109,351.133,38.36,0,0.0,1,0,40.979,481.929,,
aure_01um-02uk_sb_amg.trs,2,162,1252.4,97,1014.975,81.04,80,892.156,71.24,0,0.0,17,0,193.512,134.105,,
aure_01um-ta_sb_lh.trs,2,96,714.0,26,172.248,24.12,25,168.647,23.62,0,0.0,1,0,388.363,116.177,,
aure_02uk-ta_sb_lh.trs,2,113,792.76,36,395.98,49.95,28,348.126,43.91,0,0.0,8,0,262.014,151.952,,
aure_03gm-04gk_sb_lh.trs,2,185,1152.0,111,930.867,80.8,95,847.305,73.55,0,0.0,16,0,124.764,173.421,,
aure_03gm-ta_sb_lh.trs,2,75,639.8,17,173.88,27.18,16,167.537,26.19,0,0.0,1,0,355.049,112.278,,
aure_04gk-ta_sb_lh.trs,2,52,678.0,18,157.537,23.24,16,149.739,22.09,0,0.0,2,0,465.014,46.054,,
ballangen_01um-02uk_ifg_eo.trs,2,407,1661.12,132,807.48,48.61,95,593.484,35.73,0,0.0,37,0,707.237,325.724,,
ballangen_01um-kb_ifg_eo.trs,2,98,490.68,26,157.815,32.16,23,130.43,26.58,0,0.0,3,0,171.088,176.809,,
ballangen_02uk-kb_ifg_eo.trs,2,105,528.8,37,183.189,34.64,36,180.375,34.11,0,0.0,1,0,65.922,247.352,,
ballangen_03gm-04gk_kk_sb.trs,3,154,1802.76,127,1720.204,95.42,126,1716.797,95.23,0,0.0,1,0,30.971,35.615,3.047,
ballangen_03gm-kb_kk_sb.trs,2,82,703.68,39,364.212,51.76,38,362.594,51.53,0,0.0,1,0,290.928,36.606,,
ballangen_04gk-kb_kk_sb.trs,2,88,660.04,49,371.085,56.22,47,323.75,49.05,0,0.0,2,0,309.652,15.097,,
beiarn_01um-02uk_kk_sb.trs,2,417,2036.28,262,1662.781,81.66,183,1270.426,62.39,0,0.0,79,0,301.414,451.877,,
beiarn_01um-kb_kk_sb.trs,3,132,724.52,48,188.925,26.08,45,175.919,24.28,0,0.0,3,0,400.752,108.487,,
beiarn_02uk-kb_kk_sb.trs,2,101,663.8,41,226.417,34.11,39,222.732,33.55,0,0.0,2,0,323.524,99.062,,
beiarn_03gm-04gk_kk_sb.trs,2,273,1556.04,167,1194.021,76.73,150,1031.691,66.3,0,0.0,17,0,255.688,265.014,,
beiarn_03gm-kb_sb_kk.trs,2,190,790.0,77,377.91,47.84,77,377.91,47.84,0,0.0,0,0,318.893,79.26,,
beiarn_04gk-kb_sb_kk.trs,2,174,677.68,58,201.039,29.67,55,193.956,28.62,0,0.0,3,0,351.493,94.027,,
beiarn_05um-kb_kk_eo.trs,2,74,620.2,19,154.71,24.95,18,153.334,24.72,0,0.0,1,0,375.668,88.542,,
bergen_01um-02uk_amg_sb_eo.trs,2,225,1060.8,100,624.629,58.88,70,459.58,43.32,0,0.0,30,0,302.362,156.721,,
bergen_01um-mi_amg_sb_lh.trs,2,87,729.095,18,96.911,13.29,15,91.297,12.52,0,0.0,3,0,114.72,506.412,,
bergen_02uk-sl_amg_sb_lh.trs,2,127,499.2,29,135.683,27.18,28,128.076,25.66,0,0.0,1,0,76.562,275.126,,
bergen_03gm-04gk_sb_lh.trs,3,144,1278.24,114,1189.726,93.08,112,1183.645,92.6,0,0.0,2,0,44.427,35.239,0.954,
bergen_03gm-mi_sb_lh.trs,3,39,690.24,14,105.933,15.35,12,102.141,14.8,0,0.0,2,0,555.333,24.944,,
bergen_04gk-sl_sb_lh.trs,2,144,934.56,33,136.169,14.57,27,116.444,12.46,0,0.0,6,0,676.956,120.77,,
bjugn_15-19_sb_ifg.trs,2,245,1748.16,173,1588.829,90.89,169,1579.576,90.36,0,0.0,4,0,44.826,69.91,,
bjugn_15-aml_sb_ifg.trs,2,122,887.52,20,97.132,10.94,20,97.132,10.94,0,0.0,0,0,712.905,67.204,,
bjugn_16-23_hl_kk_ifg.trs,2,228,1340.44,93,708.885,52.88,77,632.519,47.19,0,0.0,16,0,485.709,190.094,,
bjugn_19-aml_sb_ifg.trs,2,90,842.88,33,141.527,16.79,29,133.514,15.84,0,0.0,4,0,645.604,40.558,,
bjugn_23-pmk_hl_kk.trs,2,93,884.16,21,136.197,15.4,17,119.432,13.51,0,0.0,4,0,222.465,537.564,,
bodoe_01um-02uk_eo_sb.trs,2,271,1307.64,101,835.501,63.89,90,779.251,59.59,0,0.0,11,0,333.691,191.431,,
bodoe_01um-kb_eo_sb.trs,2,121,462.08,32,138.279,29.93,27,118.262,25.59,0,0.0,5,0,123.179,200.104,,
bodoe_02uk-kb_eo_sb.trs,2,95,630.96,21,118.036,18.71,19,110.929,17.58,0,0.0,2,0,151.152,343.577,,
bodoe_03gm-04gk_sb_eo.trs,2,176,1428.4,115,1286.832,90.09,114,1285.687,90.01,0,0.0,1,0,37.584,94.767,,
bodoe_03gm-kb_sb_eo.trs,2,99,727.64,20,121.318,16.67,18,116.809,16.05,0,0.0,2,0,459.289,124.475,,
bodoe_04gk-kb_sb_eo.trs,2,143,703.16,39,145.268,20.66,37,126.987,18.06,0,0.0,2,0,426.444,124.117,,
boemlo_01um-02uk_amg_sb_lh.trs,2,249,1236.502,144,1017.579,82.29,122,942.091,76.19,0,0.0,22,0,192.017,88.62,,
boemlo_01um-sl_amg_sb_lh.trs,2,178,745.41,40,173.898,23.33,26,115.058,15.44,0,0.0,14,0,139.615,467.658,,
boemlo_02uk-eo_amg_sb_lh.trs,2,59,661.793,8,76.56,11.57,7,75.892,11.47,0,0.0,1,0,67.069,513.347,,
boemlo_03gm-04gk_ahl_lh.trs,2,159,1554.218,124,1447.179,93.11,123,1437.926,92.52,0,0.0,1,0,25.894,71.425,,
boemlo_03gm-sl_ahl_lh.trs,2,103,1235.033,36,284.134,23.01,36,284.134,23.01,0,0.0,0,0,52.926,892.202,,
boemlo_04gk-eo_ahl_lh.trs,2,42,906.738,15,151.265,16.68,12,145.996,16.1,0,0.0,3,0,27.684,733.058,,
botnhamn_03-06_as_mi_sl_as.trs,3,332,1910.12,164,1421.119,74.4,151,1325.682,69.4,0,0.0,13,0,237.505,344.859,0.572,
botnhamn_03-mn_mi_as.trs,2,65,692.72,29,263.011,37.97,27,213.526,30.82,0,0.0,2,0,20.811,448.701,,
botnhamn_06-jbj_as.trs,2,75,684.36,13,110.067,16.08,12,109.426,15.99,0,0.0,1,0,456.427,118.507,,
brekkom_01um-03gm_amg_eo_as.trs,3,294,1412.56,161,1056.554,74.8,154,1035.141,73.28,0,0.0,7,0,166.592,182.316,6.963,
brekkom_01um-sl_amg_eo_as.trs,3,64,467.96,9,44.846,9.58,6,27.249,5.82,0,0.0,3,0,338.378,101.904,0.429,
brekkom_02uk-04gk_amg_hcfh_as.trs,2,276,1343.24,141,988.65,73.6,122,912.973,67.97,0,0.0,19,0,204.558,198.923,,
brekkom_02uk-sl_amg_hcfh_as.trs,2,80,446.0,15,51.441,11.53,13,46.958,10.53,0,0.0,2,0,73.194,304.552,,
brekkom_03gm-sl_amg_eo_as.trs,2,98,425.24,18,78.02,18.35,16,72.667,17.09,0,0.0,2,0,101.188,237.139,,
brekkom_04gk-iii_amg_hcfh_as.trs,2,92,739.76,25,187.101,25.29,23,178.779,24.17,0,0.0,2,0,135.061,419.028,,
brunlanes_01um-02uk_ahl_amg.trs,2,477,1523.52,250,1074.128,70.5,211,949.061,62.29,0,0.0,39,0,258.26,279.403,,
brunlanes_01um-ifg_ahl_amg.trs,2,51,890.88,12,50.887,5.71,10,46.8,5.25,0,0.0,2,0,50.424,730.405,,
brunlanes_02uk-ifg_ahl_amg.trs,2,126,864.0,42,222.127,25.71,41,217.143,25.13,0,0.0,1,0,39.275,586.691,,
brunlanes_03gm-04gk_ifg_amg.trs,2,298,1582.56,204,1380.12,87.21,194,1356.502,85.72,0,0.0,10,0,78.917,119.007,,
brunlanes_03gm-ifg_ifg_amg.trs,2,68,839.04,15,166.329,19.82,14,38.016,4.53,0,0.0,1,0,54.59,721.203,,
brunlanes_04gk-ifg_ifg_amg.trs,2,36,962.88,12,273.265,28.38,10,269.452,27.98,0,0.0,2,0,20.771,592.799,,
bud_01um-02uk_eo_hl_ifg.trs,2,452,1823.36,184,1102.339,60.46,154,931.967,51.11,0,0.0,30,0,446.836,398.855,,
bud_01um-ma_eo_lh.trs,2,102,668.72,24,128.912,19.28,23,125.573,18.78,0,0.0,1,0,475.421,49.172,,
bud_02uk-ma_eo_hl_ifg.trs,2,113,675.0,24,108.036,16.01,19,69.228,10.26,0,0.0,5,0,154.657,439.096,,
bud_03gm-04gk_hl_eo.trs,2,271,1830.92,114,1182.713,64.6,104,1114.819,60.89,0,0.0,10,0,404.436,286.983,,
bud_03gm-ma_hl_eo.trs,2,127,767.52,31,136.14,17.74,26,100.163,13.05,0,0.0,5,0,88.953,552.586,,
bud_04gk-ma_hl_eo.trs,2,81,731.0,20,89.701,12.27,17,69.387,9.49,0,0.0,3,0,553.19,101.688,,
dalsbygda_01um-02uk_ifg_eo.trs,2,337,1551.36,155,1086.713,70.05,146,1057.605,68.17,0,0.0,9,0,264.313,218.925,,
dalsbygda_01um-ifg_ifg_eo.trs,2,122,1646.88,22,130.428,7.92,20,124.768,7.58,0,0.0,2,0,148.792,402.554,,
dalsbygda_02uk-ifg_ifg_eo.trs,2,143,812.88,44,219.221,26.97,42,211.802,26.06,0,0.0,2,0,99.694,490.289,,
dalsbygda_03gm-04gk_ifg_eo.trs,2,267,1646.88,153,1351.072,82.04,147,1336.642,81.16,0,0.0,6,0,70.651,226.643,,
dalsbygda_03gm-ifg_ifg_eo.trs,3,127,936.16,26,145.4,15.53,23,127.584,13.63,0,0.0,3,0,153.26,640.165,4.284,
dalsbygda_04gk-ifg_ifg_eo.trs,2,231,960.88,58,204.299,21.26,55,194.791,20.27,0,0.0,3,0,134.322,612.697,,
darbu_01um-02uk_ifg_amg.trs,2,297,1645.64,147,1087.035,66.06,118,950.477,57.76,0,0.0,29,0,395.241,243.278,,
darbu_01um-sl_ifg_amg.trs,2,134,749.04,32,153.785,20.53,28,124.62,16.64,0,0.0,4,0,170.437,442.751,,
darbu_02uk-ks_ifg_amg.trs,2,84,745.52,23,203.636,27.31,20,189.069,25.36,0,0.0,3,0,93.009,454.524,,
darbu_03gm-04gk_sb_lh.trs,3,349,1240.68,167,830.285,66.92,153,782.677,63.08,0,0.0,14,0,281.827,176.176,,
darbu_03gm-sl_sb_lh.trs,2,88,571.72,19,118.648,20.75,15,111.786,19.55,0,0.0,4,0,381.374,78.56,,
darbu_04gk-ks_sb_lh.trs,2,161,876.28,35,149.647,17.08,34,147.095,16.79,0,0.0,1,0,551.557,177.628,,
drevsjoe_01um-02uk_lh_as.trs,2,311,1129.0,97,572.184,50.68,50,357.392,31.66,0,0.0,47,0,329.056,418.083,,
drevsjoe_01um-ms_amg_as.trs,2,94,818.0,9,107.992,13.2,6,51.142,6.25,0,0.0,3,0,276.339,476.139,,
drevsjoe_02uk-ms_lh_as.trs,2,49,466.6,7,30.926,6.63,7,30.926,6.63,0,0.0,0,0,106.828,290.666,,
drevsjoe_03gm-04gk_mi_as.trs,2,169,1201.08,120,1050.097,87.43,117,1042.772,86.82,0,0.0,3,0,78.772,79.536,,
drevsjoe_03gm-ms_lh_sl_as.trs,2,46,859.0,4,40.548,4.72,4,40.548,4.72,0,0.0,0,0,60.449,739.777,,
drevsjoe_04gk-ms_as_sl_as.trs,2,45,887.36,4,19.27,2.17,3,11.734,1.32,0,0.0,1,0,119.104,561.055,,
eidfjord_01um-02uk_amg_sb_lh.trs,2,267,1451.6,126,1117.752,77.0,108,1030.9,71.02,0,0.0,18,0,244.636,169.339,,
eidfjord_01um-sl_amg_sb_lh.trs,2,44,577.64,9,144.621,25.04,8,121.012,20.95,0,0.0,1,0,29.301,421.651,,
eidfjord_02uk-mi_amg_sb_lh.trs,2,122,893.12,32,288.008,32.25,25,241.46,27.04,0,0.0,7,0,95.683,542.432,,
eidfjord_03gm-04gk_sb_lh.trs,3,193,1788.96,125,1629.473,91.08,120,1590.148,88.89,0,0.0,5,0,139.93,58.238,,0.644
eidfjord_03gm-sl_sb_amg.trs,2,69,706.76,15,178.019,25.19,11,166.835,23.61,0,0.0,4,0,465.89,74.035,,
eidfjord_04gk-mi_sb_lh.trs,2,46,806.6,11,83.781,10.39,10,82.159,10.19,0,0.0,1,0,664.161,58.539,,
enebakk_01um-02uk_kk_eo.trs,2,233,1452.0,148,1231.86,84.84,138,1198.226,82.52,0,0.0,10,0,,,129.132,111.938
enebakk_01um-ifg_kk_eo.trs,2,87,722.12,28,178.204,24.68,25,169.322,23.45,0,0.0,3,0,91.301,451.177,,
enebakk_02uk-ifg_kk_eo.trs,2,106,748.4,33,182.338,24.36,33,182.338,24.36,0,0.0,0,0,66.792,485.084,,
enebakk_03gm-04gk_ifg_sb.trs,2,323,2054.32,243,1645.771,80.11,240,1641.258,79.89,0,0.0,3,0,41.917,178.222,,
enebakk_03gm-sr_ifg_sb.trs,2,142,1112.16,45,276.221,24.84,45,276.221,24.84,0,0.0,0,0,42.903,689.193,,
enebakk_04gk-sr_ifg_sb.trs,2,48,908.16,13,94.847,10.44,11,54.462,6.0,0,0.0,2,0,33.345,698.059,,
evje_01um-02uk_eo_lh_lh.trs,3,302,1229.48,94,695.264,56.55,76,587.64,47.8,0,0.0,18,0,404.336,215.075,0.41,
evje_01um-sl_eo_lh.trs,2,138,793.32,26,121.945,15.37,26,121.945,15.37,0,0.0,0,0,231.713,413.31,,
evje_02uk-eo_eo_lh.trs,2,75,572.96,13,79.981,13.96,10,62.9,10.98,0,0.0,3,0,170.509,325.457,,
evje_03gm-04gk_ifg_lh.trs,2,255,1254.4,163,1012.479,80.71,149,953.228,75.99,0,0.0,14,0,125.122,103.806,,
evje_03gm-sl_ifg_lh.trs,2,94,678.56,23,145.234,21.4,15,114.031,16.8,0,0.0,8,0,120.643,420.492,,
evje_04gk-eo_ifg_lh.trs,3,74,764.88,22,75.614,9.89,18,66.987,8.76,0,0.0,4,0,29.491,636.517,16.766,
flaa_01um-02uk_ifg_eo.trs,2,117,1107.92,67,861.677,77.77,48,760.476,68.64,0,0.0,19,0,203.284,126.221,,
flaa_01um-sl_ifg_eo.trs,2,96,794.88,18,91.655,11.53,13,74.449,9.37,0,0.0,5,0,107.379,592.615,,
flaa_02uk-amg_ifg_eo.trs,2,98,754.8,27,149.262,19.78,8,46.618,6.18,0,0.0,19,0,211.813,450.179,,
flaa_03gm-04gk_eo_ifg_amg.trs,2,159,1426.36,112,1302.484,91.32,106,1283.12,89.96,0,0.0,6,0,45.078,,90.65,
flaa_03gm-sl_eo_ifg_lh.trs,2,50,614.4,14,64.884,10.56,14,64.884,10.56,0,0.0,0,0,510.904,31.052,,
flaa_04gk-amg_eo_ifg_lh.trs,2,134,686.96,38,149.416,21.75,34,132.803,19.33,0,0.0,4,0,402.616,86.035,,
fredrikstad_01um-02uk_eo_ahl_lh.trs,2,455,1594.08,227,1192.279,74.79,186,1025.416,64.33,0,0.0,41,0,263.558,253.548,,
fredrikstad_01um-eo_eo_ahl_lh.trs,2,72,767.04,21,178.468,23.27,20,177.013,23.08,0,0.0,1,0,49.643,525.933,,
fredrikstad_02uk-eo_eo_ahl_lh.trs,2,170,980.64,37,225.105,22.95,26,180.127,18.37,0,0.0,11,0,193.761,583.643,,
fredrikstad_03gm-04gk_ahl_amg.trs,3,221,1383.36,99,853.812,61.72,94,805.011,58.19,0,0.0,5,0,208.042,358.385,11.922,
fredrikstad_03gm-eo_ahl_lh.trs,2,57,818.88,12,140.653,17.18,12,140.653,17.18,0,0.0,0,0,67.196,601.969,,
fredrikstad_04gk-eo_ahl_eo.trs,2,133,891.0,29,129.503,14.53,29,129.503,14.53,0,0.0,0,0,660.979,96.512,,
fusa_01um-02uk_ifg_lh.trs,2,185,1114.078,85,753.805,67.66,70,670.774,60.21,0,0.0,15,0,269.713,163.885,,
fusa_01um-mi_ifg_amg.trs,3,58,810.208,14,109.608,13.53,13,106.421,13.14,0,0.0,1,0,62.085,615.303,,
fusa_02uk-sl_ifg_amg.trs,2,145,839.07,45,235.754,28.1,38,198.459,23.65,0,0.0,7,0,163.064,461.736,,
fusa_03gm-04gk_amg_lh.trs,2,141,1092.223,121,1057.552,96.83,113,1029.894,94.29,0,0.0,8,0,11.547,40.241,,
fusa_03gm-mi_amg_lh.trs,2,44,1098.863,14,228.053,20.75,12,179.775,16.36,0,0.0,2,0,883.177,23.869,,
fusa_04gk-sl_amg_lh.trs,2,121,765.282,26,156.514,20.45,19,91.011,11.89,0,0.0,7,0,562.565,88.67,,
gauldal_01um-02uk_sb_lh.trs,3,168,1272.0,94,1125.941,88.52,79,1071.07,84.2,0,0.0,15,0,81.955,103.673,7.178,
gauldal_01um-lks_sb_lh.trs,2,32,740.08,4,17.391,2.35,4,17.391,2.35,0,0.0,0,0,662.098,36.405,,
gauldal_02uk-lks_sb_lh.trs,2,66,708.0,12,70.464,9.95,11,37.968,5.36,0,0.0,1,0,537.085,61.863,,
gauldal_03gm-04gk_ifg_hl_eo.trs,2,260,1835.44,149,1342.717,73.16,144,1326.955,72.3,0,0.0,5,0,365.357,122.023,,
gauldal_03gm-ma_ifg_hl_eo.trs,2,82,706.52,5,21.795,3.08,5,21.795,3.08,0,0.0,0,0,176.995,481.283,,
gauldal_04gk-ma_ifg_hl_eo.trs,2,90,682.52,21,88.461,12.96,19,84.248,12.34,0,0.0,2,0,101.936,453.316,,
gausdal_01um-05um_hcfh_sl_as.trs,2,259,1259.422,107,843.571,66.98,96,772.237,61.32,0,0.0,11,0,204.226,235.774,,
gausdal_01um-mi_hcfh_as.trs,2,72,967.88,5,18.553,1.92,3,7.87,0.81,0,0.0,2,0,101.89,837.397,,
gausdal_04gk-08gk_hcfh_as.trs,2,238,1199.64,191,1128.689,94.09,186,1102.742,91.92,0,0.0,5,0,29.269,65.888,,
gausdal_04gk-sl_hcfh_as_as.trs,2,124,820.04,39,185.006,22.56,39,185.006,22.56,0,0.0,0,0,66.31,560.425,,
gausdal_05um-sl_hcfh_as.trs,2,80,707.16,18,71.875,10.16,16,57.781,8.17,0,0.0,2,0,103.889,545.49,,
gausdal_08gk-mi_hcfh_as.trs,2,80,1449.16,23,221.967,15.32,22,219.387,15.14,0,0.0,1,0,37.907,1180.538,,
gjesdal_01um-02uk_ahl_lh.trs,3,230,1383.48,107,938.451,67.83,93,884.59,63.94,0,0.0,14,0,204.556,2.051,289.064,
gjesdal_01um-jbj_ahl_lh.trs,2,227,1355.0,53,256.546,18.93,48,245.395,18.11,0,0.0,5,0,225.421,878.103,,
gjesdal_02uk-sr_sr_amg.trs,2,130,563.88,23,109.331,19.39,21,103.922,18.43,0,0.0,2,0,91.751,366.176,,
gjesdal_03gm-04gk_sr_eo.trs,2,209,1831.44,121,1558.864,85.12,118,1549.465,84.6,0,0.0,3,0,140.776,139.149,,
gjesdal_03gm-sr_sr_amg.trs,3,95,713.72,11,42.526,5.96,8,30.132,4.22,0,0.0,3,0,156.644,505.213,7.041,
gjesdal_04gk-jbj_ahl_lh.trs,2,92,925.52,35,247.729,26.77,33,241.807,26.13,0,0.0,2,0,71.471,612.242,,
hammerfest_02uk-06uk_ahl_sb.trs,3,123,781.44,8,105.934,13.56,7,62.42,7.99,0,0.0,1,0,563.112,93.473,18.948,
hammerfest_02uk-jbj_ahl_sb.trs,2,186,1058.88,46,221.98,20.96,41,209.906,19.82,0,0.0,5,0,213.348,629.306,,
hammerfest_03gm-04gk_sb_amg_lh.trs,4,346,1926.72,201,1478.94,76.76,195,1445.367,75.02,0,0.0,6,0,199.085,97.523,0.525,
hammerfest_03gm-jbj_sb_amg.trs,2,294,1367.04,71,402.65,29.45,67,377.42,27.61,0,0.0,4,0,757.381,191.688,,
hammerfest_04gk-jbj_sb_amg.trs,2,178,1294.08,50,282.287,21.81,44,250.385,19.35,0,0.0,6,0,807.954,215.996,,
hattfjelldal_01um-02uk_ifg_sb.trs,2,396,2658.36,177,1718.393,64.64,147,1569.416,59.04,0,0.0,30,0,365.978,599.876,,
hattfjelldal_01um-ov_ifg_sb.trs,2,132,771.44,40,155.194,20.12,37,149.789,19.42,0,0.0,3,0,123.089,476.169,,
hattfjelldal_02uk-ov_ifg_sb.trs,2,129,814.32,27,157.141,19.3,25,148.338,18.22,0,0.0,2,0,126.863,511.409,,
hattfjelldal_03gm-04gk_kk_lh.trs,3,362,2516.72,277,2293.038,91.11,270,2256.212,89.65,0,0.0,7,0,32.055,103.382,124.165,
hattfjelldal_03gm-ov_kk_lh.trs,2,110,835.44,37,213.606,25.57,35,210.298,25.17,0,0.0,2,0,505.95,110.626,,
hattfjelldal_04gk-ov_kk_lh.trs,2,77,937.28,18,193.022,20.59,16,190.427,20.32,0,0.0,2,0,83.06,653.138,,
heroeyMR_01um-02uk_hl_lh.trs,2,388,1873.68,152,1099.646,58.69,121,931.926,49.74,0,0.0,31,0,537.854,314.803,,
heroeyMR_01um-ta_hl_lh.trs,2,67,624.52,18,157.543,25.23,18,157.543,25.23,0,0.0,0,0,386.69,38.364,,
heroeyMR_02uk-ta_hl_lh.trs,2,81,455.52,13,108.866,23.9,11,100.567,22.08,0,0.0,2,0,139.33,175.297,,
heroeyMR_03gm-04gk_kk_ifg.trs,2,288,1683.0,127,915.391,54.39,111,813.241,48.32,0,0.0,16,0,645.668,179.726,,
heroeyMR_03gm-ta_kk_hl.trs,2,78,734.88,35,275.318,37.46,32,246.597,33.56,0,0.0,3,0,101.256,360.519,,
heroeyMR_04gk-ta_kk_hl.trs,2,89,565.76,45,312.67,55.27,42,309.04,54.62,0,0.0,3,0,26.113,211.919,,
heroeyN_01um-02uk_kk_ifg.trs,3,301,1635.88,175,1265.581,77.36,143,1091.225,66.71,0,0.0,32,0,260.531,263.798,,
heroeyN_01um-kh_kk_ifg.trs,2,93,524.92,13,64.473,12.28,12,62.881,11.98,0,0.0,1,0,349.245,109.44,,
heroeyN_02uk-kh_kk_ifg.trs,2,98,578.48,25,94.41,16.32,23,92.009,15.91,0,0.0,2,0,403.357,76.214,,
heroeyN_03gm-04gk_kk_sb.trs,2,178,1960.32,141,1839.164,93.82,138,1824.466,93.07,0,0.0,3,0,75.329,58.115,,
heroeyN_03gm-kh_kk_sb.trs,2,72,855.4,18,212.35,24.82,17,208.222,24.34,0,0.0,1,0,618.298,26.535,,
heroeyN_04gk-kh_kk_sb.trs,2,97,714.6,27,146.174,20.46,23,140.22,19.62,0,0.0,4,0,532.197,40.239,,
hjartdal_01um-02uk_mi_lh.trs,2,392,1359.44,132,710.402,52.26,121,672.475,49.47,0,0.0,11,0,295.375,366.597,,
hjartdal_01um-as_mi_lh.trs,2,57,482.12,2,10.732,2.23,2,10.732,2.23,0,0.0,0,0,144.687,326.701,,
hjartdal_02uk-as_mi_lh.trs,2,75,538.28,15,63.52,11.8,12,52.788,9.81,0,0.0,3,0,85.717,393.122,,
hjartdal_03gm-04gk_lh_amg.trs,2,325,1821.28,151,809.714,44.46,123,692.511,38.02,0,0.0,28,0,309.38,212.249,,
hjartdal_03gm-sl_lh_amg_mi.trs,2,102,807.68,18,112.991,13.99,13,100.518,12.45,0,0.0,5,0,107.158,582.903,,
hjartdal_04gk-sl_lh_amg_mi.trs,2,141,750.0,27,148.897,19.85,22,117.713,15.7,0,0.0,5,0,136.215,489.323,,
hjelmeland_01um-02uk_ahl_amg.trs,2,258,1237.84,106,862.628,69.69,93,813.881,65.75,0,0.0,13,0,227.425,192.124,,
hjelmeland_01um-sr_amg_ahl_lh.trs,2,80,675.24,11,100.245,14.85,11,100.245,14.85,0,0.0,0,0,488.006,83.674,,
hjelmeland_02uk-ks_ahl_amg.trs,2,51,710.08,10,71.89,10.12,9,67.812,9.55,0,0.0,1,0,71.008,568.685,,
hjelmeland_03gm-04gk_amg_ahl_lh.trs,2,299,1599.36,197,1314.615,82.2,187,1278.059,79.91,0,0.0,10,0,109.593,208.298,,
hjelmeland_03gm-sr_ahl_amg.trs,2,90,739.88,9,101.898,13.77,6,61.245,8.28,0,0.0,3,0,128.276,550.359,,
hjelmeland_04gk-ks_amg_ahl_lh.trs,2,68,797.16,7,78.889,9.9,4,41.781,5.24,0,0.0,3,0,112.081,616.636,,
